;Lat (DMS);Long (DMS);Depth (m)
267;48-03-17.893N;069-17-51.209W;-4.81
268;48-03-17.890N;069-17-51.064W;-4.82
269;48-03-18.051N;069-17-50.556W;-5.03
270;48-03-18.053N;069-17-50.229W;-4.96
271;48-03-18.359N;069-17-59.619W;-4.02
272;48-03-18.270N;069-17-59.450W;-4.0
273;48-03-18.228N;069-17-59.037W;-4.0
274;48-03-18.360N;069-17-58.435W;-4.03
275;48-03-18.325N;069-17-58.088W;-4.06
276;48-03-18.250N;069-17-57.842W;-4.09
277;48-03-18.391N;069-17-57.550W;-4.08
278;48-03-18.297N;069-17-57.049W;-4.07
279;48-03-18.292N;069-17-56.733W;-4.06
280;48-03-18.400N;069-17-56.470W;-4.03
281;48-03-18.186N;069-17-56.123W;-4.07
282;48-03-18.195N;069-17-55.576W;-4.06
283;48-03-18.428N;069-17-55.149W;-4.17
284;48-03-18.237N;069-17-54.830W;-4.03
285;48-03-18.458N;069-17-54.663W;-4.13
286;48-03-18.332N;069-17-54.117W;-4.19
287;48-03-18.346N;069-17-53.885W;-4.22
288;48-03-18.244N;069-17-53.407W;-4.27
289;48-03-18.202N;069-17-53.013W;-4.59
290;48-03-18.373N;069-17-52.890W;-4.51
291;48-03-18.378N;069-17-52.390W;-4.64
292;48-03-18.323N;069-17-52.156W;-4.58
293;48-03-18.220N;069-17-51.628W;-4.59
294;48-03-18.209N;069-17-51.194W;-4.65
295;48-03-18.251N;069-17-51.173W;-4.67
296;48-03-18.214N;069-17-50.475W;-4.79
297;48-03-18.246N;069-17-50.386W;-4.88
298;48-03-18.237N;069-17-49.777W;-5.11
299;48-03-18.409N;069-17-49.567W;-4.91
300;48-03-18.455N;069-17-49.269W;-4.94
301;48-03-18.594N;069-17-59.390W;-3.97
302;48-03-18.696N;069-17-58.442W;-4.03
303;48-03-18.608N;069-17-58.306W;-4.01
304;48-03-18.545N;069-17-57.711W;-4.04
305;48-03-18.547N;069-17-57.373W;-4.04
306;48-03-18.835N;069-17-57.144W;-4.04
307;48-03-18.555N;069-17-56.908W;-4.04
308;48-03-18.738N;069-17-56.225W;-4.02
309;48-03-18.558N;069-17-56.045W;-4.14
310;48-03-18.790N;069-17-55.564W;-4.02
311;48-03-18.650N;069-17-55.343W;-4.1
312;48-03-18.611N;069-17-54.939W;-4.11
313;48-03-18.560N;069-17-54.577W;-4.13
314;48-03-18.853N;069-17-54.063W;-4.15
315;48-03-18.618N;069-17-53.801W;-4.22
316;48-03-18.566N;069-17-53.393W;-4.21
317;48-03-18.547N;069-17-53.068W;-4.21
318;48-03-18.659N;069-17-52.718W;-4.32
319;48-03-18.601N;069-17-52.356W;-4.38
320;48-03-18.750N;069-17-52.097W;-4.49
321;48-03-18.787N;069-17-51.648W;-4.59
322;48-03-18.567N;069-17-51.313W;-4.53
323;48-03-18.670N;069-17-51.015W;-4.55
324;48-03-18.543N;069-17-50.648W;-4.59
325;48-03-18.617N;069-17-50.320W;-4.63
326;48-03-18.762N;069-17-49.862W;-4.95
327;48-03-18.854N;069-17-49.734W;-4.89
328;48-03-18.570N;069-17-49.119W;-5.1
329;48-03-18.881N;069-17-48.307W;-4.96
330;48-03-18.954N;069-17-58.468W;-3.92
331;48-03-19.174N;069-17-58.296W;-3.97
332;48-03-19.013N;069-17-57.932W;-3.99
333;48-03-19.070N;069-17-57.509W;-3.97
334;48-03-18.925N;069-17-57.167W;-4.04
335;48-03-19.080N;069-17-56.652W;-4.04
336;48-03-19.041N;069-17-56.403W;-4.07
337;48-03-18.902N;069-17-56.058W;-3.98
338;48-03-19.231N;069-17-55.730W;-3.98
339;48-03-19.102N;069-17-55.419W;-3.91
340;48-03-19.070N;069-17-54.784W;-4.12
341;48-03-19.144N;069-17-54.544W;-4.12
342;48-03-19.097N;069-17-54.197W;-4.13
343;48-03-19.140N;069-17-53.983W;-4.05
344;48-03-18.930N;069-17-53.446W;-4.19
345;48-03-18.971N;069-17-53.179W;-4.22
346;48-03-19.128N;069-17-52.945W;-4.03
347;48-03-19.025N;069-17-52.495W;-4.11
348;48-03-18.925N;069-17-51.941W;-4.32
349;48-03-19.181N;069-17-51.646W;-4.38
350;48-03-19.158N;069-17-51.449W;-4.46
351;48-03-19.030N;069-17-50.820W;-4.45
352;48-03-19.027N;069-17-50.524W;-4.6
353;48-03-19.068N;069-17-50.158W;-4.61
354;48-03-19.064N;069-17-49.879W;-4.56
355;48-03-19.024N;069-17-49.645W;-4.75
356;48-03-19.188N;069-17-49.043W;-4.89
357;48-03-19.124N;069-17-48.701W;-4.9
358;48-03-18.917N;069-17-48.573W;-4.86
359;48-03-19.220N;069-17-48.086W;-5.02
360;48-03-19.325N;069-17-58.232W;-3.88
361;48-03-19.372N;069-17-57.740W;-3.95
362;48-03-19.476N;069-17-57.428W;-4.01
363;48-03-19.596N;069-17-56.969W;-3.99
364;48-03-19.518N;069-17-56.680W;-4.04
365;48-03-19.375N;069-17-56.353W;-4.14
366;48-03-19.391N;069-17-56.132W;-4.09
367;48-03-19.453N;069-17-55.596W;-3.95
368;48-03-19.615N;069-17-55.432W;-4.03
369;48-03-19.614N;069-17-54.876W;-3.98
370;48-03-19.546N;069-17-54.605W;-3.98
371;48-03-19.493N;069-17-54.155W;-4.01
372;48-03-19.491N;069-17-53.733W;-4.11
373;48-03-19.383N;069-17-53.508W;-3.98
374;48-03-19.484N;069-17-53.048W;-4.1
375;48-03-19.266N;069-17-52.837W;-4.1
376;48-03-19.285N;069-17-52.458W;-4.17
377;48-03-19.304N;069-17-52.076W;-4.42
378;48-03-19.293N;069-17-51.702W;-4.51
379;48-03-19.350N;069-17-51.344W;-4.37
380;48-03-19.375N;069-17-51.079W;-4.51
381;48-03-19.519N;069-17-50.816W;-4.6
382;48-03-19.509N;069-17-50.411W;-4.61
383;48-03-19.524N;069-17-49.760W;-4.65
384;48-03-19.545N;069-17-49.722W;-4.64
385;48-03-19.324N;069-17-49.339W;-4.7
386;48-03-19.476N;069-17-48.827W;-4.69
387;48-03-19.265N;069-17-48.491W;-4.87
388;48-03-19.449N;069-17-48.059W;-4.85
389;48-03-19.510N;069-17-47.616W;-5.13
390;48-03-19.580N;069-17-47.468W;-5.09
391;48-03-19.731N;069-17-57.252W;-4.0
392;48-03-19.709N;069-17-56.789W;-3.99
393;48-03-19.662N;069-17-56.295W;-3.98
394;48-03-19.809N;069-17-56.015W;-4.04
395;48-03-19.648N;069-17-55.578W;-4.02
396;48-03-19.701N;069-17-55.361W;-4.06
397;48-03-19.878N;069-17-54.980W;-3.99
398;48-03-19.710N;069-17-54.437W;-3.98
399;48-03-19.673N;069-17-54.154W;-4.0
400;48-03-19.785N;069-17-53.898W;-3.99
401;48-03-19.902N;069-17-53.433W;-3.9
402;48-03-19.904N;069-17-53.158W;-3.98
403;48-03-19.839N;069-17-52.660W;-4.02
404;48-03-19.664N;069-17-52.306W;-4.25
405;48-03-19.771N;069-17-51.926W;-4.27
406;48-03-19.638N;069-17-51.649W;-4.39
407;48-03-19.666N;069-17-51.206W;-4.39
408;48-03-19.948N;069-17-50.862W;-4.55
409;48-03-19.770N;069-17-50.517W;-4.47
410;48-03-19.741N;069-17-50.339W;-4.57
411;48-03-19.803N;069-17-50.075W;-4.53
412;48-03-19.870N;069-17-49.613W;-4.65
413;48-03-19.819N;069-17-49.292W;-4.53
414;48-03-19.950N;069-17-49.018W;-4.47
415;48-03-19.680N;069-17-48.403W;-4.62
416;48-03-19.667N;069-17-48.092W;-4.7
417;48-03-19.722N;069-17-47.584W;-4.86
418;48-03-19.854N;069-17-47.240W;-5.05
419;48-03-19.980N;069-17-56.955W;-3.89
420;48-03-20.188N;069-17-56.224W;-3.98
421;48-03-20.093N;069-17-56.165W;-4.0
422;48-03-20.056N;069-17-55.618W;-4.28
423;48-03-20.280N;069-17-55.243W;-4.0
424;48-03-20.085N;069-17-55.070W;-3.97
425;48-03-20.334N;069-17-54.503W;-4.02
426;48-03-20.302N;069-17-54.197W;-4.0
427;48-03-20.277N;069-17-53.914W;-3.98
428;48-03-20.195N;069-17-53.398W;-4.04
429;48-03-20.328N;069-17-53.325W;-4.12
430;48-03-20.240N;069-17-52.893W;-4.09
431;48-03-20.043N;069-17-52.270W;-4.24
432;48-03-20.253N;069-17-51.955W;-4.27
433;48-03-20.304N;069-17-51.759W;-4.26
434;48-03-20.245N;069-17-51.362W;-4.38
435;48-03-19.995N;069-17-50.890W;-4.38
436;48-03-20.238N;069-17-50.609W;-4.48
437;48-03-20.334N;069-17-50.112W;-4.44
438;48-03-20.033N;069-17-49.816W;-4.6
439;48-03-19.995N;069-17-49.458W;-4.51
440;48-03-20.121N;069-17-49.107W;-4.51
441;48-03-20.296N;069-17-48.811W;-4.61
442;48-03-19.993N;069-17-48.414W;-4.63
443;48-03-20.072N;069-17-48.250W;-4.61
444;48-03-20.075N;069-17-47.692W;-4.7
445;48-03-20.106N;069-17-47.500W;-4.82
446;48-03-20.052N;069-17-47.017W;-4.93
447;48-03-20.009N;069-17-46.625W;-5.11
448;48-03-20.494N;069-17-55.208W;-3.99
449;48-03-20.436N;069-17-54.979W;-4.0
450;48-03-20.387N;069-17-54.613W;-3.99
451;48-03-20.629N;069-17-54.214W;-3.91
452;48-03-20.540N;069-17-54.017W;-4.0
453;48-03-20.362N;069-17-53.382W;-4.08
454;48-03-20.637N;069-17-53.102W;-4.08
455;48-03-20.604N;069-17-52.823W;-4.12
456;48-03-20.613N;069-17-52.330W;-4.1
457;48-03-20.487N;069-17-51.938W;-4.14
458;48-03-20.484N;069-17-51.801W;-4.21
459;48-03-20.526N;069-17-51.526W;-4.2
460;48-03-20.354N;069-17-51.174W;-4.24
461;48-03-20.553N;069-17-50.707W;-4.3
462;48-03-20.613N;069-17-49.865W;-4.37
463;48-03-20.563N;069-17-49.401W;-4.46
464;48-03-20.676N;069-17-49.120W;-4.63
465;48-03-20.476N;069-17-48.863W;-4.64
466;48-03-20.622N;069-17-48.408W;-4.49
467;48-03-20.628N;069-17-48.165W;-4.64
468;48-03-20.436N;069-17-47.641W;-4.61
469;48-03-20.345N;069-17-47.423W;-4.69
470;48-03-20.522N;069-17-46.878W;-4.7
471;48-03-20.471N;069-17-46.649W;-4.86
472;48-03-20.477N;069-17-46.375W;-4.95
473;48-03-20.656N;069-17-46.139W;-5.04
474;48-03-20.889N;069-17-55.188W;-3.95
475;48-03-20.901N;069-17-54.830W;-3.98
476;48-03-20.743N;069-17-54.205W;-3.99
477;48-03-20.891N;069-17-53.998W;-4.02
478;48-03-20.806N;069-17-53.491W;-4.09
479;48-03-20.986N;069-17-53.117W;-3.94
480;48-03-20.938N;069-17-52.642W;-4.0
481;48-03-20.909N;069-17-52.369W;-4.01
482;48-03-20.875N;069-17-52.168W;-3.99
483;48-03-20.761N;069-17-51.579W;-4.15
484;48-03-20.883N;069-17-51.209W;-4.21
485;48-03-20.876N;069-17-50.931W;-4.3
486;48-03-20.772N;069-17-50.542W;-4.26
487;48-03-20.970N;069-17-50.212W;-4.28
488;48-03-20.784N;069-17-49.751W;-4.52
489;48-03-20.806N;069-17-49.715W;-4.48
490;48-03-20.833N;069-17-49.142W;-4.39
491;48-03-20.782N;069-17-48.806W;-4.59
492;48-03-20.723N;069-17-48.467W;-4.51
493;48-03-20.762N;069-17-47.949W;-4.63
494;48-03-20.704N;069-17-47.773W;-4.66
495;48-03-20.838N;069-17-47.574W;-4.5
496;48-03-20.989N;069-17-46.892W;-4.62
497;48-03-20.845N;069-17-46.635W;-4.66
498;48-03-20.865N;069-17-46.286W;-5.0
499;48-03-20.827N;069-17-45.893W;-4.97
500;48-03-21.060N;069-17-45.422W;-5.13
501;48-03-21.075N;069-17-54.910W;-4.02
502;48-03-21.125N;069-17-53.395W;-3.93
503;48-03-21.100N;069-17-53.209W;-3.99
504;48-03-21.288N;069-17-52.664W;-3.98
505;48-03-21.240N;069-17-52.494W;-4.02
506;48-03-21.235N;069-17-51.952W;-4.02
507;48-03-21.389N;069-17-51.693W;-4.14
508;48-03-21.202N;069-17-51.392W;-4.01
509;48-03-21.351N;069-17-50.913W;-3.99
510;48-03-21.091N;069-17-50.691W;-4.28
511;48-03-21.177N;069-17-50.409W;-4.24
512;48-03-21.337N;069-17-50.026W;-4.2
513;48-03-21.373N;069-17-49.436W;-4.5
514;48-03-21.254N;069-17-49.275W;-4.22
515;48-03-21.394N;069-17-48.840W;-4.38
516;48-03-21.320N;069-17-48.579W;-4.34
517;48-03-21.204N;069-17-48.173W;-4.52
518;48-03-21.139N;069-17-47.603W;-4.48
519;48-03-21.275N;069-17-47.224W;-4.59
520;48-03-21.218N;069-17-46.960W;-4.51
521;48-03-21.284N;069-17-46.639W;-4.63
522;48-03-21.273N;069-17-46.210W;-4.7
523;48-03-21.321N;069-17-46.038W;-4.74
524;48-03-21.174N;069-17-45.446W;-4.97
525;48-03-21.343N;069-17-45.250W;-4.98
526;48-03-21.629N;069-17-52.949W;-3.96
527;48-03-21.480N;069-17-52.592W;-3.86
528;48-03-21.570N;069-17-51.555W;-4.1
529;48-03-21.440N;069-17-51.412W;-4.15
530;48-03-21.688N;069-17-51.012W;-4.17
531;48-03-21.742N;069-17-50.667W;-4.1
532;48-03-21.534N;069-17-50.289W;-4.06
533;48-03-21.454N;069-17-49.980W;-4.09
534;48-03-21.503N;069-17-49.525W;-4.17
535;48-03-21.423N;069-17-49.244W;-4.48
536;48-03-21.574N;069-17-48.854W;-4.19
537;48-03-21.684N;069-17-48.577W;-4.34
538;48-03-21.584N;069-17-48.080W;-4.33
539;48-03-21.459N;069-17-47.608W;-4.43
540;48-03-21.515N;069-17-47.436W;-4.67
541;48-03-21.436N;069-17-46.865W;-4.58
542;48-03-21.451N;069-17-46.823W;-4.6
543;48-03-21.510N;069-17-46.144W;-4.54
544;48-03-21.520N;069-17-46.127W;-4.56
545;48-03-21.558N;069-17-45.486W;-4.82
546;48-03-21.562N;069-17-45.173W;-4.91
547;48-03-21.487N;069-17-44.844W;-5.03
548;48-03-21.468N;069-17-44.672W;-5.13
549;48-03-21.917N;069-17-57.028W;-3.81
550;48-03-21.856N;069-17-56.930W;-4.33
551;48-03-21.938N;069-17-53.046W;-4.01
552;48-03-21.942N;069-17-52.873W;-3.99
553;48-03-21.891N;069-17-51.513W;-3.99
554;48-03-21.880N;069-17-50.891W;-4.18
555;48-03-22.001N;069-17-50.720W;-4.13
556;48-03-21.795N;069-17-50.253W;-4.13
557;48-03-21.926N;069-17-49.756W;-4.09
