;Lat (DMS);Long (DMS);Depth (m)
151;47-49-08.790N;069-35-48.815W;3.35
152;47-49-09.239N;069-35-18.658W;1.83
153;47-49-08.951N;069-35-03.323W;0.61
154;47-49-09.070N;069-34-45.692W;-1.52
155;47-49-09.749N;069-35-42.027W;3.66
156;47-49-09.697N;069-35-33.259W;3.05
157;47-49-09.779N;069-35-28.233W;2.74
158;47-49-09.698N;069-35-12.718W;1.52
159;47-49-10.206N;069-35-21.128W;2.13
160;47-49-10.343N;069-35-09.173W;1.22
161;47-49-10.131N;069-34-51.597W;-0.3
162;47-49-10.715N;069-35-24.264W;2.44
163;47-49-11.248N;069-35-54.803W;3.66
164;47-49-11.197N;069-34-56.951W;0.0
165;47-49-11.769N;069-34-42.432W;-1.52
166;47-49-12.043N;069-35-48.075W;4.27
167;47-49-11.949N;069-35-39.307W;3.96
168;47-49-12.147N;069-35-30.114W;3.05
169;47-49-12.002N;069-35-02.273W;0.61
170;47-49-12.260N;069-35-16.258W;1.83
171;47-49-12.495N;069-34-49.005W;-0.61
172;47-49-13.184N;069-35-59.188W;3.66
173;47-49-13.057N;069-35-19.338W;2.13
174;47-49-13.594N;069-35-08.801W;1.83
175;47-49-13.556N;069-34-54.972W;-0.3
176;47-49-13.860N;069-35-21.683W;2.13
177;47-49-14.073N;069-35-35.911W;3.05
178;47-49-14.564N;069-35-00.724W;0.61
179;47-49-15.033N;069-35-54.257W;4.27
180;47-49-14.701N;069-35-44.628W;4.27
181;47-49-15.234N;069-35-14.472W;2.44
182;47-49-15.314N;069-34-41.211W;-1.52
183;47-49-15.741N;069-35-27.970W;2.74
184;47-49-16.285N;069-35-16.697W;1.83
185;47-49-16.326N;069-35-06.581W;1.22
186;47-49-16.708N;069-35-20.200W;2.74
187;47-49-16.619N;069-34-47.428W;-0.61
188;47-49-17.190N;069-34-53.017W;0.0
189;47-49-17.558N;069-35-52.033W;4.27
190;47-49-17.292N;069-35-34.251W;3.35
191;47-49-17.429N;069-35-12.425W;1.52
192;47-49-17.639N;069-35-42.044W;3.96
193;47-49-17.870N;069-35-38.921W;3.66
194;47-49-18.549N;069-35-26.241W;3.35
195;47-49-18.596N;069-35-10.484W;1.83
196;47-49-18.484N;069-34-59.077W;0.91
197;47-49-18.757N;069-35-46.047W;3.66
198;47-49-18.886N;069-34-36.804W;-2.13
199;47-49-19.208N;069-35-56.291W;4.27
200;47-49-19.311N;069-35-18.591W;2.13
201;47-49-19.196N;069-34-43.981W;-0.61
202;47-49-19.678N;069-34-50.305W;0.0
203;47-49-19.993N;069-35-05.604W;1.83
204;47-49-20.293N;069-35-49.201W;3.96
205;47-49-20.368N;069-35-15.053W;2.13
206;47-49-20.490N;069-35-40.255W;3.96
207;47-49-20.676N;069-35-32.533W;3.96
208;47-49-20.721N;069-34-56.971W;0.91
209;47-49-20.950N;069-35-24.260W;2.44
210;47-49-20.892N;069-35-11.322W;2.44
211;47-49-21.504N;069-34-38.385W;-1.22
212;47-49-21.952N;069-34-43.849W;-0.3
213;47-49-22.300N;069-35-54.997W;3.96
214;47-49-22.602N;069-35-08.287W;2.13
215;47-49-22.394N;069-35-03.561W;1.83
216;47-49-22.889N;069-35-38.274W;4.27
217;47-49-23.277N;069-35-46.127W;3.66
218;47-49-23.082N;069-35-29.817W;3.05
219;47-49-23.124N;069-34-49.902W;0.61
220;47-49-23.415N;069-35-19.338W;2.74
221;47-49-23.442N;069-35-16.150W;3.05
222;47-49-23.854N;069-35-10.946W;2.74
223;47-49-24.155N;069-34-59.546W;1.22
224;47-49-24.266N;069-34-55.992W;1.22
225;47-49-24.655N;069-35-23.591W;3.66
226;47-49-24.540N;069-34-34.213W;-2.13
227;47-49-24.814N;069-34-40.838W;-0.3
228;47-49-25.338N;069-35-50.332W;4.27
229;47-49-25.195N;069-35-42.729W;3.96
230;47-49-25.487N;069-34-47.614W;0.61
231;47-49-25.663N;069-35-35.810W;3.66
232;47-49-25.918N;069-35-59.780W;4.57
233;47-49-26.155N;069-35-45.933W;3.66
234;47-49-26.058N;069-35-27.847W;3.96
235;47-49-26.142N;069-35-17.670W;3.35
236;47-49-25.980N;069-35-02.522W;1.83
237;47-49-26.580N;069-34-54.562W;1.22
238;47-49-27.038N;069-35-08.795W;2.74
239;47-49-27.484N;069-34-36.108W;-1.52
240;47-49-28.369N;069-35-56.453W;4.27
241;47-49-28.357N;069-35-42.908W;3.05
242;47-49-28.178N;069-35-39.779W;3.35
243;47-49-28.315N;069-35-33.098W;4.57
244;47-49-28.299N;069-34-41.945W;0.0
245;47-49-28.394N;069-35-48.425W;4.27
246;47-49-28.499N;069-35-01.219W;1.83
247;47-49-28.610N;069-34-47.916W;0.91
248;47-49-29.040N;069-35-25.018W;6.1
249;47-49-29.160N;069-35-15.578W;3.35
250;47-49-30.144N;069-35-30.679W;3.96
251;47-49-30.267N;069-35-45.517W;3.35
252;47-49-30.255N;069-35-07.443W;3.05
253;47-49-30.206N;069-34-53.769W;1.83
254;47-49-30.895N;069-35-53.986W;4.27
255;47-49-30.903N;069-35-38.110W;4.27
256;47-49-31.104N;069-34-59.365W;2.74
257;47-49-31.100N;069-34-36.297W;-0.61
258;47-49-31.484N;069-35-22.732W;3.96
259;47-49-31.305N;069-34-41.266W;0.0
260;47-49-32.038N;069-34-46.138W;1.52
261;47-49-33.040N;069-35-43.053W;4.27
262;47-49-32.952N;069-35-33.917W;3.66
263;47-49-32.784N;069-35-14.785W;3.66
264;47-49-32.861N;069-35-05.528W;3.35
265;47-49-33.258N;069-35-51.454W;3.66
266;47-49-33.143N;069-35-30.733W;3.96
267;47-49-33.303N;069-34-52.108W;1.83
268;47-49-34.266N;069-35-58.765W;4.57
269;47-49-34.454N;069-35-21.375W;4.27
270;47-49-34.410N;069-34-57.400W;2.74
271;47-49-34.678N;069-35-38.791W;4.27
272;47-49-35.103N;069-35-12.619W;3.96
273;47-49-35.083N;069-34-41.704W;-0.61
274;47-49-35.255N;069-35-48.486W;4.88
275;47-49-35.837N;069-35-03.619W;3.35
276;47-49-35.733N;069-34-46.695W;1.83
277;47-49-35.942N;069-34-51.113W;2.44
278;47-49-36.301N;069-35-56.105W;3.96
279;47-49-36.836N;069-35-36.194W;4.27
280;47-49-37.115N;069-35-32.337W;3.66
281;47-49-37.120N;069-35-26.881W;3.96
282;47-49-37.112N;069-35-18.112W;4.27
283;47-49-37.262N;069-34-55.552W;3.05
284;47-49-37.430N;069-35-09.596W;3.96
285;47-49-37.916N;069-35-44.611W;5.18
286;47-49-38.054N;069-34-44.591W;1.52
287;47-49-38.258N;069-35-52.953W;4.88
288;47-49-38.258N;069-34-40.538W;-0.91
289;47-49-38.103N;069-34-39.431W;-5.49
290;47-49-39.041N;069-34-49.330W;2.13
291;47-49-39.198N;069-35-48.557W;4.88
292;47-49-39.401N;069-35-24.408W;4.27
293;47-49-39.416N;069-35-03.194W;3.66
294;47-49-39.861N;069-35-28.279W;3.66
295;47-49-40.054N;069-35-15.222W;4.27
296;47-49-40.444N;069-35-42.021W;4.57
297;47-49-40.400N;069-34-53.892W;2.74
298;47-49-40.725N;069-35-57.656W;5.18
299;47-49-40.957N;069-34-41.640W;1.22
300;47-49-41.014N;069-35-08.618W;3.96
301;47-49-41.338N;069-34-59.488W;3.35
302;47-49-41.135N;069-34-35.688W;-2.13
303;47-49-41.396N;069-35-50.988W;5.18
304;47-49-41.834N;069-35-33.096W;3.96
305;47-49-42.053N;069-35-21.697W;4.27
306;47-49-42.058N;069-34-33.437W;-4.27
307;47-49-42.099N;069-35-55.413W;4.88
308;47-49-42.139N;069-34-47.547W;2.13
309;47-49-42.732N;069-35-28.882W;3.96
310;47-49-43.057N;069-35-39.126W;4.88
311;47-49-43.064N;069-35-13.928W;4.27
312;47-49-43.260N;069-35-05.471W;3.96
313;47-49-43.801N;069-35-48.334W;4.88
314;47-49-43.655N;069-34-52.970W;3.05
315;47-49-43.652N;069-34-38.870W;0.91
316;47-49-43.917N;069-34-32.307W;-0.61
317;47-49-44.510N;069-35-56.927W;4.88
318;47-49-44.556N;069-35-27.015W;4.57
319;47-49-44.268N;069-34-34.520W;-1.83
320;47-49-44.917N;069-34-44.839W;2.13
321;47-49-45.175N;069-35-36.345W;5.18
322;47-49-45.131N;069-34-58.086W;3.35
323;47-49-45.373N;069-35-32.302W;4.27
324;47-49-45.316N;069-35-19.795W;4.88
325;47-49-46.006N;069-35-11.161W;3.96
326;47-49-45.685N;069-34-22.413W;-1.22
327;47-49-46.091N;069-35-44.636W;5.18
328;47-49-46.342N;069-34-51.119W;3.05
329;47-49-46.652N;069-35-56.169W;5.18
330;47-49-46.812N;069-35-03.389W;3.96
331;47-49-46.862N;069-34-29.052W;-0.61
332;47-49-47.298N;069-35-52.626W;5.18
333;47-49-47.260N;069-35-27.922W;4.27
334;47-49-47.413N;069-35-24.308W;4.88
335;47-49-47.551N;069-35-32.342W;5.18
336;47-49-47.681N;069-35-16.956W;4.27
337;47-49-47.548N;069-34-35.500W;0.0
338;47-49-48.068N;069-34-41.586W;1.22
339;47-49-47.962N;069-34-20.433W;-1.22
340;47-49-48.254N;069-35-41.488W;5.49
341;47-49-48.182N;069-34-56.976W;3.66
342;47-49-48.576N;069-35-08.449W;3.96
343;47-49-49.210N;069-34-47.370W;2.13
344;47-49-49.065N;069-34-26.152W;-0.61
345;47-49-49.580N;069-35-49.909W;5.18
346;47-49-49.541N;069-35-01.355W;3.96
347;47-49-49.697N;069-35-21.529W;4.88
348;47-49-49.658N;069-35-11.658W;3.66
349;47-49-49.725N;069-34-54.307W;2.74
350;47-49-50.083N;069-35-29.261W;5.18
351;47-49-49.992N;069-34-33.154W;-0.3
352;47-49-50.026N;069-34-14.528W;-1.22
353;47-49-50.694N;069-35-54.159W;5.49
354;47-49-50.413N;069-35-14.615W;3.96
355;47-49-50.828N;069-35-38.286W;5.49
356;47-49-50.921N;069-34-39.615W;0.91
357;47-49-51.279N;069-35-57.969W;5.49
358;47-49-51.168N;069-34-20.430W;-1.22
359;47-49-51.533N;069-35-47.187W;5.49
360;47-49-51.465N;069-35-06.969W;3.96
361;47-49-51.998N;069-34-52.878W;2.74
362;47-49-51.886N;069-34-46.744W;2.13
363;47-49-52.363N;069-35-26.728W;4.57
364;47-49-52.433N;069-35-18.575W;4.57
365;47-49-52.347N;069-34-59.996W;3.35
366;47-49-52.226N;069-34-26.516W;-0.61
367;47-49-52.672N;069-35-53.460W;5.79
368;47-49-53.076N;069-35-34.711W;5.18
369;47-49-53.017N;069-35-12.762W;3.96
370;47-49-53.159N;069-34-32.784W;0.0
371;47-49-53.571N;069-35-05.721W;3.35
372;47-49-53.477N;069-34-38.559W;1.22
373;47-49-53.312N;069-34-14.588W;-1.22
374;47-49-53.581N;069-35-57.827W;5.49
375;47-49-53.864N;069-35-43.552W;5.49
376;47-49-54.447N;069-34-45.137W;2.44
377;47-49-54.606N;069-34-22.025W;-0.61
378;47-49-54.994N;069-35-50.805W;5.79
379;47-49-54.873N;069-35-26.222W;4.57
380;47-49-54.801N;069-34-51.764W;3.35
381;47-49-55.376N;069-35-54.244W;5.79
382;47-49-55.040N;069-35-16.355W;4.88
383;47-49-55.231N;069-35-13.293W;4.27
384;47-49-55.351N;069-34-59.438W;3.66
385;47-49-55.402N;069-35-31.749W;5.49
386;47-49-55.669N;069-35-19.677W;4.27
387;47-49-55.533N;069-34-09.483W;-1.22
388;47-49-56.048N;069-35-57.444W;4.88
389;47-49-55.788N;069-35-05.884W;3.66
390;47-49-55.816N;069-34-29.584W;0.0
391;47-49-56.441N;069-35-39.921W;5.49
392;47-49-56.410N;069-34-36.651W;1.22
393;47-49-56.582N;069-35-23.372W;4.88
394;47-49-56.478N;069-34-14.401W;-0.91
395;47-49-56.920N;069-35-46.489W;6.4
396;47-49-56.924N;069-34-19.984W;-0.61
397;47-49-57.202N;069-35-13.329W;3.96
398;47-49-57.212N;069-34-43.777W;2.44
399;47-49-57.812N;069-35-28.483W;5.49
400;47-49-57.648N;069-35-09.229W;3.66
401;47-49-57.618N;069-34-25.328W;-0.3
402;47-49-57.916N;069-35-50.185W;6.1
403;47-49-57.977N;069-34-50.290W;3.35
404;47-49-58.313N;069-34-30.496W;0.3
405;47-49-58.863N;069-35-35.246W;5.49
406;47-49-58.684N;069-34-58.702W;3.66
407;47-49-58.962N;069-34-36.208W;1.52
408;47-49-59.315N;069-35-54.806W;6.71
409;47-49-59.331N;069-35-43.101W;5.79
410;47-49-59.028N;069-35-15.999W;4.27
411;47-49-59.324N;069-35-05.459W;3.66
412;47-49-59.426N;069-35-12.696W;3.96
413;47-50-00.050N;069-35-26.072W;5.49
414;47-49-59.771N;069-34-42.354W;2.44
415;47-49-59.733N;069-34-18.136W;-0.91
416;47-50-00.350N;069-35-58.747W;5.79
417;47-50-00.367N;069-35-32.331W;5.79
418;47-50-00.115N;069-34-49.962W;3.35
419;47-50-00.424N;069-34-23.847W;-0.3
420;47-50-00.913N;069-35-45.459W;6.1
421;47-50-01.239N;069-34-57.768W;3.66
422;47-50-01.364N;069-34-29.256W;0.0
423;47-50-01.575N;069-35-40.015W;5.49
424;47-50-01.747N;069-35-19.788W;4.88
425;47-50-01.653N;069-35-11.633W;4.57
426;47-50-01.553N;069-35-04.212W;3.96
427;47-50-01.808N;069-34-34.728W;1.52
428;47-50-02.027N;069-35-25.495W;5.18
429;47-50-02.454N;069-35-47.755W;6.4
430;47-50-02.245N;069-35-28.809W;5.79
431;47-50-02.339N;069-34-15.977W;-0.91
432;47-50-02.913N;069-35-51.809W;6.1
433;47-50-02.658N;069-34-40.997W;2.44
434;47-50-03.217N;069-35-59.719W;6.71
435;47-50-03.032N;069-34-21.504W;-0.3
436;47-50-03.497N;069-35-36.189W;5.79
437;47-50-03.390N;069-34-46.466W;3.05
438;47-50-03.950N;069-35-40.795W;6.1
439;47-50-03.952N;069-34-52.731W;3.66
440;47-50-03.925N;069-34-27.412W;0.3
441;47-50-04.239N;069-35-55.387W;6.71
442;47-50-04.246N;069-35-44.723W;6.4
443;47-50-04.655N;069-35-11.136W;4.88
444;47-50-04.719N;069-35-03.780W;3.96
445;47-50-04.478N;069-34-58.442W;3.66
446;47-50-04.530N;069-34-33.369W;1.52
447;47-50-05.111N;069-34-13.577W;-0.91
448;47-50-05.543N;069-35-32.181W;6.1
449;47-50-05.712N;069-35-26.728W;5.49
450;47-50-05.617N;069-34-45.466W;3.05
451;47-50-05.504N;069-34-39.518W;2.44
452;47-50-05.870N;069-35-17.903W;5.79
453;47-50-06.530N;069-35-51.507W;6.71
454;47-50-06.345N;069-34-51.487W;3.35
455;47-50-06.209N;069-34-19.723W;-0.61
456;47-50-06.541N;069-35-40.474W;6.4
457;47-50-06.571N;069-35-36.798W;6.1
458;47-50-07.108N;069-35-02.966W;4.27
459;47-50-06.993N;069-34-57.201W;3.35
460;47-50-07.588N;069-35-47.849W;7.01
461;47-50-07.516N;069-35-22.286W;5.49
462;47-50-07.496N;069-35-15.051W;5.18
463;47-50-07.463N;069-35-09.410W;4.88
464;47-50-07.618N;069-34-32.446W;1.22
465;47-50-07.872N;069-35-33.511W;5.49
466;47-50-07.768N;069-35-26.521W;5.18
467;47-50-07.961N;069-34-11.606W;-0.91
468;47-50-08.153N;069-35-58.891W;7.01
469;47-50-08.373N;069-34-44.782W;3.35
470;47-50-08.427N;069-34-38.652W;2.44
471;47-50-08.790N;069-35-36.654W;5.79
472;47-50-08.809N;069-34-18.238W;-0.61
473;47-50-09.343N;069-34-51.421W;3.66
474;47-50-09.289N;069-34-24.324W;0.3
475;47-50-09.772N;069-34-30.157W;1.52
476;47-50-10.080N;069-35-54.268W;7.01
477;47-50-10.083N;069-35-44.095W;7.01
478;47-50-10.020N;069-35-32.018W;6.4
479;47-50-09.867N;069-34-57.254W;3.96
480;47-50-10.173N;069-35-57.947W;6.71
481;47-50-10.441N;069-35-50.415W;7.01
482;47-50-10.468N;069-35-27.674W;6.1
483;47-50-10.191N;069-35-02.594W;4.57
484;47-50-10.849N;069-35-21.612W;5.79
485;47-50-10.822N;069-35-15.113W;5.79
486;47-50-10.620N;069-35-09.898W;5.49
487;47-50-10.819N;069-34-37.348W;2.44
488;47-50-10.525N;069-34-09.385W;-0.91
489;47-50-11.225N;069-35-40.193W;7.01
490;47-50-11.350N;069-35-35.047W;6.1
491;47-50-11.579N;069-34-49.194W;3.35
492;47-50-11.262N;069-34-43.057W;3.05
493;47-50-11.736N;069-35-47.803W;7.32
494;47-50-11.706N;069-34-15.594W;-0.61
495;47-50-12.178N;069-34-55.949W;3.96
496;47-50-12.434N;069-35-28.201W;6.71
497;47-50-12.996N;069-35-59.348W;7.01
498;47-50-12.959N;069-35-14.908W;5.79
499;47-50-12.905N;069-35-02.032W;4.57
500;47-50-12.947N;069-34-28.561W;1.22
501;47-50-12.800N;069-34-22.292W;0.0
502;47-50-13.006N;069-34-07.408W;-0.91
503;47-50-13.091N;069-35-52.792W;7.01
504;47-50-13.252N;069-35-33.488W;6.4
505;47-50-13.627N;069-35-47.593W;7.32
506;47-50-13.450N;069-35-39.314W;6.4
507;47-50-13.601N;069-35-21.479W;5.79
508;47-50-13.421N;069-35-08.908W;5.49
509;47-50-13.831N;069-34-35.565W;2.44
510;47-50-14.058N;069-34-14.166W;-0.61
511;47-50-14.495N;069-35-12.851W;6.1
512;47-50-14.684N;069-34-41.466W;3.35
513;47-50-15.015N;069-35-43.635W;7.32
514;47-50-14.987N;069-34-20.922W;0.0
515;47-50-15.316N;069-34-49.080W;3.66
516;47-50-15.502N;069-34-27.382W;1.52
517;47-50-15.636N;069-35-23.601W;6.71
518;47-50-15.592N;069-34-55.093W;4.57
519;47-50-15.772N;069-34-05.619W;-0.91
520;47-50-16.180N;069-35-27.166W;6.4
521;47-50-15.904N;069-35-01.843W;4.88
522;47-50-16.328N;069-35-53.588W;7.01
523;47-50-16.463N;069-35-47.155W;7.01
524;47-50-16.603N;069-35-40.293W;7.01
525;47-50-16.572N;069-35-34.162W;6.71
526;47-50-16.450N;069-35-14.788W;5.79
527;47-50-16.423N;069-35-08.351W;5.79
528;47-50-16.302N;069-34-34.631W;2.44
529;47-50-16.618N;069-34-12.434W;-0.61
530;47-50-16.677N;069-35-21.843W;6.1
531;47-50-17.270N;069-34-41.392W;3.05
532;47-50-17.629N;069-34-19.376W;0.0
533;47-50-18.017N;069-34-54.770W;4.27
534;47-50-17.795N;069-34-47.226W;3.35
535;47-50-17.927N;069-34-03.268W;-0.91
536;47-50-18.298N;069-35-19.543W;6.1
537;47-50-18.543N;069-35-00.482W;5.18
538;47-50-18.597N;069-34-25.418W;0.91
539;47-50-18.906N;069-35-59.641W;6.4
540;47-50-19.008N;069-35-47.325W;6.71
541;47-50-19.095N;069-35-27.220W;6.4
542;47-50-19.123N;069-35-14.225W;5.79
543;47-50-18.812N;069-35-07.475W;5.79
544;47-50-19.109N;069-34-09.232W;-0.91
545;47-50-19.202N;069-35-53.641W;6.71
546;47-50-19.313N;069-34-32.909W;2.74
547;47-50-19.557N;069-35-40.592W;7.01
548;47-50-19.699N;069-35-33.423W;7.01
549;47-50-20.016N;069-35-10.685W;6.4
550;47-50-20.085N;069-34-15.314W;-0.61
551;47-50-20.237N;069-34-40.038W;3.35
552;47-50-20.875N;069-34-47.037W;3.96
553;47-50-20.859N;069-34-19.944W;0.3
554;47-50-21.060N;069-34-54.152W;4.57
555;47-50-21.026N;069-34-00.934W;-0.91
556;47-50-21.415N;069-35-15.065W;6.4
557;47-50-21.322N;069-35-06.786W;5.79
558;47-50-21.372N;069-35-00.902W;5.79
559;47-50-21.460N;069-34-26.575W;1.83
560;47-50-21.873N;069-35-48.481W;6.71
561;47-50-21.702N;069-34-31.912W;2.74
562;47-50-22.028N;069-35-54.490W;6.71
563;47-50-22.057N;069-35-41.129W;7.01
564;47-50-22.360N;069-35-34.392W;7.01
565;47-50-22.335N;069-34-06.409W;-0.61
566;47-50-22.478N;069-35-20.418W;6.4
567;47-50-22.746N;069-35-27.534W;6.71
568;47-50-22.832N;069-34-38.921W;3.35
569;47-50-22.858N;069-34-12.606W;-0.3
570;47-50-23.346N;069-34-45.981W;3.96
571;47-50-23.170N;069-34-18.456W;0.3
572;47-50-23.657N;069-34-52.852W;4.88
573;47-50-23.467N;069-33-58.711W;-0.61
574;47-50-24.159N;069-35-11.008W;6.71
575;47-50-23.867N;069-35-06.711W;6.4
576;47-50-24.008N;069-34-59.848W;5.79
