;Lat (DMS);Long (DMS);Depth (m)
63;47-42-00.360N;069-59-36.960W;92.24
64;47-42-00.360N;069-59-36.600W;91.31
65;47-42-00.360N;069-59-36.240W;90.95
66;47-42-00.360N;069-59-35.880W;89.28
67;47-42-00.360N;069-59-35.520W;88.87
68;47-42-00.360N;069-59-35.160W;88.91
69;47-42-00.360N;069-59-34.800W;88.62
70;47-42-00.360N;069-59-34.440W;88.33
71;47-42-00.360N;069-59-34.080W;87.95
72;47-42-00.360N;069-59-33.720W;87.82
73;47-42-00.360N;069-59-33.360W;87.6
74;47-42-00.360N;069-59-33.000W;87.49
75;47-42-00.360N;069-59-32.640W;87.62
76;47-42-00.360N;069-59-32.280W;87.55
77;47-42-00.360N;069-59-31.920W;87.18
78;47-42-00.360N;069-59-31.560W;87.66
79;47-42-00.360N;069-59-31.200W;87.64
80;47-42-00.360N;069-59-30.840W;87.67
81;47-42-00.360N;069-59-30.480W;87.78
82;47-42-00.360N;069-59-30.120W;88.0
83;47-42-00.360N;069-59-29.760W;87.53
84;47-42-00.360N;069-59-29.400W;87.36
85;47-42-00.360N;069-59-29.040W;87.35
86;47-42-00.360N;069-59-28.680W;87.73
87;47-42-00.360N;069-59-28.320W;87.83
88;47-42-00.360N;069-59-27.960W;88.11
89;47-42-00.360N;069-59-27.600W;88.25
90;47-42-00.360N;069-59-27.240W;88.12
91;47-42-00.360N;069-59-26.880W;88.0
92;47-42-00.360N;069-59-26.520W;88.5
93;47-42-00.360N;069-59-26.160W;88.5
94;47-42-00.360N;069-59-25.800W;88.65
95;47-42-00.360N;069-59-25.440W;87.81
96;47-42-00.360N;069-59-25.080W;88.85
97;47-42-00.360N;069-59-24.720W;89.19
98;47-42-00.360N;069-59-24.360W;91.02
99;47-42-00.360N;069-59-24.000W;91.52
100;47-42-00.360N;069-59-23.640W;91.26
101;47-42-00.360N;069-59-23.280W;91.0
102;47-42-00.360N;069-59-22.920W;91.01
103;47-42-00.360N;069-59-22.560W;91.11
104;47-42-00.360N;069-59-22.200W;91.56
105;47-42-00.360N;069-59-21.840W;91.56
106;47-42-00.360N;069-59-21.480W;91.79
107;47-42-00.360N;069-59-21.120W;92.85
108;47-42-00.360N;069-59-20.760W;92.56
109;47-42-00.360N;069-59-20.400W;93.8
110;47-42-00.360N;069-59-20.040W;94.44
111;47-42-00.360N;069-59-19.680W;94.44
112;47-42-00.360N;069-59-19.320W;96.21
113;47-42-00.360N;069-59-18.960W;96.79
114;47-42-00.360N;069-59-18.600W;97.83
115;47-42-00.360N;069-59-18.240W;98.43
116;47-42-00.360N;069-59-17.880W;98.45
117;47-42-00.360N;069-59-17.520W;98.29
118;47-42-00.360N;069-59-17.160W;98.26
119;47-42-00.360N;069-59-16.800W;98.6
120;47-42-00.360N;069-59-16.440W;98.94
121;47-42-00.360N;069-59-16.080W;99.08
122;47-42-00.360N;069-59-15.720W;98.79
123;47-42-00.360N;069-59-15.360W;98.75
124;47-42-00.360N;069-59-15.000W;99.04
125;47-42-00.360N;069-59-14.640W;99.17
126;47-42-00.360N;069-59-14.280W;99.71
127;47-42-00.360N;069-59-13.920W;100.45
128;47-42-00.360N;069-59-13.560W;101.7
129;47-42-00.360N;069-59-13.200W;101.93
130;47-42-00.360N;069-59-12.840W;102.17
131;47-42-00.360N;069-59-12.480W;102.41
132;47-42-00.360N;069-59-12.120W;102.65
133;47-42-00.360N;069-59-11.760W;101.4
134;47-42-00.360N;069-59-11.400W;100.77
135;47-42-00.360N;069-59-11.040W;101.49
136;47-42-00.360N;069-59-10.680W;101.67
137;47-42-00.360N;069-59-10.320W;102.42
138;47-42-00.360N;069-59-09.960W;102.93
139;47-42-00.360N;069-59-09.600W;103.54
140;47-42-00.360N;069-59-09.240W;103.77
141;47-42-00.360N;069-59-08.880W;104.66
142;47-42-00.360N;069-59-08.520W;105.19
143;47-42-00.360N;069-59-08.160W;105.51
144;47-42-00.360N;069-59-07.800W;105.58
145;47-42-00.360N;069-59-07.440W;105.51
146;47-42-00.360N;069-59-07.080W;105.66
147;47-42-00.360N;069-59-06.720W;105.73
148;47-42-00.360N;069-59-06.360W;105.7
149;47-42-00.360N;069-59-06.000W;105.73
150;47-42-00.360N;069-59-05.640W;105.72
151;47-42-00.360N;069-59-05.280W;105.6
152;47-42-00.360N;069-59-04.920W;105.8
153;47-42-00.360N;069-59-04.560W;106.08
154;47-42-00.360N;069-59-04.200W;105.51
155;47-42-00.360N;069-59-03.840W;105.57
156;47-42-00.360N;069-59-03.480W;106.18
157;47-42-00.360N;069-59-03.120W;105.92
158;47-42-00.360N;069-59-02.760W;105.9
159;47-42-00.360N;069-59-02.400W;105.97
160;47-42-00.360N;069-59-02.040W;106.42
161;47-42-00.360N;069-59-01.680W;106.62
162;47-42-00.360N;069-59-01.320W;106.39
163;47-42-00.360N;069-59-00.960W;106.07
164;47-42-00.360N;069-59-00.600W;106.06
165;47-42-00.360N;069-59-00.240W;106.09
166;47-42-00.360N;069-58-59.880W;106.25
167;47-42-00.360N;069-58-59.520W;106.52
168;47-42-00.360N;069-58-59.160W;106.65
169;47-42-00.360N;069-58-58.800W;105.97
170;47-42-00.360N;069-58-58.440W;104.71
171;47-42-00.360N;069-58-58.080W;104.63
172;47-42-00.360N;069-58-57.720W;106.1
173;47-42-00.360N;069-58-57.360W;106.74
174;47-42-00.360N;069-58-57.000W;108.08
175;47-42-00.360N;069-58-56.640W;107.65
176;47-42-00.360N;069-58-56.280W;108.87
177;47-42-00.360N;069-58-55.920W;107.95
178;47-42-00.360N;069-58-55.560W;108.0
179;47-42-00.360N;069-58-55.200W;107.72
180;47-42-00.360N;069-58-54.840W;107.71
181;47-42-00.360N;069-58-54.480W;107.83
182;47-42-00.360N;069-58-54.120W;107.62
183;47-42-00.360N;069-58-53.760W;109.26
184;47-42-00.360N;069-58-53.400W;108.11
185;47-42-00.360N;069-58-53.040W;107.9
186;47-42-00.360N;069-58-52.680W;108.06
187;47-42-00.360N;069-58-52.320W;108.45
188;47-42-00.360N;069-58-51.960W;108.88
189;47-42-00.360N;069-58-51.600W;109.3
190;47-42-00.360N;069-58-51.240W;109.74
191;47-42-00.360N;069-58-50.880W;109.26
192;47-42-00.360N;069-58-50.520W;109.95
193;47-42-00.360N;069-58-50.160W;109.3
194;47-42-00.360N;069-58-49.800W;108.11
195;47-42-00.360N;069-58-49.440W;107.92
196;47-42-00.360N;069-58-49.080W;108.62
197;47-42-00.360N;069-58-48.720W;108.14
198;47-42-00.360N;069-58-48.360W;108.26
199;47-42-00.360N;069-58-48.000W;108.22
200;47-42-00.360N;069-58-47.640W;108.24
201;47-42-00.360N;069-58-47.280W;108.22
202;47-42-00.360N;069-58-46.920W;108.62
203;47-42-00.360N;069-58-46.560W;108.86
204;47-42-00.360N;069-58-46.200W;109.61
205;47-42-00.360N;069-58-45.840W;109.35
206;47-42-00.360N;069-58-45.480W;109.49
207;47-42-00.360N;069-58-45.120W;109.78
208;47-42-00.360N;069-58-44.760W;110.96
209;47-42-00.360N;069-58-44.400W;110.32
210;47-42-00.360N;069-58-44.040W;110.46
211;47-42-00.360N;069-58-43.680W;110.15
212;47-42-00.360N;069-58-43.320W;110.33
213;47-42-00.360N;069-58-42.960W;110.96
214;47-42-00.360N;069-58-42.600W;110.92
215;47-42-00.360N;069-58-42.240W;111.05
216;47-42-00.360N;069-58-41.880W;110.53
217;47-42-00.360N;069-58-41.520W;110.06
218;47-42-00.360N;069-58-41.160W;109.82
219;47-42-00.360N;069-58-40.800W;109.88
220;47-42-00.360N;069-58-40.440W;110.63
221;47-42-00.360N;069-58-40.080W;110.72
222;47-42-00.360N;069-58-39.720W;110.97
223;47-42-00.360N;069-58-39.360W;111.02
224;47-42-00.360N;069-58-39.000W;111.35
225;47-42-00.360N;069-58-38.640W;111.2
226;47-42-00.360N;069-58-38.280W;111.52
227;47-42-00.360N;069-58-37.920W;112.25
228;47-42-00.360N;069-58-37.560W;113.25
229;47-42-00.360N;069-58-37.200W;112.7
230;47-42-00.360N;069-58-36.840W;112.68
231;47-42-00.360N;069-58-36.480W;112.89
232;47-42-00.360N;069-58-36.120W;113.06
233;47-42-00.360N;069-58-35.760W;112.48
234;47-42-00.360N;069-58-35.400W;112.46
235;47-42-00.360N;069-58-35.040W;112.43
236;47-42-00.360N;069-58-34.680W;112.89
237;47-42-00.360N;069-58-34.320W;113.07
238;47-42-00.360N;069-58-33.960W;113.13
239;47-42-00.360N;069-58-33.600W;112.64
240;47-42-00.360N;069-58-33.240W;112.47
241;47-42-00.360N;069-58-32.880W;112.07
242;47-42-00.360N;069-58-32.520W;112.19
243;47-42-00.360N;069-58-32.160W;112.14
244;47-42-00.360N;069-58-31.800W;112.65
245;47-42-00.360N;069-58-31.440W;112.84
246;47-42-00.360N;069-58-31.080W;112.75
247;47-42-00.360N;069-58-30.720W;112.56
248;47-42-00.360N;069-58-30.360W;112.71
249;47-42-00.360N;069-58-30.000W;112.8
250;47-42-00.360N;069-58-29.640W;113.05
251;47-42-00.360N;069-58-29.280W;112.96
252;47-42-00.360N;069-58-28.920W;113.33
253;47-42-00.360N;069-58-28.560W;112.96
254;47-42-00.360N;069-58-28.200W;113.43
255;47-42-00.360N;069-58-27.840W;113.75
256;47-42-00.360N;069-58-27.480W;113.65
257;47-42-00.360N;069-58-27.120W;113.55
258;47-42-00.360N;069-58-26.760W;113.51
259;47-42-00.360N;069-58-26.400W;114.15
260;47-42-00.360N;069-58-26.040W;113.69
261;47-42-00.360N;069-58-25.680W;113.69
262;47-42-00.360N;069-58-25.320W;113.4
263;47-42-00.360N;069-58-24.960W;113.5
264;47-42-00.360N;069-58-24.600W;113.26
265;47-42-00.360N;069-58-24.240W;113.29
266;47-42-00.360N;069-58-23.880W;113.02
267;47-42-00.360N;069-58-23.520W;112.55
268;47-42-00.360N;069-58-23.160W;112.55
269;47-42-00.360N;069-58-22.800W;112.22
270;47-42-00.360N;069-58-22.440W;112.28
271;47-42-00.360N;069-58-22.080W;111.98
272;47-42-00.360N;069-58-21.720W;112.09
273;47-42-00.360N;069-58-21.360W;111.72
274;47-42-00.360N;069-58-21.000W;111.62
275;47-42-00.360N;069-58-20.640W;111.65
276;47-42-00.360N;069-58-20.280W;111.55
277;47-42-00.360N;069-58-19.920W;111.48
278;47-42-00.360N;069-58-19.560W;111.63
279;47-42-00.360N;069-58-19.200W;111.42
280;47-42-00.360N;069-58-18.840W;111.47
281;47-42-00.360N;069-58-18.480W;111.42
282;47-42-00.360N;069-58-18.120W;111.43
283;47-42-00.360N;069-58-17.760W;111.45
284;47-42-00.360N;069-58-17.400W;111.59
285;47-42-00.360N;069-58-17.040W;111.62
286;47-42-00.360N;069-58-16.680W;111.5
287;47-42-00.360N;069-58-16.320W;111.56
288;47-42-00.360N;069-58-15.960W;111.58
289;47-42-00.360N;069-58-15.600W;111.72
290;47-42-00.360N;069-58-15.240W;111.67
291;47-42-00.360N;069-58-14.880W;111.23
292;47-42-00.360N;069-58-14.520W;111.54
293;47-42-00.360N;069-58-14.160W;111.41
294;47-42-00.360N;069-58-13.800W;111.42
295;47-42-00.360N;069-58-13.440W;111.28
296;47-42-00.360N;069-58-13.080W;111.3
297;47-42-00.360N;069-58-12.720W;111.35
298;47-42-00.360N;069-58-12.360W;111.26
299;47-42-00.360N;069-58-12.000W;111.2
300;47-42-00.360N;069-58-11.640W;111.26
301;47-42-00.360N;069-58-11.280W;111.21
302;47-42-00.360N;069-58-10.920W;111.15
303;47-42-00.360N;069-58-10.560W;111.11
304;47-42-00.360N;069-58-10.200W;111.04
305;47-42-00.360N;069-58-09.840W;110.93
306;47-42-00.360N;069-58-09.480W;110.9
307;47-42-00.360N;069-58-09.120W;110.85
308;47-42-00.360N;069-58-08.760W;110.77
309;47-42-00.360N;069-58-08.400W;110.6
310;47-42-00.360N;069-58-08.040W;110.56
311;47-42-00.360N;069-58-07.680W;110.44
312;47-42-00.360N;069-58-07.320W;110.39
313;47-42-00.360N;069-58-06.960W;110.25
314;47-42-00.360N;069-58-06.600W;110.13
315;47-42-00.360N;069-58-06.240W;110.0
316;47-42-00.360N;069-58-05.880W;109.91
317;47-42-00.360N;069-58-05.520W;109.51
318;47-42-00.360N;069-58-05.160W;109.37
319;47-42-00.360N;069-58-04.800W;109.4
320;47-42-00.360N;069-58-04.440W;109.36
321;47-42-00.360N;069-58-04.080W;109.25
322;47-42-00.360N;069-58-03.720W;109.23
323;47-42-00.360N;069-58-03.360W;109.01
324;47-42-00.360N;069-58-03.000W;109.06
325;47-42-00.360N;069-58-02.640W;109.09
326;47-42-00.360N;069-58-02.280W;109.03
327;47-42-00.360N;069-58-01.920W;109.08
328;47-42-00.360N;069-58-01.560W;109.21
329;47-42-00.360N;069-58-01.200W;108.82
330;47-42-00.360N;069-58-00.840W;109.19
331;47-42-00.360N;069-58-00.480W;109.07
332;47-42-00.360N;069-58-00.120W;108.95
333;47-42-00.360N;069-57-59.760W;109.3
334;47-42-00.360N;069-57-59.400W;109.43
335;47-42-00.360N;069-57-59.040W;109.34
336;47-42-00.360N;069-57-58.680W;109.35
337;47-42-00.360N;069-57-58.320W;109.49
338;47-42-00.360N;069-57-57.960W;109.53
339;47-42-00.360N;069-57-57.600W;109.24
340;47-42-00.360N;069-57-57.240W;109.16
341;47-42-00.360N;069-57-56.880W;109.03
342;47-42-00.360N;069-57-56.520W;108.91
343;47-42-00.360N;069-57-56.160W;108.85
344;47-42-00.360N;069-57-55.800W;108.88
345;47-42-00.360N;069-57-55.440W;108.66
346;47-42-00.360N;069-57-55.080W;108.57
347;47-42-00.360N;069-57-54.720W;108.3
348;47-42-00.360N;069-57-54.360W;108.23
349;47-42-00.360N;069-57-54.000W;108.05
350;47-42-00.360N;069-57-53.640W;108.01
351;47-42-00.360N;069-57-53.280W;107.92
352;47-42-00.360N;069-57-52.920W;107.92
353;47-42-00.360N;069-57-52.560W;107.78
354;47-42-00.360N;069-57-52.200W;107.74
355;47-42-00.360N;069-57-51.840W;107.65
356;47-42-00.360N;069-57-51.480W;107.59
357;47-42-00.360N;069-57-51.120W;107.45
358;47-42-00.360N;069-57-50.760W;107.35
359;47-42-00.360N;069-57-50.400W;107.21
360;47-42-00.360N;069-57-50.040W;107.13
361;47-42-00.360N;069-57-49.680W;107.05
362;47-42-00.360N;069-57-49.320W;106.99
363;47-42-00.360N;069-57-48.960W;106.92
364;47-42-00.360N;069-57-48.600W;107.06
365;47-42-00.360N;069-57-48.240W;106.98
366;47-42-00.360N;069-57-47.880W;107.03
367;47-42-00.360N;069-57-47.520W;106.88
368;47-42-00.360N;069-57-47.160W;106.82
369;47-42-00.360N;069-57-46.800W;106.73
370;47-42-00.360N;069-57-46.440W;106.66
371;47-42-00.360N;069-57-46.080W;106.51
372;47-42-00.360N;069-57-45.720W;106.58
373;47-42-00.360N;069-57-45.360W;106.43
374;47-42-00.360N;069-57-45.000W;106.4
375;47-42-00.360N;069-57-44.640W;106.02
376;47-42-00.360N;069-57-44.280W;106.0
377;47-42-00.360N;069-57-43.920W;105.79
378;47-42-00.360N;069-57-43.560W;105.61
379;47-42-00.360N;069-57-43.200W;105.54
380;47-42-00.360N;069-57-42.840W;105.31
381;47-42-00.360N;069-57-42.480W;105.51
382;47-42-00.360N;069-57-42.120W;105.64
383;47-42-00.360N;069-57-41.760W;105.73
384;47-42-00.360N;069-57-41.400W;105.98
385;47-42-00.360N;069-57-41.040W;105.75
386;47-42-00.360N;069-57-40.680W;105.73
387;47-42-00.360N;069-57-40.320W;105.58
388;47-42-00.360N;069-57-39.960W;105.68
389;47-42-00.360N;069-57-39.600W;105.48
390;47-42-00.360N;069-57-39.240W;105.37
391;47-42-00.360N;069-57-38.880W;105.28
392;47-42-00.360N;069-57-38.520W;105.31
393;47-42-00.360N;069-57-38.160W;105.24
394;47-42-00.360N;069-57-37.800W;105.21
395;47-42-00.360N;069-57-37.440W;105.14
396;47-42-00.360N;069-57-37.080W;105.09
397;47-42-00.360N;069-57-36.720W;104.88
398;47-42-00.360N;069-57-36.360W;104.75
399;47-42-00.360N;069-57-36.000W;104.59
400;47-42-00.360N;069-57-35.640W;104.55
401;47-42-00.360N;069-57-35.280W;104.28
402;47-42-00.360N;069-57-34.920W;104.2
403;47-42-00.360N;069-57-34.560W;103.98
404;47-42-00.360N;069-57-34.200W;103.82
405;47-42-00.360N;069-57-33.840W;103.69
406;47-42-00.360N;069-57-33.480W;103.67
407;47-42-00.360N;069-57-33.120W;103.54
408;47-42-00.360N;069-57-32.760W;103.52
409;47-42-00.360N;069-57-32.400W;103.55
410;47-42-00.360N;069-57-32.040W;103.53
411;47-42-00.360N;069-57-31.680W;103.55
412;47-42-00.360N;069-57-31.320W;103.57
413;47-42-00.360N;069-57-30.960W;103.8
414;47-42-00.360N;069-57-30.600W;103.85
415;47-42-00.360N;069-57-30.240W;103.8
416;47-42-00.360N;069-57-29.880W;103.97
417;47-42-00.360N;069-57-29.520W;103.74
418;47-42-00.360N;069-57-29.160W;103.67
419;47-42-00.360N;069-57-28.800W;103.51
420;47-42-00.360N;069-57-28.440W;103.45
421;47-42-00.360N;069-57-28.080W;103.38
422;47-42-00.360N;069-57-27.720W;103.37
423;47-42-00.360N;069-57-27.360W;103.08
424;47-42-00.360N;069-57-27.000W;103.04
425;47-42-00.360N;069-57-26.640W;103.16
426;47-42-00.360N;069-57-26.280W;103.17
427;47-42-00.360N;069-57-25.920W;103.06
428;47-42-00.360N;069-57-25.560W;103.04
429;47-42-00.360N;069-57-25.200W;103.04
430;47-42-00.360N;069-57-24.840W;102.98
431;47-42-00.360N;069-57-24.480W;102.93
432;47-42-00.360N;069-57-24.120W;103.15
433;47-42-00.360N;069-57-23.760W;102.73
434;47-42-00.360N;069-57-23.400W;102.72
435;47-42-00.360N;069-57-23.040W;102.63
436;47-42-00.360N;069-57-22.680W;102.65
437;47-42-00.360N;069-57-22.320W;102.61
438;47-42-00.360N;069-57-21.960W;102.51
439;47-42-00.360N;069-57-21.600W;102.3
440;47-42-00.360N;069-57-21.240W;102.46
441;47-42-00.360N;069-57-20.880W;102.28
442;47-42-00.360N;069-57-20.520W;102.27
443;47-42-00.360N;069-57-20.160W;102.07
444;47-42-00.360N;069-57-19.800W;101.98
445;47-42-00.360N;069-57-19.440W;101.72
446;47-42-00.360N;069-57-19.080W;101.59
447;47-42-00.360N;069-57-18.720W;101.26
448;47-42-00.360N;069-57-18.360W;101.14
449;47-42-00.360N;069-57-18.000W;100.82
450;47-42-00.360N;069-57-17.640W;100.68
451;47-42-00.360N;069-57-17.280W;100.47
452;47-42-00.360N;069-57-16.920W;100.46
453;47-42-00.360N;069-57-16.560W;100.37
454;47-42-00.360N;069-57-16.200W;100.22
455;47-42-00.360N;069-57-15.840W;100.02
456;47-42-00.360N;069-57-15.480W;100.09
457;47-42-00.360N;069-57-15.120W;99.87
458;47-42-00.360N;069-57-14.760W;99.71
459;47-42-00.360N;069-57-14.400W;99.64
460;47-42-00.360N;069-57-14.040W;99.51
461;47-42-00.360N;069-57-13.680W;99.41
462;47-42-00.360N;069-57-13.320W;99.35
463;47-42-00.360N;069-57-12.960W;99.28
464;47-42-00.360N;069-57-12.600W;99.36
465;47-42-00.360N;069-57-12.240W;99.25
466;47-42-00.360N;069-57-11.880W;99.17
467;47-42-00.360N;069-57-11.520W;98.95
468;47-42-00.360N;069-57-11.160W;98.87
469;47-42-00.360N;069-57-10.800W;98.79
470;47-42-00.360N;069-57-10.440W;98.8
471;47-42-00.360N;069-57-10.080W;98.73
472;47-42-00.360N;069-57-09.720W;98.69
473;47-42-00.360N;069-57-09.360W;98.52
474;47-42-00.360N;069-57-09.000W;98.54
475;47-42-00.360N;069-57-08.640W;98.6
476;47-42-00.360N;069-57-08.280W;98.69
477;47-42-00.360N;069-57-07.920W;98.59
478;47-42-00.360N;069-57-07.560W;98.58
479;47-42-00.360N;069-57-07.200W;98.4
480;47-42-00.360N;069-57-06.840W;98.35
481;47-42-00.360N;069-57-06.480W;98.25
482;47-42-00.360N;069-57-06.120W;98.22
483;47-42-00.360N;069-57-05.760W;98.25
484;47-42-00.360N;069-57-05.400W;98.24
485;47-42-00.360N;069-57-05.040W;98.26
486;47-42-00.360N;069-57-04.680W;98.24
487;47-42-00.360N;069-57-04.320W;98.25
488;47-42-00.360N;069-57-03.960W;98.29
489;47-42-00.360N;069-57-03.600W;98.22
490;47-42-00.360N;069-57-03.240W;98.2
491;47-42-00.360N;069-57-02.880W;98.11
492;47-42-00.360N;069-57-02.520W;98.1
493;47-42-00.360N;069-57-02.160W;97.91
494;47-42-00.360N;069-57-01.800W;97.94
495;47-42-00.360N;069-57-01.440W;97.66
496;47-42-00.360N;069-57-01.080W;97.71
497;47-42-00.360N;069-57-00.720W;97.62
498;47-42-00.360N;069-57-00.360W;97.61
499;47-42-00.360N;069-57-00.000W;97.44
500;47-42-00.360N;069-56-59.640W;97.51
501;47-42-00.360N;069-56-59.280W;97.41
502;47-42-00.360N;069-56-58.920W;97.22
503;47-42-00.360N;069-56-58.560W;96.84
504;47-42-00.360N;069-56-58.200W;96.95
505;47-42-00.360N;069-56-57.840W;96.86
506;47-42-00.360N;069-56-57.480W;97.06
507;47-42-00.360N;069-56-57.120W;97.15
508;47-42-00.360N;069-56-56.760W;97.01
509;47-42-00.360N;069-56-56.400W;96.83
510;47-42-00.360N;069-56-56.040W;96.74
511;47-42-00.720N;069-59-59.640W;82.86
512;47-42-00.720N;069-59-59.280W;82.97
513;47-42-00.720N;069-59-58.920W;83.31
514;47-42-00.720N;069-59-58.560W;83.77
515;47-42-00.720N;069-59-58.200W;84.45
516;47-42-00.720N;069-59-57.840W;84.84
517;47-42-00.720N;069-59-57.480W;85.72
518;47-42-00.720N;069-59-57.120W;86.15
519;47-42-00.720N;069-59-56.760W;87.03
520;47-42-00.720N;069-59-56.400W;87.37
521;47-42-00.720N;069-59-56.040W;87.82
522;47-42-00.720N;069-59-55.680W;88.58
523;47-42-00.720N;069-59-55.320W;89.28
524;47-42-00.720N;069-59-54.960W;89.44
525;47-42-00.720N;069-59-54.600W;89.46
526;47-42-00.720N;069-59-54.240W;89.32
527;47-42-00.720N;069-59-53.880W;89.34
528;47-42-00.720N;069-59-53.520W;89.43
529;47-42-00.720N;069-59-53.160W;89.7
530;47-42-00.720N;069-59-52.800W;89.85
531;47-42-00.720N;069-59-52.440W;90.1
532;47-42-00.720N;069-59-52.080W;90.17
533;47-42-00.720N;069-59-51.720W;90.34
534;47-42-00.720N;069-59-51.360W;90.36
535;47-42-00.720N;069-59-51.000W;90.5
536;47-42-00.720N;069-59-50.640W;90.51
537;47-42-00.720N;069-59-50.280W;90.79
538;47-42-00.720N;069-59-49.920W;90.75
539;47-42-00.720N;069-59-49.560W;90.43
540;47-42-00.720N;069-59-49.200W;90.15
541;47-42-00.720N;069-59-48.840W;89.78
542;47-42-00.720N;069-59-48.480W;90.48
543;47-42-00.720N;069-59-48.120W;91.29
544;47-42-00.720N;069-59-47.760W;89.38
545;47-42-00.720N;069-59-47.400W;91.31
546;47-42-00.720N;069-59-47.040W;89.02
547;47-42-00.720N;069-59-46.680W;91.51
548;47-42-00.720N;069-59-46.320W;92.06
549;47-42-00.720N;069-59-45.960W;92.39
550;47-42-00.720N;069-59-45.600W;91.1
551;47-42-00.720N;069-59-45.240W;90.94
552;47-42-00.720N;069-59-44.880W;90.75
553;47-42-00.720N;069-59-44.520W;91.16
554;47-42-00.720N;069-59-44.160W;91.23
555;47-42-00.720N;069-59-43.800W;91.42
556;47-42-00.720N;069-59-43.440W;91.56
557;47-42-00.720N;069-59-43.080W;92.13
558;47-42-00.720N;069-59-42.720W;92.23
559;47-42-00.720N;069-59-42.360W;92.33
560;47-42-00.720N;069-59-42.000W;92.32
561;47-42-00.720N;069-59-41.640W;92.48
562;47-42-00.720N;069-59-41.280W;92.6
563;47-42-00.720N;069-59-40.920W;92.52
564;47-42-00.720N;069-59-40.560W;92.92
565;47-42-00.720N;069-59-40.200W;93.39
566;47-42-00.720N;069-59-39.840W;93.63
567;47-42-00.720N;069-59-39.480W;93.88
568;47-42-00.720N;069-59-39.120W;94.06
569;47-42-00.720N;069-59-38.760W;94.23
570;47-42-00.720N;069-59-38.400W;94.18
571;47-42-00.720N;069-59-38.040W;94.24
572;47-42-00.720N;069-59-37.680W;93.67
573;47-42-00.720N;069-59-37.320W;93.54
574;47-42-00.720N;069-59-36.960W;92.4
575;47-42-00.720N;069-59-36.600W;91.91
576;47-42-00.720N;069-59-36.240W;90.69
577;47-42-00.720N;069-59-35.880W;89.99
578;47-42-00.720N;069-59-35.520W;89.33
579;47-42-00.720N;069-59-35.160W;88.96
580;47-42-00.720N;069-59-34.800W;88.77
