;Lat (DMS);Long (DMS);Depth (m)
107;48-01-28.693N;069-20-55.953W;-1.31
108;48-01-28.925N;069-20-59.713W;-1.55
109;48-01-29.049N;069-20-59.131W;-1.52
110;48-01-28.786N;069-20-58.750W;-1.64
111;48-01-29.043N;069-20-58.552W;-1.68
112;48-01-29.038N;069-20-58.069W;-1.71
113;48-01-28.907N;069-20-57.879W;-1.68
114;48-01-28.839N;069-20-57.591W;-1.59
115;48-01-28.771N;069-20-57.206W;-1.41
116;48-01-28.768N;069-20-56.917W;-0.99
117;48-01-29.085N;069-20-56.234W;-0.92
118;48-01-29.082N;069-20-55.944W;-1.54
119;48-01-29.249N;069-20-59.705W;-1.49
120;48-01-29.114N;069-20-59.129W;-1.51
121;48-01-29.174N;069-20-58.742W;-1.63
122;48-01-29.107N;069-20-58.454W;-1.68
123;48-01-29.105N;069-20-58.261W;-1.68
124;48-01-29.101N;069-20-57.875W;-1.67
125;48-01-29.163N;069-20-57.584W;-1.49
126;48-01-29.160N;069-20-57.294W;-1.41
127;48-01-29.155N;069-20-56.811W;-0.85
128;48-01-29.408N;069-20-56.226W;-1.19
129;48-01-29.405N;069-20-55.937W;-1.71
130;48-01-29.507N;069-20-59.603W;-1.42
131;48-01-29.502N;069-20-59.121W;-1.47
132;48-01-29.499N;069-20-58.831W;-1.57
133;48-01-29.496N;069-20-58.541W;-1.65
134;48-01-29.493N;069-20-58.252W;-1.64
135;48-01-29.555N;069-20-57.961W;-1.62
136;48-01-29.551N;069-20-57.575W;-1.49
137;48-01-29.484N;069-20-57.287W;-1.25
138;48-01-29.801N;069-20-56.604W;-1.03
139;48-01-29.667N;069-20-56.221W;-1.28
140;48-01-29.794N;069-20-55.928W;-1.91
141;48-01-30.090N;069-20-59.590W;-1.52
142;48-01-30.152N;069-20-59.396W;-1.45
143;48-01-29.823N;069-20-58.824W;-1.51
144;48-01-29.820N;069-20-58.534W;-1.6
145;48-01-29.883N;069-20-58.340W;-1.59
146;48-01-29.944N;069-20-57.952W;-1.58
147;48-01-29.875N;069-20-57.568W;-1.4
148;48-01-29.872N;069-20-57.278W;-0.96
149;48-01-29.866N;069-20-56.699W;-1.19
150;48-01-30.057N;069-20-56.309W;-1.29
151;48-01-29.859N;069-20-55.927W;-1.95
152;48-01-30.220N;069-20-59.684W;-1.51
153;48-01-30.217N;069-20-59.394W;-1.46
154;48-01-30.211N;069-20-58.815W;-1.49
155;48-01-30.208N;069-20-58.526W;-1.6
156;48-01-30.466N;069-20-58.327W;-1.6
157;48-01-30.203N;069-20-57.947W;-1.54
158;48-01-30.200N;069-20-57.657W;-1.37
159;48-01-30.387N;069-20-56.977W;-0.84
160;48-01-30.190N;069-20-56.692W;-1.12
161;48-01-30.380N;069-20-56.301W;-1.49
162;48-01-30.313N;069-20-56.013W;-1.89
163;48-01-30.806N;069-20-59.960W;-1.57
164;48-01-30.673N;069-20-59.674W;-1.59
165;48-01-30.541N;069-20-59.387W;-1.46
166;48-01-30.665N;069-20-58.805W;-1.46
167;48-01-30.596N;069-20-58.420W;-1.58
168;48-01-30.595N;069-20-58.324W;-1.59
169;48-01-30.591N;069-20-57.938W;-1.38
170;48-01-30.588N;069-20-57.648W;-1.07
171;48-01-30.843N;069-20-57.256W;-1.04
172;48-01-30.837N;069-20-56.581W;-1.11
173;48-01-30.834N;069-20-56.291W;-1.5
174;48-01-30.573N;069-20-56.104W;-1.76
175;48-01-31.196N;069-21-00.145W;-1.8
176;48-01-30.933N;069-20-59.765W;-1.52
177;48-01-30.929N;069-20-59.378W;-1.41
178;48-01-30.924N;069-20-58.799W;-1.45
179;48-01-30.922N;069-20-58.606W;-1.52
180;48-01-30.919N;069-20-58.317W;-1.45
181;48-01-30.915N;069-20-57.931W;-1.14
182;48-01-31.169N;069-20-57.442W;-1.23
183;48-01-31.232N;069-20-57.248W;-1.21
184;48-01-31.226N;069-20-56.669W;-1.29
185;48-01-31.222N;069-20-56.283W;-1.58
186;48-01-30.962N;069-20-56.192W;-1.63
187;48-01-31.327N;069-21-00.238W;-1.8
188;48-01-31.261N;069-21-00.143W;-1.82
189;48-01-31.386N;069-20-59.754W;-1.56
190;48-01-31.381N;069-20-59.175W;-1.39
191;48-01-31.314N;069-20-58.984W;-1.41
192;48-01-31.311N;069-20-58.694W;-1.41
193;48-01-31.307N;069-20-58.308W;-1.1
194;48-01-31.431N;069-20-57.726W;-1.24
195;48-01-31.559N;069-20-57.530W;-1.37
196;48-01-31.617N;069-20-56.950W;-1.38
197;48-01-31.615N;069-20-56.660W;-1.45
198;48-01-31.612N;069-20-56.371W;-1.71
199;48-01-31.266N;069-20-55.961W;-2.92
200;48-01-31.977N;069-21-00.514W;-1.86
201;48-01-31.714N;069-21-00.133W;-1.71
202;48-01-31.645N;069-20-59.749W;-1.49
203;48-01-31.705N;069-20-59.265W;-1.38
204;48-01-31.639N;069-20-59.073W;-1.38
205;48-01-31.956N;069-20-58.390W;-1.25
206;48-01-31.955N;069-20-58.294W;-1.24
207;48-01-31.950N;069-20-57.811W;-1.26
208;48-01-31.686N;069-20-57.334W;-1.43
209;48-01-31.941N;069-20-56.942W;-1.5
210;48-01-31.940N;069-20-56.846W;-1.52
211;48-01-31.742N;069-20-56.464W;-1.79
212;48-01-31.628N;069-20-55.868W;-2.1
213;48-01-32.303N;069-21-00.699W;-1.87
214;48-01-32.171N;069-21-00.509W;-1.84
215;48-01-32.038N;069-21-00.126W;-1.68
216;48-01-32.097N;069-20-59.546W;-1.39
217;48-01-32.096N;069-20-59.449W;-1.36
218;48-01-32.027N;069-20-59.064W;-1.25
219;48-01-32.215N;069-20-58.384W;-1.05
220;48-01-32.212N;069-20-58.095W;-1.27
221;48-01-32.273N;069-20-57.707W;-1.38
222;48-01-32.269N;069-20-57.321W;-1.46
223;48-01-32.006N;069-20-56.941W;-1.51
224;48-01-32.262N;069-20-56.646W;-1.54
225;48-01-32.002N;069-20-56.555W;-1.5
226;48-01-32.260N;069-20-55.878W;-2.43
227;48-01-32.693N;069-21-00.884W;-2.13
228;48-01-32.365N;069-21-00.505W;-1.85
229;48-01-32.362N;069-21-00.119W;-1.6
230;48-01-32.552N;069-20-59.729W;-1.38
231;48-01-32.355N;069-20-59.443W;-1.3
232;48-01-32.351N;069-20-59.057W;-1.17
233;48-01-32.410N;069-20-58.477W;-1.06
234;48-01-32.665N;069-20-58.085W;-1.28
235;48-01-32.661N;069-20-57.699W;-1.43
236;48-01-32.398N;069-20-57.318W;-1.5
237;48-01-32.525N;069-20-57.026W;-1.55
238;48-01-32.394N;069-20-56.932W;-1.76
239;48-01-32.639N;069-20-56.270W;-1.87
240;48-01-32.625N;069-20-55.992W;-2.61
241;48-01-32.759N;069-21-00.979W;-2.02
242;48-01-32.758N;069-21-00.882W;-1.99
243;48-01-32.754N;069-21-00.496W;-1.75
244;48-01-32.750N;069-21-00.110W;-1.51
245;48-01-32.812N;069-20-59.819W;-1.37
246;48-01-32.743N;069-20-59.435W;-1.21
247;48-01-32.738N;069-20-58.952W;-1.17
248;48-01-33.057N;069-20-58.462W;-1.16
249;48-01-32.730N;069-20-58.083W;-1.35
250;48-01-32.729N;069-20-57.987W;-1.49
251;48-01-33.046N;069-20-57.304W;-1.51
252;48-01-32.719N;069-20-57.022W;-1.54
253;48-01-33.040N;069-20-56.725W;-1.62
254;48-01-32.986N;069-20-56.243W;-2.32
255;48-01-32.866N;069-20-55.869W;-2.97
256;48-01-33.345N;069-21-01.352W;-1.82
257;48-01-33.215N;069-21-01.258W;-1.88
258;48-01-33.082N;069-21-00.875W;-1.83
259;48-01-33.078N;069-21-00.489W;-1.66
260;48-01-33.203N;069-21-00.100W;-1.51
261;48-01-33.395N;069-20-59.806W;-1.37
262;48-01-33.390N;069-20-59.324W;-1.25
263;48-01-33.191N;069-20-58.845W;-1.14
264;48-01-33.381N;069-20-58.455W;-1.2
265;48-01-33.248N;069-20-58.072W;-1.42
266;48-01-33.375N;069-20-57.876W;-1.48
267;48-01-33.111N;069-20-57.399W;-1.52
268;48-01-33.367N;069-20-57.007W;-1.58
269;48-01-33.169N;069-20-56.722W;-1.71
270;48-01-33.384N;069-20-56.321W;-2.5
271;48-01-33.333N;069-20-55.866W;-2.79
272;48-01-33.475N;069-21-01.349W;-1.82
273;48-01-33.538N;069-21-01.155W;-1.87
274;48-01-33.470N;069-21-00.867W;-1.77
275;48-01-33.466N;069-21-00.481W;-1.63
276;48-01-33.720N;069-20-59.992W;-1.44
277;48-01-33.459N;069-20-59.805W;-1.37
278;48-01-33.455N;069-20-59.322W;-1.28
279;48-01-33.514N;069-20-58.838W;-1.33
280;48-01-33.770N;069-20-58.446W;-1.33
281;48-01-33.507N;069-20-58.066W;-1.45
282;48-01-33.633N;069-20-57.774W;-1.51
283;48-01-33.629N;069-20-57.388W;-1.52
284;48-01-33.756N;069-20-57.095W;-1.57
285;48-01-33.429N;069-20-56.813W;-1.63
286;48-01-33.702N;069-20-56.271W;-2.65
287;48-01-33.674N;069-20-55.989W;-2.85
288;48-01-34.060N;069-21-01.626W;-1.83
289;48-01-33.799N;069-21-01.342W;-1.85
290;48-01-33.798N;069-21-01.245W;-1.87
291;48-01-33.794N;069-21-00.859W;-1.7
292;48-01-33.790N;069-21-00.473W;-1.56
293;48-01-33.786N;069-21-00.087W;-1.46
294;48-01-33.913N;069-20-59.795W;-1.39
295;48-01-34.103N;069-20-59.404W;-1.23
296;48-01-34.098N;069-20-58.922W;-1.29
297;48-01-33.899N;069-20-58.443W;-1.37
298;48-01-33.897N;069-20-58.250W;-1.46
299;48-01-34.086N;069-20-57.667W;-1.53
300;48-01-34.083N;069-20-57.377W;-1.56
301;48-01-33.951N;069-20-57.187W;-1.58
302;48-01-33.880N;069-20-56.706W;-1.81
303;48-01-33.848N;069-20-56.252W;-2.67
304;48-01-33.876N;069-20-55.893W;-2.85
305;48-01-34.453N;069-21-02.003W;-1.79
306;48-01-34.385N;069-21-01.715W;-1.83
307;48-01-34.449N;069-21-01.617W;-1.83
308;48-01-34.186N;069-21-01.237W;-1.81
309;48-01-34.182N;069-21-00.851W;-1.65
310;48-01-34.178N;069-21-00.465W;-1.45
311;48-01-34.240N;069-21-00.174W;-1.39
312;48-01-34.236N;069-20-59.788W;-1.32
313;48-01-34.168N;069-20-59.403W;-1.23
314;48-01-34.163N;069-20-58.920W;-1.28
315;48-01-34.161N;069-20-58.727W;-1.33
316;48-01-34.478N;069-20-58.044W;-1.46
317;48-01-34.346N;069-20-57.758W;-1.57
318;48-01-34.149N;069-20-57.569W;-1.54
319;48-01-34.146N;069-20-57.279W;-1.54
320;48-01-34.777N;069-21-01.996W;-1.84
321;48-01-34.517N;069-21-01.905W;-1.89
322;48-01-34.514N;069-21-01.616W;-1.83
323;48-01-34.510N;069-21-01.230W;-1.72
324;48-01-34.506N;069-21-00.844W;-1.6
325;48-01-34.502N;069-21-00.457W;-1.44
326;48-01-34.822N;069-21-00.064W;-1.36
327;48-01-34.689N;069-20-59.681W;-1.29
328;48-01-34.684N;069-20-59.198W;-1.17
329;48-01-34.809N;069-20-58.809W;-1.23
330;48-01-34.806N;069-20-58.423W;-1.35
331;48-01-34.672N;069-20-58.040W;-1.48
332;48-01-34.541N;069-20-57.850W;-1.51
333;48-01-34.601N;069-20-57.366W;-1.54
334;48-01-35.104N;069-21-02.375W;-1.77
335;48-01-35.101N;069-21-02.085W;-1.89
336;48-01-34.970N;069-21-01.895W;-1.84
337;48-01-34.902N;069-21-01.607W;-1.77
338;48-01-34.898N;069-21-01.221W;-1.66
339;48-01-34.894N;069-21-00.835W;-1.57
340;48-01-35.215N;069-21-00.538W;-1.39
341;48-01-34.888N;069-21-00.159W;-1.36
342;48-01-34.947N;069-20-59.579W;-1.2
343;48-01-34.880N;069-20-59.387W;-1.2
344;48-01-35.198N;069-20-58.801W;-1.3
345;48-01-35.196N;069-20-58.608W;-1.42
346;48-01-34.932N;069-20-58.131W;-1.48
347;48-01-35.188N;069-20-57.836W;-1.51
348;48-01-34.861N;069-20-57.457W;-1.53
349;48-01-35.493N;069-21-02.366W;-1.81
350;48-01-35.360N;069-21-02.080W;-2.0
351;48-01-35.229N;069-21-01.889W;-1.81
352;48-01-35.226N;069-21-01.600W;-1.72
353;48-01-35.287N;069-21-01.212W;-1.67
354;48-01-35.282N;069-21-00.730W;-1.49
355;48-01-35.539N;069-21-00.531W;-1.45
356;48-01-35.274N;069-20-59.958W;-1.22
357;48-01-35.530N;069-20-59.662W;-1.21
358;48-01-35.526N;069-20-59.276W;-1.35
359;48-01-35.457N;069-20-58.795W;-1.35
360;48-01-35.323N;069-20-58.412W;-1.45
361;48-01-35.385N;069-20-58.121W;-1.5
362;48-01-35.319N;069-20-57.929W;-1.52
363;48-01-35.251N;069-20-57.641W;-1.5
364;48-01-35.623N;069-21-02.460W;-1.82
365;48-01-35.751N;069-21-02.264W;-1.83
366;48-01-35.618N;069-21-01.977W;-1.76
367;48-01-35.614N;069-21-01.591W;-1.65
368;48-01-35.738N;069-21-01.009W;-1.65
369;48-01-35.606N;069-21-00.723W;-1.51
370;48-01-35.604N;069-21-00.530W;-1.45
371;48-01-35.921N;069-20-59.847W;-1.26
372;48-01-35.917N;069-20-59.461W;-1.33
373;48-01-35.849N;069-20-59.172W;-1.35
374;48-01-35.912N;069-20-58.978W;-1.4
375;48-01-35.648N;069-20-58.501W;-1.46
376;48-01-35.839N;069-20-58.111W;-1.49
377;48-01-35.642N;069-20-57.922W;-1.47
378;48-01-35.946N;069-21-02.356W;-1.77
379;48-01-35.945N;069-21-02.260W;-1.77
380;48-01-36.007N;069-21-01.969W;-1.69
381;48-01-36.003N;069-21-01.583W;-1.61
382;48-01-35.999N;069-21-01.197W;-1.51
383;48-01-35.994N;069-21-00.714W;-1.39
384;48-01-35.992N;069-21-00.521W;-1.25
385;48-01-36.050N;069-20-59.844W;-1.32
386;48-01-36.112N;069-20-59.553W;-1.38
387;48-01-36.108N;069-20-59.167W;-1.37
388;48-01-36.104N;069-20-58.781W;-1.4
389;48-01-35.971N;069-20-58.397W;-1.45
390;48-01-35.970N;069-20-58.301W;-1.45
391;48-01-36.403N;069-21-02.732W;-1.77
392;48-01-36.337N;069-21-02.637W;-1.77
393;48-01-36.397N;069-21-02.153W;-1.72
394;48-01-36.330N;069-21-01.961W;-1.62
395;48-01-36.327N;069-21-01.575W;-1.56
396;48-01-36.323N;069-21-01.189W;-1.45
397;48-01-36.449N;069-21-00.897W;-1.23
398;48-01-36.572N;069-21-00.218W;-1.25
399;48-01-36.633N;069-20-59.831W;-1.39
400;48-01-36.307N;069-20-59.645W;-1.37
401;48-01-36.498N;069-20-59.255W;-1.39
402;48-01-36.300N;069-20-58.969W;-1.38
403;48-01-36.664N;069-21-02.920W;-1.77
404;48-01-36.724N;069-21-02.435W;-1.68
405;48-01-36.723N;069-21-02.339W;-1.68
406;48-01-36.716N;069-21-01.663W;-1.49
407;48-01-36.715N;069-21-01.567W;-1.49
408;48-01-36.711N;069-21-01.181W;-1.29
409;48-01-36.964N;069-21-00.596W;-1.22
410;48-01-36.961N;069-21-00.306W;-1.29
411;48-01-36.698N;069-20-59.829W;-1.46
412;48-01-36.697N;069-20-59.733W;-1.47
413;48-01-37.309N;069-21-02.712W;-1.57
414;48-01-37.243N;069-21-02.520W;-1.64
415;48-01-37.111N;069-21-02.330W;-1.61
416;48-01-37.038N;069-21-01.463W;-1.28
417;48-01-37.035N;069-21-01.173W;-1.21
418;48-01-37.159N;069-21-00.591W;-1.29
419;48-01-37.220N;069-21-00.300W;-1.35
420;48-01-37.024N;069-21-00.112W;-1.38
421;48-01-37.491N;069-21-07.343W;-2.13
422;48-01-37.634N;069-21-02.801W;-1.6
423;48-01-37.632N;069-21-02.608W;-1.57
424;48-01-37.490N;069-21-01.356W;-1.23
425;48-01-37.489N;069-21-01.260W;-1.27
426;48-01-37.417N;069-21-00.489W;-1.3
427;48-01-37.829N;069-21-02.894W;-1.59
428;48-01-38.085N;069-21-02.598W;-1.54
429;48-01-38.078N;069-21-01.826W;-1.24
430;48-01-37.814N;069-21-01.349W;-1.25
431;48-01-37.813N;069-21-01.253W;-1.25
432;48-01-38.152N;069-21-02.790W;-1.51
433;48-01-38.213N;069-21-02.402W;-1.57
434;48-01-38.212N;069-21-02.306W;-1.52
435;48-01-38.208N;069-21-01.920W;-1.27
436;48-01-38.140N;069-21-01.535W;-1.21
437;48-01-40.150N;069-21-11.405W;-2.13
438;48-01-41.463N;069-21-05.801W;-2.13
439;48-01-41.830N;069-23-57.765W;-1.22
440;48-01-43.175N;069-21-15.169W;-2.44
441;48-01-44.059N;069-21-55.917W;-2.13
442;48-01-44.169N;069-21-07.932W;-2.13
443;48-01-44.654N;069-23-48.974W;-1.52
444;48-01-44.831N;069-23-09.138W;-2.44
445;48-01-45.632N;069-21-19.290W;-1.83
446;48-01-46.316N;069-21-59.313W;-1.52
447;48-01-46.454N;069-21-02.092W;-1.52
448;48-01-47.088N;069-23-12.233W;-1.83
449;48-01-47.197N;069-21-10.669W;-2.13
450;48-01-47.604N;069-23-50.928W;-0.91
451;48-01-48.169N;069-21-23.653W;-1.83
452;48-01-48.734N;069-22-02.710W;-1.83
453;48-01-49.235N;069-21-06.095W;-0.91
454;48-01-49.303N;069-23-15.570W;-2.13
455;48-01-49.281N;069-22-58.428W;-2.13
456;48-01-49.656N;069-21-14.126W;-1.83
457;48-01-50.190N;069-23-52.156W;0.91
458;48-01-51.273N;069-22-06.470W;-1.83
459;48-01-51.233N;069-21-27.960W;-1.52
460;48-01-51.735N;069-21-48.667W;-1.52
461;48-01-51.774N;069-21-09.976W;-0.91
462;48-01-52.040N;069-23-44.081W;-0.91
463;48-01-51.843N;069-23-18.970W;-2.13
464;48-01-52.505N;069-23-02.677W;-1.83
465;48-01-52.604N;069-21-16.802W;-1.83
466;48-01-53.605N;069-23-36.247W;-1.52
467;48-01-54.110N;069-23-54.178W;1.83
468;48-01-54.054N;069-22-10.475W;-1.52
469;48-01-54.134N;069-21-32.386W;-1.22
470;48-01-54.475N;069-21-52.731W;-1.52
471;48-01-54.660N;069-21-19.775W;-1.52
472;48-01-54.313N;069-21-14.038W;-0.91
473;48-01-54.913N;069-23-44.587W;0.31
474;48-01-54.786N;069-23-22.554W;-1.52
475;48-01-55.123N;069-23-06.681W;-1.83
476;48-01-56.025N;069-20-57.027W;-2.13
477;48-01-56.794N;069-22-14.237W;-1.52
478;48-01-56.636N;069-21-09.043W;-1.83
479;48-01-56.995N;069-21-36.874W;-0.91
480;48-01-57.002N;069-21-21.602W;-1.83
481;48-01-57.053N;069-21-18.041W;-0.61
482;48-01-57.300N;069-23-45.088W;0.61
483;48-01-57.526N;069-23-26.558W;-1.52
484;48-01-57.297N;069-21-56.433W;-1.52
485;48-01-57.590N;069-23-54.687W;1.83
486;48-01-58.187N;069-23-10.687W;-1.52
487;48-01-58.340N;069-23-36.887W;-0.61
488;48-01-58.364N;069-21-00.181W;-2.13
489;48-01-58.685N;069-23-30.852W;-1.83
490;48-01-59.412N;069-22-18.481W;-1.22
491;48-01-59.377N;069-21-12.925W;-1.52
492;48-01-59.816N;069-21-40.998W;-0.91
493;48-02-00.027N;069-21-25.184W;-1.83
494;48-01-59.874N;069-21-22.346W;-0.61
495;48-02-00.344N;069-23-54.408W;1.83
496;48-02-00.240N;069-22-00.559W;-1.52
497;48-02-00.338N;069-21-03.274W;-1.52
498;48-02-00.549N;069-23-30.444W;-1.22
499;48-02-01.066N;069-23-44.996W;1.52
500;48-02-01.416N;069-23-37.272W;0.61
501;48-02-01.210N;069-23-14.574W;-1.52
502;48-02-01.871N;069-21-44.151W;-0.91
503;48-02-01.875N;069-21-16.988W;-1.52
504;48-02-02.233N;069-22-22.546W;-1.52
505;48-02-02.412N;069-21-26.347W;-0.61
506;48-02-02.352N;069-21-06.426W;-1.83
507;48-02-02.801N;069-22-58.890W;-1.52
508;48-02-03.061N;069-22-04.623W;-1.22
509;48-02-03.094N;069-21-28.465W;-1.83
510;48-02-03.344N;069-23-30.103W;-0.91
511;48-02-03.827N;069-23-54.072W;0.91
512;48-02-03.829N;069-23-18.336W;-1.52
513;48-02-04.330N;069-21-47.308W;-0.91
514;48-02-04.130N;069-21-20.806W;-1.83
515;48-02-04.873N;069-23-44.663W;1.22
516;48-02-04.972N;069-22-26.973W;-1.22
517;48-02-05.031N;069-21-30.531W;-0.91
518;48-02-05.092N;069-21-10.852W;-1.22
519;48-02-04.918N;069-21-01.856W;-2.13
520;48-02-05.344N;069-23-37.000W;1.22
521;48-02-05.179N;069-23-01.987W;-1.52
522;48-02-05.638N;069-22-08.747W;-1.22
523;48-02-06.344N;069-21-50.823W;-0.91
524;48-02-06.507N;069-21-24.685W;-1.52
525;48-02-06.546N;069-23-28.981W;-0.61
526;48-02-06.568N;069-23-22.461W;-0.91
527;48-02-06.916N;069-23-39.246W;0.91
528;48-02-07.272N;069-23-53.253W;0.61
529;48-02-07.489N;069-21-34.230W;-0.61
530;48-02-07.549N;069-21-14.853W;-1.22
531;48-02-07.335N;069-21-05.737W;-1.83
532;48-02-07.656N;069-23-35.750W;1.22
533;48-02-07.919N;069-23-06.051W;-0.91
534;48-02-08.036N;069-22-30.979W;-0.91
535;48-02-08.256N;069-22-13.051W;-1.22
536;48-02-08.236N;069-21-53.976W;-1.22
537;48-02-08.569N;069-23-41.069W;1.52
538;48-02-09.045N;069-21-28.688W;-1.83
539;48-02-09.228N;069-23-26.042W;-0.61
540;48-02-09.752N;069-21-09.496W;-1.83
541;48-02-10.007N;069-21-18.854W;-1.22
542;48-02-10.141N;069-23-43.314W;0.91
543;48-02-10.229N;069-21-38.415W;-0.31
544;48-02-10.593N;069-23-52.857W;0.61
545;48-02-10.537N;069-23-10.176W;-1.22
546;48-02-10.596N;069-22-52.670W;-1.22
547;48-02-10.977N;069-22-35.347W;-0.91
548;48-02-11.078N;069-22-16.936W;-1.22
549;48-02-10.896N;069-21-57.979W;-1.22
550;48-02-10.924N;069-21-36.367W;-1.52
551;48-02-11.550N;069-23-45.559W;1.22
552;48-02-11.510N;069-23-33.486W;0.91
553;48-02-11.503N;069-21-32.568W;-1.22
554;48-02-12.210N;069-21-13.617W;-1.52
555;48-02-12.626N;069-21-22.856W;-1.52
556;48-02-12.974N;069-22-55.707W;-0.61
557;48-02-12.848N;069-21-42.598W;-0.91
