;Lat (DMS);Long (DMS);Depth (m)
581;47-42-03.960N;070-00-06.480W;67.6
582;47-42-03.960N;070-00-06.120W;68.11
583;47-42-03.960N;070-00-05.760W;68.95
584;47-42-03.960N;070-00-05.400W;69.15
585;47-42-03.960N;070-00-05.040W;70.0
586;47-42-03.960N;070-00-04.680W;70.47
587;47-42-03.960N;070-00-04.320W;71.26
588;47-42-03.960N;070-00-03.960W;71.59
589;47-42-03.960N;070-00-03.600W;72.21
590;47-42-03.960N;070-00-03.240W;72.73
591;47-42-03.960N;070-00-02.880W;73.3
592;47-42-03.960N;070-00-02.520W;73.72
593;47-42-03.960N;070-00-02.160W;74.68
594;47-42-03.960N;070-00-01.800W;74.87
595;47-42-03.960N;070-00-01.440W;75.74
596;47-42-03.960N;070-00-01.080W;76.06
597;47-42-03.960N;070-00-00.720W;76.82
598;47-42-03.960N;070-00-00.360W;77.08
599;47-42-03.960N;070-00-00.000W;77.69
600;47-42-04.148N;070-00-19.109W;2.11
601;47-42-04.146N;070-00-18.821W;3.32
602;47-42-04.323N;070-00-18.532W;5.64
603;47-42-04.419N;070-00-18.171W;8.03
604;47-42-04.417N;070-00-17.812W;10.11
605;47-42-04.157N;070-00-17.430W;12.13
606;47-42-04.349N;070-00-17.069W;14.47
607;47-42-04.186N;070-00-16.710W;16.47
608;47-42-04.168N;070-00-16.375W;18.56
609;47-42-04.150N;070-00-15.943W;20.88
610;47-42-04.214N;070-00-15.607W;23.14
611;47-42-04.163N;070-00-15.176W;24.99
612;47-42-04.227N;070-00-14.887W;27.21
613;47-42-04.290N;070-00-14.575W;29.61
614;47-42-04.240N;070-00-14.192W;32.17
615;47-42-04.319N;070-00-13.855W;34.55
616;47-42-04.399N;070-00-13.470W;37.32
617;47-42-04.332N;070-00-13.135W;39.6
618;47-42-04.379N;070-00-12.751W;41.84
619;47-42-04.345N;070-00-12.416W;44.1
620;47-42-04.182N;070-00-12.057W;46.41
621;47-42-04.261N;070-00-11.649W;48.84
622;47-42-04.147N;070-00-11.338W;51.01
623;47-42-04.452N;070-00-10.880W;53.99
624;47-42-04.402N;070-00-10.616W;54.87
625;47-42-04.498N;070-00-10.184W;55.62
626;47-42-04.480N;070-00-09.896W;56.62
627;47-42-04.494N;070-00-09.440W;57.71
628;47-42-04.445N;070-00-09.153W;58.6
629;47-42-04.459N;070-00-08.697W;59.96
630;47-42-04.458N;070-00-08.409W;60.64
631;47-42-04.440N;070-00-08.050W;61.8
632;47-42-04.390N;070-00-07.738W;62.73
633;47-42-04.420N;070-00-07.306W;63.74
634;47-42-04.320N;070-00-06.840W;65.08
635;47-42-04.320N;070-00-06.480W;66.55
636;47-42-04.320N;070-00-06.120W;67.06
637;47-42-04.320N;070-00-05.760W;68.02
638;47-42-04.320N;070-00-05.400W;68.25
639;47-42-04.320N;070-00-05.040W;69.1
640;47-42-04.320N;070-00-04.680W;69.48
641;47-42-04.320N;070-00-04.320W;70.25
642;47-42-04.320N;070-00-03.960W;70.64
643;47-42-04.320N;070-00-03.600W;71.2
644;47-42-04.320N;070-00-03.240W;71.69
645;47-42-04.320N;070-00-02.880W;72.25
646;47-42-04.320N;070-00-02.520W;72.7
647;47-42-04.320N;070-00-02.160W;73.45
648;47-42-04.320N;070-00-01.800W;73.84
649;47-42-04.320N;070-00-01.440W;74.73
650;47-42-04.320N;070-00-01.080W;75.05
651;47-42-04.320N;070-00-00.720W;75.85
652;47-42-04.320N;070-00-00.360W;76.2
653;47-42-04.320N;070-00-00.000W;76.5
654;47-42-04.552N;070-00-19.010W;2.77
655;47-42-04.778N;070-00-18.863W;2.89
656;47-42-04.712N;070-00-18.504W;4.64
657;47-42-04.791N;070-00-18.096W;7.62
658;47-42-04.790N;070-00-17.784W;9.55
659;47-42-04.707N;070-00-17.377W;12.0
660;47-42-04.673N;070-00-17.090W;14.01
661;47-42-04.704N;070-00-16.706W;17.27
662;47-42-04.588N;070-00-16.251W;20.37
663;47-42-04.520N;070-00-15.364W;25.86
664;47-42-04.601N;070-00-15.267W;26.41
665;47-42-04.502N;070-00-14.933W;27.81
666;47-42-04.695N;070-00-14.571W;30.18
667;47-42-04.645N;070-00-14.188W;32.38
668;47-42-04.773N;070-00-13.851W;34.49
669;47-42-04.609N;070-00-13.492W;36.89
670;47-42-04.559N;070-00-13.109W;39.42
671;47-42-04.590N;070-00-12.773W;42.78
672;47-42-04.523N;070-00-12.318W;45.94
673;47-42-04.506N;070-00-12.030W;48.52
674;47-42-04.828N;070-00-11.692W;49.84
675;47-42-04.794N;070-00-11.212W;51.21
676;47-42-04.857N;070-00-10.876W;51.96
677;47-42-04.807N;070-00-10.492W;53.52
678;47-42-04.838N;070-00-10.204W;54.32
679;47-42-04.771N;070-00-09.797W;55.94
680;47-42-04.819N;070-00-09.533W;56.3
681;47-42-04.768N;070-00-09.078W;57.73
682;47-42-04.848N;070-00-08.765W;58.31
683;47-42-04.830N;070-00-08.406W;59.47
684;47-42-04.845N;070-00-08.094W;60.15
685;47-42-04.859N;070-00-07.662W;61.3
686;47-42-04.777N;070-00-07.279W;62.54
687;47-42-04.823N;070-00-06.871W;63.38
688;47-42-04.774N;070-00-06.631W;64.24
689;47-42-04.680N;070-00-06.120W;65.05
690;47-42-04.680N;070-00-05.760W;66.33
691;47-42-04.680N;070-00-05.400W;66.64
692;47-42-04.680N;070-00-05.040W;67.42
693;47-42-04.680N;070-00-04.680W;67.67
694;47-42-04.680N;070-00-04.320W;68.42
695;47-42-04.680N;070-00-03.960W;68.77
696;47-42-04.680N;070-00-03.600W;69.41
697;47-42-04.680N;070-00-03.240W;69.77
698;47-42-04.680N;070-00-02.880W;70.44
699;47-42-04.680N;070-00-02.520W;70.86
700;47-42-04.680N;070-00-02.160W;71.5
701;47-42-04.680N;070-00-01.800W;71.9
702;47-42-04.680N;070-00-01.440W;72.95
703;47-42-04.680N;070-00-01.080W;73.54
704;47-42-04.680N;070-00-00.720W;74.5
705;47-42-04.680N;070-00-00.360W;74.86
706;47-42-04.680N;070-00-00.000W;75.6
707;47-42-05.083N;070-00-21.117W;-2.1
708;47-42-04.891N;070-00-18.766W;2.92
709;47-42-04.890N;070-00-18.479W;4.44
710;47-42-04.888N;070-00-18.167W;6.97
711;47-42-04.951N;070-00-17.759W;9.7
712;47-42-04.982N;070-00-17.446W;11.4
713;47-42-04.867N;070-00-17.064W;14.01
714;47-42-04.882N;070-00-16.728W;16.67
715;47-42-05.059N;070-00-16.366W;20.06
716;47-42-05.089N;070-00-15.934W;23.12
717;47-42-05.152N;070-00-15.526W;25.54
718;47-42-05.183N;070-00-15.238W;27.17
719;47-42-04.971N;070-00-14.880W;28.71
720;47-42-04.889N;070-00-14.497W;30.58
721;47-42-04.920N;070-00-14.185W;32.34
722;47-42-04.870N;070-00-13.802W;34.83
723;47-42-04.965N;070-00-13.465W;38.38
724;47-42-04.931N;070-00-13.058W;42.49
725;47-42-05.172N;070-00-12.696W;45.1
726;47-42-05.171N;070-00-12.408W;45.87
727;47-42-05.218N;070-00-11.976W;46.08
728;47-42-05.216N;070-00-11.520W;46.99
729;47-42-05.182N;070-00-11.232W;48.58
730;47-42-05.181N;070-00-10.873W;50.07
731;47-42-05.115N;070-00-10.585W;51.49
732;47-42-05.178N;070-00-10.201W;52.57
733;47-42-05.176N;070-00-09.889W;53.73
734;47-42-05.207N;070-00-09.385W;55.34
735;47-42-05.190N;070-00-09.098W;56.27
736;47-42-05.187N;070-00-08.690W;57.33
737;47-42-05.170N;070-00-08.378W;58.17
738;47-42-05.185N;070-00-08.090W;58.78
739;47-42-05.215N;070-00-07.634W;60.05
740;47-42-05.213N;070-00-07.203W;61.15
741;47-42-05.148N;070-00-06.987W;61.92
742;47-42-05.146N;070-00-06.508W;63.25
743;47-42-05.040N;070-00-06.120W;64.23
744;47-42-05.040N;070-00-05.760W;64.81
745;47-42-05.040N;070-00-05.400W;65.09
746;47-42-05.040N;070-00-05.040W;65.96
747;47-42-05.040N;070-00-04.680W;66.44
748;47-42-05.040N;070-00-04.320W;67.15
749;47-42-05.040N;070-00-03.960W;67.55
750;47-42-05.040N;070-00-03.600W;68.0
751;47-42-05.040N;070-00-03.240W;68.18
752;47-42-05.040N;070-00-02.880W;69.04
753;47-42-05.040N;070-00-02.520W;69.59
754;47-42-05.040N;070-00-02.160W;70.18
755;47-42-05.040N;070-00-01.800W;70.61
756;47-42-05.040N;070-00-01.440W;71.58
757;47-42-05.040N;070-00-01.080W;72.12
758;47-42-05.040N;070-00-00.720W;73.54
759;47-42-05.040N;070-00-00.360W;73.79
760;47-42-05.040N;070-00-00.000W;74.77
761;47-42-05.279N;070-00-18.595W;4.73
762;47-42-05.294N;070-00-18.451W;5.89
763;47-42-05.309N;070-00-18.163W;7.68
764;47-42-05.275N;070-00-17.755W;10.4
765;47-42-05.355N;070-00-17.443W;12.86
766;47-42-05.272N;070-00-17.036W;15.18
767;47-42-05.336N;070-00-16.724W;18.09
768;47-42-05.253N;070-00-16.317W;20.99
769;47-42-05.446N;070-00-16.003W;23.55
770;47-42-05.234N;070-00-15.621W;25.27
771;47-42-05.475N;070-00-15.283W;27.54
772;47-42-05.295N;070-00-14.925W;28.83
773;47-42-05.391N;070-00-14.564W;31.38
774;47-42-05.308N;070-00-14.157W;34.16
775;47-42-05.404N;070-00-13.797W;37.43
776;47-42-05.338N;070-00-13.462W;40.78
777;47-42-05.578N;070-00-12.980W;41.11
778;47-42-05.561N;070-00-12.716W;41.06
779;47-42-05.543N;070-00-12.332W;41.77
780;47-42-05.526N;070-00-11.997W;42.76
781;47-42-05.540N;070-00-11.613W;43.87
782;47-42-05.490N;070-00-11.277W;45.77
783;47-42-05.505N;070-00-10.966W;47.38
784;47-42-05.519N;070-00-10.582W;48.81
785;47-42-05.550N;070-00-10.102W;50.9
786;47-42-05.532N;070-00-09.790W;52.32
787;47-42-05.482N;070-00-09.455W;53.83
788;47-42-05.578N;070-00-09.046W;54.93
789;47-42-05.511N;070-00-08.735W;55.88
790;47-42-05.575N;070-00-08.446W;56.54
791;47-42-05.525N;070-00-08.087W;57.53
792;47-42-05.475N;070-00-07.680W;58.82
793;47-42-05.489N;070-00-07.272W;59.86
794;47-42-05.552N;070-00-06.960W;60.24
795;47-42-05.502N;070-00-06.624W;61.15
796;47-42-05.549N;070-00-06.288W;61.88
797;47-42-05.400N;070-00-05.760W;63.11
798;47-42-05.400N;070-00-05.400W;63.98
799;47-42-05.400N;070-00-05.040W;64.74
800;47-42-05.400N;070-00-04.680W;65.24
801;47-42-05.400N;070-00-04.320W;65.84
802;47-42-05.400N;070-00-03.960W;66.12
803;47-42-05.400N;070-00-03.600W;66.84
804;47-42-05.400N;070-00-03.240W;67.21
805;47-42-05.400N;070-00-02.880W;67.23
806;47-42-05.400N;070-00-02.520W;68.02
807;47-42-05.400N;070-00-02.160W;68.77
808;47-42-05.400N;070-00-01.800W;69.45
809;47-42-05.400N;070-00-01.440W;70.66
810;47-42-05.400N;070-00-01.080W;71.22
811;47-42-05.400N;070-00-00.720W;72.31
812;47-42-05.400N;070-00-00.360W;73.2
813;47-42-05.400N;070-00-00.000W;74.04
814;47-42-05.586N;070-00-18.520W;6.33
815;47-42-05.617N;070-00-18.088W;10.04
816;47-42-05.648N;070-00-17.800W;12.1
817;47-42-05.646N;070-00-17.368W;15.12
818;47-42-05.645N;070-00-17.080W;16.94
819;47-42-05.627N;070-00-16.649W;19.62
820;47-42-05.674N;070-00-16.361W;21.6
821;47-42-05.640N;070-00-15.953W;24.16
822;47-42-05.736N;070-00-15.616W;26.35
823;47-42-05.669N;070-00-15.209W;28.48
824;47-42-05.668N;070-00-14.898W;30.65
825;47-42-05.585N;070-00-14.491W;33.15
826;47-42-05.939N;070-00-14.103W;34.98
827;47-42-05.889N;070-00-13.744W;36.41
828;47-42-05.937N;070-00-13.480W;35.92
829;47-42-05.870N;070-00-13.025W;37.08
830;47-42-05.917N;070-00-12.617W;37.32
831;47-42-05.899N;070-00-12.305W;38.2
832;47-42-05.914N;070-00-12.041W;38.93
833;47-42-05.847N;070-00-11.586W;41.31
834;47-42-05.879N;070-00-11.274W;42.14
835;47-42-05.910N;070-00-10.962W;43.29
836;47-42-05.892N;070-00-10.506W;45.79
837;47-42-05.874N;070-00-10.195W;47.68
838;47-42-05.856N;070-00-09.811W;50.24
839;47-42-05.871N;070-00-09.475W;51.77
840;47-42-05.886N;070-00-09.139W;53.29
841;47-42-05.868N;070-00-08.708W;54.67
842;47-42-05.931N;070-00-08.395W;55.16
843;47-42-05.913N;070-00-08.059W;56.24
844;47-42-05.928N;070-00-07.724W;56.97
845;47-42-05.813N;070-00-07.341W;58.22
846;47-42-05.908N;070-00-06.932W;58.95
847;47-42-05.858N;070-00-06.597W;59.82
848;47-42-05.808N;070-00-06.262W;60.33
849;47-42-05.791N;070-00-05.878W;61.38
850;47-42-05.760N;070-00-05.400W;62.69
851;47-42-05.760N;070-00-05.040W;63.4
852;47-42-05.760N;070-00-04.680W;63.59
853;47-42-05.760N;070-00-04.320W;64.68
854;47-42-05.760N;070-00-03.960W;65.12
855;47-42-05.760N;070-00-03.600W;65.55
856;47-42-05.760N;070-00-03.240W;66.15
857;47-42-05.760N;070-00-02.880W;66.82
858;47-42-05.760N;070-00-02.520W;66.78
859;47-42-05.760N;070-00-02.160W;67.83
860;47-42-05.760N;070-00-01.800W;68.22
861;47-42-05.760N;070-00-01.440W;69.75
862;47-42-05.760N;070-00-01.080W;70.44
863;47-42-05.760N;070-00-00.720W;71.76
864;47-42-05.760N;070-00-00.360W;72.51
865;47-42-05.760N;070-00-00.000W;73.77
866;47-42-05.974N;070-00-18.396W;8.35
867;47-42-06.184N;070-00-18.155W;10.76
868;47-42-06.020N;070-00-17.796W;13.47
869;47-42-06.018N;070-00-17.437W;16.46
870;47-42-06.292N;070-00-17.002W;19.63
871;47-42-06.290N;070-00-16.571W;22.12
872;47-42-06.257N;070-00-16.283W;23.57
873;47-42-06.207N;070-00-15.948W;25.27
874;47-42-06.205N;070-00-15.660W;27.03
875;47-42-06.268N;070-00-15.276W;28.29
876;47-42-06.282N;070-00-14.796W;28.61
877;47-42-06.280N;070-00-14.268W;30.8
878;47-42-06.247N;070-00-14.005W;31.57
879;47-42-06.294N;070-00-13.596W;31.94
880;47-42-06.244N;070-00-13.429W;32.77
881;47-42-06.259N;070-00-12.997W;33.54
882;47-42-06.241N;070-00-12.685W;34.24
883;47-42-06.288N;070-00-12.373W;34.76
884;47-42-06.206N;070-00-11.990W;36.59
885;47-42-06.220N;070-00-11.558W;38.12
886;47-42-06.299N;070-00-11.222W;39.06
887;47-42-06.233N;070-00-10.839W;41.54
888;47-42-06.297N;070-00-10.574W;42.92
889;47-42-06.214N;070-00-10.143W;46.02
890;47-42-06.293N;070-00-09.831W;47.94
891;47-42-06.195N;070-00-09.448W;50.38
892;47-42-06.209N;070-00-09.088W;51.87
893;47-42-06.208N;070-00-08.800W;52.75
894;47-42-06.255N;070-00-08.440W;53.59
895;47-42-06.270N;070-00-08.080W;54.51
896;47-42-06.268N;070-00-07.600W;55.66
897;47-42-06.299N;070-00-07.288W;56.2
898;47-42-06.265N;070-00-07.001W;57.03
899;47-42-06.295N;070-00-06.425W;58.2
900;47-42-06.197N;070-00-06.210W;58.76
901;47-42-06.276N;070-00-05.897W;59.51
902;47-42-06.209N;070-00-05.418W;60.89
903;47-42-06.289N;070-00-05.154W;60.76
904;47-42-06.120N;070-00-04.680W;62.89
905;47-42-06.120N;070-00-04.320W;62.75
906;47-42-06.120N;070-00-03.960W;62.77
907;47-42-06.120N;070-00-03.600W;63.43
908;47-42-06.120N;070-00-03.240W;63.85
909;47-42-06.120N;070-00-02.880W;64.51
910;47-42-06.120N;070-00-02.520W;65.3
911;47-42-06.120N;070-00-02.160W;66.78
912;47-42-06.120N;070-00-01.800W;67.57
913;47-42-06.120N;070-00-01.440W;69.22
914;47-42-06.120N;070-00-01.080W;70.08
915;47-42-06.120N;070-00-00.720W;71.53
916;47-42-06.120N;070-00-00.360W;72.02
917;47-42-06.120N;070-00-00.000W;73.71
918;47-42-06.475N;070-00-18.056W;10.3
919;47-42-06.587N;070-00-17.719W;11.84
920;47-42-06.650N;070-00-17.455W;12.83
921;47-42-06.584N;070-00-17.024W;16.44
922;47-42-06.599N;070-00-16.736W;18.01
923;47-42-06.645N;070-00-16.327W;19.6
924;47-42-06.627N;070-00-16.016W;21.08
925;47-42-06.657N;070-00-15.392W;23.14
926;47-42-06.657N;070-00-15.224W;23.88
927;47-42-06.623N;070-00-14.912W;25.37
928;47-42-06.604N;070-00-14.361W;27.44
929;47-42-06.588N;070-00-14.217W;28.02
930;47-42-06.650N;070-00-13.737W;28.92
931;47-42-06.584N;070-00-13.474W;30.06
932;47-42-06.615N;070-00-13.138W;30.75
933;47-42-06.646N;070-00-12.706W;31.52
934;47-42-06.579N;070-00-12.299W;33.13
935;47-42-06.578N;070-00-12.011W;34.2
936;47-42-06.625N;070-00-11.579W;35.87
937;47-42-06.656N;070-00-11.290W;37.51
938;47-42-06.590N;070-00-10.955W;39.85
939;47-42-06.653N;070-00-10.619W;41.93
940;47-42-06.651N;070-00-10.211W;44.33
941;47-42-06.585N;070-00-09.804W;46.76
942;47-42-06.567N;070-00-09.492W;48.05
943;47-42-06.630N;070-00-09.156W;49.37
944;47-42-06.612N;070-00-08.724W;51.03
945;47-42-06.579N;070-00-08.365W;52.1
946;47-42-06.658N;070-00-08.076W;52.54
947;47-42-06.591N;070-00-07.597W;54.0
948;47-42-06.639N;070-00-07.333W;54.42
949;47-42-06.653N;070-00-06.949W;55.37
950;47-42-06.587N;070-00-06.614W;56.55
951;47-42-06.601N;070-00-06.182W;57.54
952;47-42-06.584N;070-00-05.894W;58.22
953;47-42-06.582N;070-00-05.535W;59.02
954;47-42-06.646N;070-00-05.198W;59.17
955;47-42-06.612N;070-00-04.839W;59.74
956;47-42-06.610N;070-00-04.383W;60.07
957;47-42-06.480N;070-00-03.960W;61.25
958;47-42-06.480N;070-00-03.600W;62.01
959;47-42-06.480N;070-00-03.240W;62.76
960;47-42-06.480N;070-00-02.880W;63.23
961;47-42-06.480N;070-00-02.520W;65.23
962;47-42-06.480N;070-00-02.160W;65.62
963;47-42-06.480N;070-00-01.800W;67.46
964;47-42-06.480N;070-00-01.440W;68.97
965;47-42-06.480N;070-00-01.080W;70.47
966;47-42-06.480N;070-00-00.720W;72.17
967;47-42-06.480N;070-00-00.360W;72.97
968;47-42-06.480N;070-00-00.000W;74.57
969;47-42-06.684N;070-00-17.742W;10.36
970;47-42-06.925N;070-00-17.404W;11.41
971;47-42-06.956N;070-00-16.996W;13.53
972;47-42-06.987N;070-00-16.732W;14.76
973;47-42-06.937N;070-00-16.301W;17.09
974;47-42-07.000N;070-00-15.892W;18.22
975;47-42-06.982N;070-00-15.581W;19.44
976;47-42-06.948N;070-00-15.293W;21.06
977;47-42-07.011N;070-00-14.861W;22.42
978;47-42-06.978N;070-00-14.573W;23.94
979;47-42-06.992N;070-00-14.093W;25.7
980;47-42-06.942N;070-00-13.734W;27.1
981;47-42-06.973N;070-00-13.422W;27.68
982;47-42-07.004N;070-00-13.062W;28.49
983;47-42-06.970N;070-00-12.751W;29.41
984;47-42-06.952N;070-00-12.319W;30.99
985;47-42-06.951N;070-00-12.031W;32.06
986;47-42-06.900N;070-00-11.624W;34.56
987;47-42-06.964N;070-00-11.311W;36.56
988;47-42-06.832N;070-00-10.929W;39.36
989;47-42-06.960N;070-00-10.544W;41.47
990;47-42-06.959N;070-00-10.208W;43.39
991;47-42-06.941N;070-00-09.801W;45.38
992;47-42-06.907N;070-00-09.537W;46.58
993;47-42-06.954N;070-00-09.081W;47.69
994;47-42-07.018N;070-00-08.816W;48.59
995;47-42-06.967N;070-00-08.361W;50.09
996;47-42-06.998N;070-00-08.025W;50.96
997;47-42-06.932N;070-00-07.738W;52.08
998;47-42-06.979N;070-00-07.354W;52.75
999;47-42-06.945N;070-00-06.898W;53.92
1000;47-42-06.992N;070-00-06.658W;53.88
1001;47-42-06.941N;070-00-06.179W;55.5
1002;47-42-06.956N;070-00-05.891W;56.21
1003;47-42-06.955N;070-00-05.555W;56.84
1004;47-42-07.018N;070-00-05.123W;56.8
1005;47-42-07.016N;070-00-04.739W;57.21
1006;47-42-07.014N;070-00-04.211W;57.79
1007;47-42-06.840N;070-00-03.960W;59.68
1008;47-42-06.840N;070-00-03.600W;60.68
1009;47-42-06.840N;070-00-03.240W;61.57
1010;47-42-06.840N;070-00-02.880W;62.5
1011;47-42-06.840N;070-00-02.520W;63.86
1012;47-42-06.840N;070-00-02.160W;66.22
1013;47-42-06.840N;070-00-01.800W;67.46
1014;47-42-06.840N;070-00-01.440W;68.88
1015;47-42-06.840N;070-00-01.080W;70.76
1016;47-42-06.840N;070-00-00.720W;73.65
1017;47-42-06.840N;070-00-00.360W;74.07
1018;47-42-06.840N;070-00-00.000W;75.36
1019;47-42-07.070N;070-00-17.187W;11.46
1020;47-42-07.279N;070-00-16.825W;11.14
1021;47-42-07.294N;070-00-16.681W;11.9
1022;47-42-07.325N;070-00-16.321W;13.45
1023;47-42-07.372N;070-00-15.817W;14.55
1024;47-42-07.371N;070-00-15.649W;15.03
1025;47-42-07.337N;070-00-15.194W;17.37
1026;47-42-07.303N;070-00-14.906W;19.05
1027;47-42-07.350N;070-00-14.426W;20.44
1028;47-42-07.364N;070-00-14.138W;21.48
1029;47-42-07.347N;070-00-13.802W;22.91
1030;47-42-07.377N;070-00-13.346W;25.03
1031;47-42-07.327N;070-00-13.059W;26.65
1032;47-42-07.342N;070-00-12.747W;27.59
1033;47-42-07.324N;070-00-12.315W;29.08
1034;47-42-07.355N;070-00-12.027W;30.26
1035;47-42-07.338N;070-00-11.668W;32.62
1036;47-42-07.190N;070-00-11.333W;35.44
1037;47-42-07.350N;070-00-10.948W;37.42
1038;47-42-07.268N;070-00-10.613W;40.06
1039;47-42-07.348N;070-00-10.204W;41.88
1040;47-42-07.314N;070-00-09.869W;43.62
1041;47-42-07.344N;070-00-09.413W;45.06
1042;47-42-07.327N;070-00-09.125W;46.08
1043;47-42-07.373N;070-00-08.741W;46.61
1044;47-42-07.307N;070-00-08.430W;48.19
1045;47-42-07.354N;070-00-08.070W;48.7
1046;47-42-07.336N;070-00-07.710W;49.53
1047;47-42-07.318N;070-00-07.183W;50.65
1048;47-42-07.268N;070-00-06.895W;51.46
1049;47-42-07.332N;070-00-06.631W;51.51
1050;47-42-07.378N;070-00-06.079W;52.53
1051;47-42-07.329N;070-00-05.935W;53.21
1052;47-42-07.327N;070-00-05.576W;54.04
1053;47-42-07.325N;070-00-05.120W;54.64
1054;47-42-07.340N;070-00-04.784W;55.15
1055;47-42-07.355N;070-00-04.496W;55.81
1056;47-42-07.337N;070-00-04.040W;57.19
1057;47-42-07.287N;070-00-03.777W;58.35
1058;47-42-07.366N;070-00-03.297W;59.76
1059;47-42-07.300N;070-00-02.937W;61.36
1060;47-42-07.200N;070-00-02.520W;63.0
1061;47-42-07.200N;070-00-02.160W;65.91
1062;47-42-07.200N;070-00-01.800W;67.17
1063;47-42-07.200N;070-00-01.440W;69.59
1064;47-42-07.200N;070-00-01.080W;70.34
1065;47-42-07.200N;070-00-00.720W;73.46
1066;47-42-07.200N;070-00-00.360W;74.55
1067;47-42-07.200N;070-00-00.000W;76.22
1068;47-42-07.456N;070-00-16.512W;10.72
1069;47-42-07.648N;070-00-16.126W;10.11
1070;47-42-07.680N;070-00-15.982W;10.75
1071;47-42-07.646N;070-00-15.526W;12.86
1072;47-42-07.725N;070-00-15.166W;13.4
1073;47-42-07.691N;070-00-14.878W;14.83
1074;47-42-07.738N;070-00-14.470W;15.98
1075;47-42-07.656N;070-00-14.135W;18.54
1076;47-42-07.671N;070-00-13.847W;20.04
1077;47-42-07.734N;070-00-13.391W;20.61
1078;47-42-07.700N;070-00-13.079W;23.39
1079;47-42-07.699N;070-00-12.768W;25.34
1080;47-42-07.729N;070-00-12.384W;26.65
1081;47-42-07.582N;070-00-12.049W;28.85
1082;47-42-07.726N;070-00-11.664W;30.07
1083;47-42-07.708N;070-00-11.208W;33.25
1084;47-42-07.626N;070-00-10.897W;36.09
1085;47-42-07.641N;070-00-10.609W;38.19
1086;47-42-07.639N;070-00-10.250W;39.97
1087;47-42-07.734N;070-00-09.769W;41.72
1088;47-42-07.652N;070-00-09.506W;43.19
1089;47-42-07.731N;070-00-09.026W;44.16
1090;47-42-07.729N;070-00-08.642W;44.94
1091;47-42-07.695N;070-00-08.234W;45.99
1092;47-42-07.662N;070-00-08.091W;46.48
1093;47-42-07.660N;070-00-07.635W;47.29
1094;47-42-07.692N;070-00-07.347W;47.34
1095;47-42-07.689N;070-00-06.939W;48.43
1096;47-42-07.656N;070-00-06.628W;49.25
1097;47-42-07.702N;070-00-06.196W;50.04
1098;47-42-07.701N;070-00-05.884W;50.73
1099;47-42-07.716N;070-00-05.548W;51.36
1100;47-42-07.713N;070-00-04.924W;52.6
1101;47-42-07.729N;070-00-04.780W;52.54
1102;47-42-07.598N;070-00-04.350W;55.18
1103;47-42-07.644N;070-00-04.013W;56.42
1104;47-42-07.643N;070-00-03.774W;57.45
1105;47-42-07.642N;070-00-03.414W;58.72
1106;47-42-07.673N;070-00-03.054W;60.54
1107;47-42-07.639N;070-00-02.694W;62.24
1108;47-42-07.718N;070-00-02.214W;64.75
1109;47-42-07.560N;070-00-01.800W;67.06
1110;47-42-07.560N;070-00-01.440W;69.6
1111;47-42-07.560N;070-00-01.080W;71.18
1112;47-42-07.560N;070-00-00.720W;73.66
1113;47-42-07.560N;070-00-00.360W;74.24
1114;47-42-07.560N;070-00-00.000W;75.63
1115;47-42-07.873N;070-00-15.788W;9.94
1116;47-42-08.050N;070-00-15.475W;9.66
1117;47-42-08.097N;070-00-15.066W;10.73
1118;47-42-08.080N;070-00-14.923W;11.38
1119;47-42-08.030N;070-00-14.491W;13.45
1120;47-42-08.029N;070-00-14.204W;14.86
1121;47-42-08.059N;070-00-13.796W;17.2
1122;47-42-07.896N;070-00-13.485W;19.64
1123;47-42-08.089N;070-00-13.100W;21.65
1124;47-42-08.087N;070-00-12.740W;23.31
1125;47-42-08.037N;070-00-12.309W;25.26
1126;47-42-08.052N;070-00-12.021W;26.48
1127;47-42-08.098N;070-00-11.636W;28.51
1128;47-42-08.097N;070-00-11.301W;30.34
1129;47-42-07.950N;070-00-10.966W;33.58
1130;47-42-08.061N;070-00-10.557W;35.89
1131;47-42-08.076N;070-00-10.126W;38.45
1132;47-42-08.026N;070-00-09.838W;39.98
1133;47-42-08.041N;070-00-09.502W;40.82
1134;47-42-08.072N;070-00-09.166W;41.22
1135;47-42-08.069N;070-00-08.615W;42.31
1136;47-42-08.036N;070-00-08.447W;42.76
1137;47-42-08.066N;070-00-07.967W;43.11
1138;47-42-08.081N;070-00-07.583W;43.44
1139;47-42-08.079N;070-00-07.223W;44.55
1140;47-42-08.062N;070-00-06.912W;45.52
1141;47-42-08.076N;070-00-06.552W;46.13
1142;47-42-08.091N;070-00-06.072W;47.46
1143;47-42-08.057N;070-00-05.928W;48.16
1144;47-42-08.088N;070-00-05.496W;49.02
1145;47-42-08.053N;070-00-04.993W;47.15
1146;47-42-08.037N;070-00-04.849W;46.92
1147;47-42-08.035N;070-00-04.418W;51.8
1148;47-42-08.017N;070-00-04.082W;54.13
1149;47-42-07.983N;070-00-03.746W;56.15
1150;47-42-07.949N;070-00-03.411W;58.39
1151;47-42-07.899N;070-00-03.004W;60.49
1152;47-42-07.817N;070-00-02.693W;62.48
1153;47-42-07.815N;070-00-02.237W;64.73
1154;47-42-07.943N;070-00-01.924W;66.88
1155;47-42-08.038N;070-00-01.371W;69.91
