;Lat (DMS);Long (DMS);Depth (m)
98;47-42-00.720N;070-00-05.040W;81.86
99;47-42-00.720N;070-00-04.680W;82.04
100;47-42-00.720N;070-00-04.320W;82.13
101;47-42-00.720N;070-00-03.960W;82.24
102;47-42-00.720N;070-00-03.600W;82.32
103;47-42-00.720N;070-00-03.240W;82.38
104;47-42-00.720N;070-00-02.880W;82.42
105;47-42-00.720N;070-00-02.520W;82.45
106;47-42-00.720N;070-00-02.160W;82.29
107;47-42-00.720N;070-00-01.800W;82.3
108;47-42-00.720N;070-00-01.440W;82.23
109;47-42-00.720N;070-00-01.080W;82.24
110;47-42-00.720N;070-00-00.720W;82.4
111;47-42-00.720N;070-00-00.360W;82.4
112;47-42-00.720N;070-00-00.000W;82.63
113;47-42-01.218N;070-00-19.377W;3.8
114;47-42-01.234N;070-00-19.209W;4.63
115;47-42-01.200N;070-00-18.897W;7.22
116;47-42-01.231N;070-00-18.489W;9.38
117;47-42-01.116N;070-00-18.179W;11.55
118;47-42-01.244N;070-00-17.770W;12.93
119;47-42-01.145N;070-00-17.459W;15.33
120;47-42-01.192N;070-00-17.027W;18.14
121;47-42-01.175N;070-00-16.739W;20.22
122;47-42-01.254N;070-00-16.307W;22.6
123;47-42-01.171N;070-00-15.995W;25.0
124;47-42-01.169N;070-00-15.540W;27.55
125;47-42-01.233N;070-00-15.275W;28.87
126;47-42-01.247N;070-00-14.867W;31.18
127;47-42-01.181N;070-00-14.484W;33.47
128;47-42-01.131N;070-00-14.197W;35.4
129;47-42-00.967N;070-00-13.743W;38.81
130;47-42-00.918N;070-00-13.480W;41.35
131;47-42-00.980N;070-00-12.999W;45.36
132;47-42-00.931N;070-00-12.736W;47.2
133;47-42-00.977N;070-00-12.304W;50.63
134;47-42-00.992N;070-00-12.016W;52.98
135;47-42-00.909N;070-00-11.609W;55.68
136;47-42-00.957N;070-00-11.297W;57.69
137;47-42-01.003N;070-00-10.864W;60.3
138;47-42-00.954N;070-00-10.577W;62.02
139;47-42-00.903N;070-00-10.146W;64.12
140;47-42-01.031N;070-00-09.857W;65.51
141;47-42-01.192N;070-00-09.472W;67.23
142;47-42-01.206N;070-00-09.136W;68.83
143;47-42-01.080N;070-00-08.640W;71.53
144;47-42-01.080N;070-00-08.280W;74.35
145;47-42-01.080N;070-00-07.920W;75.0
146;47-42-01.080N;070-00-07.560W;78.06
147;47-42-01.080N;070-00-07.200W;78.25
148;47-42-01.080N;070-00-06.840W;79.3
149;47-42-01.080N;070-00-06.480W;79.64
150;47-42-01.080N;070-00-06.120W;79.95
151;47-42-01.080N;070-00-05.760W;80.22
152;47-42-01.080N;070-00-05.400W;80.62
153;47-42-01.080N;070-00-05.040W;80.78
154;47-42-01.080N;070-00-04.680W;81.0
155;47-42-01.080N;070-00-04.320W;81.13
156;47-42-01.080N;070-00-03.960W;81.37
157;47-42-01.080N;070-00-03.600W;81.47
158;47-42-01.080N;070-00-03.240W;81.7
159;47-42-01.080N;070-00-02.880W;81.82
160;47-42-01.080N;070-00-02.520W;81.95
161;47-42-01.080N;070-00-02.160W;82.04
162;47-42-01.080N;070-00-01.800W;82.03
163;47-42-01.080N;070-00-01.440W;82.03
164;47-42-01.080N;070-00-01.080W;82.06
165;47-42-01.080N;070-00-00.720W;82.0
166;47-42-01.080N;070-00-00.360W;82.23
167;47-42-01.080N;070-00-00.000W;82.37
168;47-42-01.490N;070-00-23.049W;-2.4
169;47-42-01.315N;070-00-19.304W;3.66
170;47-42-01.573N;070-00-19.086W;3.36
171;47-42-01.556N;070-00-18.798W;5.13
172;47-42-01.619N;070-00-18.462W;6.81
173;47-42-01.602N;070-00-18.150W;8.65
174;47-42-01.551N;070-00-17.767W;10.94
175;47-42-01.550N;070-00-17.455W;12.72
176;47-42-01.581N;070-00-17.023W;15.61
177;47-42-01.563N;070-00-16.735W;17.68
178;47-42-01.594N;070-00-16.303W;21.11
179;47-42-01.463N;070-00-16.017W;23.62
180;47-42-01.607N;070-00-15.608W;25.84
181;47-42-01.330N;070-00-15.298W;28.4
182;47-42-01.539N;070-00-14.937W;30.18
183;47-42-01.278N;070-00-14.555W;32.96
184;47-42-01.471N;070-00-14.218W;36.11
185;47-42-01.324N;070-00-13.835W;40.14
186;47-42-01.419N;070-00-13.451W;44.51
187;47-42-01.369N;070-00-13.115W;46.91
188;47-42-01.270N;070-00-12.637W;49.95
189;47-42-01.383N;070-00-12.420W;51.83
190;47-42-01.543N;070-00-12.059W;54.68
191;47-42-01.363N;070-00-11.676W;56.57
192;47-42-01.329N;070-00-11.269W;58.85
193;47-42-01.279N;070-00-10.886W;60.94
194;47-42-01.407N;070-00-10.501W;62.87
195;47-42-01.276N;070-00-10.238W;63.99
196;47-42-01.355N;070-00-09.878W;64.93
197;47-42-01.289N;070-00-09.519W;67.07
198;47-42-01.368N;070-00-09.038W;69.11
199;47-42-01.440N;070-00-08.640W;71.07
200;47-42-01.440N;070-00-08.280W;73.35
201;47-42-01.440N;070-00-07.920W;73.95
202;47-42-01.440N;070-00-07.560W;75.67
203;47-42-01.440N;070-00-07.200W;76.35
204;47-42-01.440N;070-00-06.840W;77.23
205;47-42-01.440N;070-00-06.480W;77.56
206;47-42-01.440N;070-00-06.120W;78.23
207;47-42-01.440N;070-00-05.760W;78.51
208;47-42-01.440N;070-00-05.400W;79.0
209;47-42-01.440N;070-00-05.040W;79.28
210;47-42-01.440N;070-00-04.680W;79.48
211;47-42-01.440N;070-00-04.320W;79.69
212;47-42-01.440N;070-00-03.960W;79.96
213;47-42-01.440N;070-00-03.600W;80.11
214;47-42-01.440N;070-00-03.240W;80.44
215;47-42-01.440N;070-00-02.880W;80.64
216;47-42-01.440N;070-00-02.520W;80.95
217;47-42-01.440N;070-00-02.160W;81.16
218;47-42-01.440N;070-00-01.800W;81.46
219;47-42-01.440N;070-00-01.440W;81.6
220;47-42-01.440N;070-00-01.080W;81.62
221;47-42-01.440N;070-00-00.720W;81.61
222;47-42-01.440N;070-00-00.360W;81.83
223;47-42-01.440N;070-00-00.000W;81.95
224;47-42-01.864N;070-00-18.939W;2.86
225;47-42-01.912N;070-00-18.795W;3.27
226;47-42-01.943N;070-00-18.483W;4.06
227;47-42-01.893N;070-00-18.051W;6.87
228;47-42-01.924N;070-00-17.763W;8.26
229;47-42-01.955N;070-00-17.331W;11.36
230;47-42-01.905N;070-00-17.092W;13.73
231;47-42-01.887N;070-00-16.684W;17.1
232;47-42-01.788N;070-00-16.349W;20.14
233;47-42-01.657N;070-00-16.015W;23.01
234;47-42-01.850N;070-00-15.629W;25.37
235;47-42-01.848N;070-00-15.270W;28.03
236;47-42-01.733N;070-00-14.863W;30.94
237;47-42-01.699N;070-00-14.575W;33.55
238;47-42-01.763N;070-00-14.191W;37.72
239;47-42-01.891N;070-00-13.830W;41.49
240;47-42-01.695N;070-00-13.496W;44.52
241;47-42-01.871N;070-00-13.135W;47.81
242;47-42-01.837N;070-00-12.775W;50.42
243;47-42-01.690N;070-00-12.321W;53.19
244;47-42-01.770N;070-00-12.056W;55.15
245;47-42-01.703N;070-00-11.625W;58.09
246;47-42-01.750N;070-00-11.337W;59.72
247;47-42-01.748N;070-00-10.881W;61.97
248;47-42-01.650N;070-00-10.546W;63.17
249;47-42-01.681N;070-00-10.234W;64.84
250;47-42-01.711N;070-00-09.850W;66.08
251;47-42-01.742N;070-00-09.466W;67.36
252;47-42-01.854N;070-00-09.105W;68.66
253;47-42-01.800N;070-00-08.640W;70.34
254;47-42-01.800N;070-00-08.280W;71.89
255;47-42-01.800N;070-00-07.920W;72.69
256;47-42-01.800N;070-00-07.560W;74.12
257;47-42-01.800N;070-00-07.200W;74.58
258;47-42-01.800N;070-00-06.840W;75.61
259;47-42-01.800N;070-00-06.480W;76.17
260;47-42-01.800N;070-00-06.120W;76.89
261;47-42-01.800N;070-00-05.760W;77.18
262;47-42-01.800N;070-00-05.400W;77.78
263;47-42-01.800N;070-00-05.040W;77.98
264;47-42-01.800N;070-00-04.680W;78.39
265;47-42-01.800N;070-00-04.320W;78.53
266;47-42-01.800N;070-00-03.960W;79.01
267;47-42-01.800N;070-00-03.600W;79.21
268;47-42-01.800N;070-00-03.240W;79.67
269;47-42-01.800N;070-00-02.880W;79.85
270;47-42-01.800N;070-00-02.520W;80.26
271;47-42-01.800N;070-00-02.160W;80.53
272;47-42-01.800N;070-00-01.800W;80.82
273;47-42-01.800N;070-00-01.440W;81.0
274;47-42-01.800N;070-00-01.080W;81.26
275;47-42-01.800N;070-00-00.720W;81.37
276;47-42-01.800N;070-00-00.360W;81.73
277;47-42-01.800N;070-00-00.000W;81.74
278;47-42-02.318N;070-00-18.983W;2.35
279;47-42-02.333N;070-00-18.839W;2.54
280;47-42-02.251N;070-00-18.480W;3.08
281;47-42-02.298N;070-00-18.095W;3.89
282;47-42-02.329N;070-00-17.783W;5.64
283;47-42-02.149N;070-00-17.449W;9.63
284;47-42-02.325N;070-00-16.992W;11.76
285;47-42-02.292N;070-00-16.728W;15.43
286;47-42-02.209N;070-00-16.345W;18.85
287;47-42-02.143N;070-00-15.986W;22.06
288;47-42-02.190N;070-00-15.650W;24.88
289;47-42-02.269N;070-00-15.266W;28.24
290;47-42-02.105N;070-00-14.931W;31.49
291;47-42-02.234N;070-00-14.570W;34.83
292;47-42-02.232N;070-00-14.187W;38.4
293;47-42-02.117N;070-00-13.828W;41.55
294;47-42-02.326N;070-00-13.466W;44.42
295;47-42-02.179N;070-00-13.132W;47.47
296;47-42-02.274N;070-00-12.747W;50.25
297;47-42-02.241N;070-00-12.412W;52.75
298;47-42-02.045N;070-00-12.054W;55.77
299;47-42-02.302N;070-00-11.692W;57.95
300;47-42-02.284N;070-00-11.284W;60.34
301;47-42-02.186N;070-00-10.901W;62.51
302;47-42-02.152N;070-00-10.614W;63.91
303;47-42-02.021N;070-00-10.207W;65.25
304;47-42-02.003N;070-00-09.872W;66.42
305;47-42-02.163N;070-00-09.486W;67.61
306;47-42-02.146N;070-00-09.175W;67.98
307;47-42-02.337N;070-00-08.525W;69.22
308;47-42-02.320N;070-00-08.381W;69.63
309;47-42-02.160N;070-00-07.920W;71.44
310;47-42-02.160N;070-00-07.560W;72.83
311;47-42-02.160N;070-00-07.200W;73.21
312;47-42-02.160N;070-00-06.840W;74.39
313;47-42-02.160N;070-00-06.480W;74.85
314;47-42-02.160N;070-00-06.120W;75.59
315;47-42-02.160N;070-00-05.760W;76.1
316;47-42-02.160N;070-00-05.400W;76.5
317;47-42-02.160N;070-00-05.040W;76.72
318;47-42-02.160N;070-00-04.680W;77.3
319;47-42-02.160N;070-00-04.320W;77.6
320;47-42-02.160N;070-00-03.960W;78.11
321;47-42-02.160N;070-00-03.600W;78.31
322;47-42-02.160N;070-00-03.240W;78.75
323;47-42-02.160N;070-00-02.880W;78.95
324;47-42-02.160N;070-00-02.520W;79.39
325;47-42-02.160N;070-00-02.160W;79.66
326;47-42-02.160N;070-00-01.800W;80.08
327;47-42-02.160N;070-00-01.440W;80.29
328;47-42-02.160N;070-00-01.080W;80.67
329;47-42-02.160N;070-00-00.720W;80.84
330;47-42-02.160N;070-00-00.360W;81.17
331;47-42-02.160N;070-00-00.000W;81.36
332;47-42-02.690N;070-00-19.099W;1.92
333;47-42-02.673N;070-00-18.811W;2.21
334;47-42-02.639N;070-00-18.524W;2.53
335;47-42-02.589N;070-00-18.093W;3.07
336;47-42-02.636N;070-00-17.780W;3.74
337;47-42-02.635N;070-00-17.445W;6.72
338;47-42-02.649N;070-00-17.085W;10.72
339;47-42-02.567N;070-00-16.678W;15.65
340;47-42-02.436N;070-00-16.343W;18.56
341;47-42-02.531N;070-00-15.983W;21.64
342;47-42-02.546N;070-00-15.647W;24.71
343;47-42-02.447N;070-00-15.216W;28.82
344;47-42-02.397N;070-00-14.905W;32.04
345;47-42-02.687N;070-00-14.542W;34.57
346;47-42-02.669N;070-00-14.158W;37.68
347;47-42-02.635N;070-00-13.847W;40.36
348;47-42-02.666N;070-00-13.439W;43.13
349;47-42-02.584N;070-00-13.104W;45.7
350;47-42-02.647N;070-00-12.696W;48.98
351;47-42-02.678N;070-00-12.408W;51.31
352;47-42-02.660N;070-00-12.024W;54.04
353;47-42-02.674N;070-00-11.640W;56.25
354;47-42-02.673N;070-00-11.208W;58.35
355;47-42-02.558N;070-00-10.970W;60.47
356;47-42-02.654N;070-00-10.561W;62.08
357;47-42-02.620N;070-00-10.225W;64.08
358;47-42-02.570N;070-00-09.866W;65.39
359;47-42-02.665N;070-00-09.482W;66.48
360;47-42-02.647N;070-00-09.050W;67.22
361;47-42-02.694N;070-00-08.690W;67.38
362;47-42-02.644N;070-00-08.330W;68.29
363;47-42-02.675N;070-00-08.090W;68.99
364;47-42-02.520N;070-00-07.560W;71.42
365;47-42-02.520N;070-00-07.200W;71.88
366;47-42-02.520N;070-00-06.840W;72.87
367;47-42-02.520N;070-00-06.480W;73.09
368;47-42-02.520N;070-00-06.120W;74.24
369;47-42-02.520N;070-00-05.760W;74.61
370;47-42-02.520N;070-00-05.400W;75.23
371;47-42-02.520N;070-00-05.040W;75.52
372;47-42-02.520N;070-00-04.680W;76.06
373;47-42-02.520N;070-00-04.320W;76.42
374;47-42-02.520N;070-00-03.960W;76.95
375;47-42-02.520N;070-00-03.600W;77.11
376;47-42-02.520N;070-00-03.240W;77.79
377;47-42-02.520N;070-00-02.880W;78.05
378;47-42-02.520N;070-00-02.520W;78.56
379;47-42-02.520N;070-00-02.160W;78.8
380;47-42-02.520N;070-00-01.800W;79.27
381;47-42-02.520N;070-00-01.440W;79.53
382;47-42-02.520N;070-00-01.080W;79.99
383;47-42-02.520N;070-00-00.720W;80.23
384;47-42-02.520N;070-00-00.360W;80.66
385;47-42-02.520N;070-00-00.000W;80.86
386;47-42-02.982N;070-00-19.120W;1.58
387;47-42-03.013N;070-00-18.832W;1.69
388;47-42-02.719N;070-00-18.307W;2.44
389;47-42-03.010N;070-00-18.161W;2.59
390;47-42-02.831N;070-00-17.779W;3.29
391;47-42-03.040N;070-00-17.441W;6.66
392;47-42-02.957N;070-00-17.058W;11.01
393;47-42-03.036N;070-00-16.625W;15.7
394;47-42-02.711N;070-00-16.317W;18.8
395;47-42-03.049N;070-00-15.978W;21.45
396;47-42-03.031N;070-00-15.570W;24.89
397;47-42-03.030N;070-00-15.282W;27.29
398;47-42-03.044N;070-00-14.826W;29.87
399;47-42-03.027N;070-00-14.443W;33.13
400;47-42-03.042N;070-00-14.155W;35.32
401;47-42-02.992N;070-00-13.844W;38.37
402;47-42-03.055N;070-00-13.459W;41.32
403;47-42-03.037N;070-00-13.052W;44.57
404;47-42-02.841N;070-00-12.766W;47.82
405;47-42-03.001N;070-00-12.380W;49.66
406;47-42-02.968N;070-00-12.021W;52.07
407;47-42-02.998N;070-00-11.637W;53.97
408;47-42-02.996N;070-00-11.205W;56.28
409;47-42-03.060N;070-00-10.869W;57.81
410;47-42-02.994N;070-00-10.582W;59.99
411;47-42-03.056N;070-00-10.125W;61.82
412;47-42-03.039N;070-00-09.766W;63.55
413;47-42-02.989N;070-00-09.430W;64.95
414;47-42-03.051N;070-00-08.974W;65.18
415;47-42-02.953N;070-00-08.687W;66.27
416;47-42-03.000N;070-00-08.375W;66.88
417;47-42-03.031N;070-00-08.087W;67.37
418;47-42-02.880N;070-00-07.560W;69.7
419;47-42-02.880N;070-00-07.200W;70.33
420;47-42-02.880N;070-00-06.840W;71.45
421;47-42-02.880N;070-00-06.480W;71.91
422;47-42-02.880N;070-00-06.120W;72.8
423;47-42-02.880N;070-00-05.760W;73.38
424;47-42-02.880N;070-00-05.400W;74.17
425;47-42-02.880N;070-00-05.040W;74.42
426;47-42-02.880N;070-00-04.680W;75.08
427;47-42-02.880N;070-00-04.320W;75.15
428;47-42-02.880N;070-00-03.960W;75.21
429;47-42-02.880N;070-00-03.600W;75.8
430;47-42-02.880N;070-00-03.240W;76.31
431;47-42-02.880N;070-00-02.880W;76.61
432;47-42-02.880N;070-00-02.520W;77.19
433;47-42-02.880N;070-00-02.160W;77.52
434;47-42-02.880N;070-00-01.800W;77.91
435;47-42-02.880N;070-00-01.440W;78.35
436;47-42-02.880N;070-00-01.080W;78.71
437;47-42-02.880N;070-00-00.720W;79.12
438;47-42-02.880N;070-00-00.360W;79.72
439;47-42-02.880N;070-00-00.000W;79.82
440;47-42-03.306N;070-00-19.141W;1.13
441;47-42-03.353N;070-00-18.853W;1.29
442;47-42-03.155N;070-00-17.919W;2.39
443;47-42-03.138N;070-00-17.776W;3.2
444;47-42-03.169N;070-00-17.392W;7.27
445;47-42-03.329N;070-00-17.078W;10.07
446;47-42-03.327N;070-00-16.671W;13.87
447;47-42-03.358N;070-00-16.215W;17.69
448;47-42-03.356N;070-00-15.927W;19.86
449;47-42-03.404N;070-00-15.615W;21.32
450;47-42-03.418N;070-00-15.183W;24.3
451;47-42-03.320N;070-00-14.920W;27.26
452;47-42-03.302N;070-00-14.536W;30.82
453;47-42-03.301N;070-00-14.176W;34.23
454;47-42-03.412N;070-00-13.768W;37.49
455;47-42-03.152N;070-00-13.482W;40.87
456;47-42-03.393N;070-00-13.096W;43.03
457;47-42-03.262N;070-00-12.762W;45.87
458;47-42-03.325N;070-00-12.329W;48.27
459;47-42-03.388N;070-00-12.017W;49.76
460;47-42-03.290N;070-00-11.682W;52.04
461;47-42-03.369N;070-00-11.226W;54.24
462;47-42-03.351N;070-00-10.914W;56.13
463;47-42-03.415N;070-00-10.578W;57.16
464;47-42-03.299N;070-00-10.123W;60.29
465;47-42-03.363N;070-00-09.835W;61.44
466;47-42-03.409N;070-00-09.355W;62.58
467;47-42-03.392N;070-00-09.067W;63.39
468;47-42-03.374N;070-00-08.755W;64.23
469;47-42-03.259N;070-00-08.373W;65.67
470;47-42-03.371N;070-00-08.012W;65.82
471;47-42-03.354N;070-00-07.700W;66.63
472;47-42-03.240N;070-00-07.200W;68.86
473;47-42-03.240N;070-00-06.840W;68.81
474;47-42-03.240N;070-00-06.480W;69.91
475;47-42-03.240N;070-00-06.120W;70.48
476;47-42-03.240N;070-00-05.760W;71.48
477;47-42-03.240N;070-00-05.400W;71.84
478;47-42-03.240N;070-00-05.040W;72.64
479;47-42-03.240N;070-00-04.680W;72.83
480;47-42-03.240N;070-00-04.320W;73.43
481;47-42-03.240N;070-00-03.960W;73.83
482;47-42-03.240N;070-00-03.600W;74.57
483;47-42-03.240N;070-00-03.240W;74.86
484;47-42-03.240N;070-00-02.880W;75.51
485;47-42-03.240N;070-00-02.520W;76.4
486;47-42-03.240N;070-00-02.160W;76.57
487;47-42-03.240N;070-00-01.800W;77.24
488;47-42-03.240N;070-00-01.440W;77.34
489;47-42-03.240N;070-00-01.080W;77.96
490;47-42-03.240N;070-00-00.720W;78.23
491;47-42-03.240N;070-00-00.360W;78.78
492;47-42-03.240N;070-00-00.000W;79.05
493;47-42-03.468N;070-00-19.116W;0.97
494;47-42-03.645N;070-00-18.850W;1.27
495;47-42-03.446N;070-00-17.893W;4.47
496;47-42-03.429N;070-00-17.749W;5.5
497;47-42-03.460N;070-00-17.317W;8.74
498;47-42-03.426N;070-00-17.053W;10.19
499;47-42-03.457N;070-00-16.621W;13.64
500;47-42-03.472N;070-00-16.333W;15.66
501;47-42-03.568N;070-00-15.997W;18.39
502;47-42-03.598N;070-00-15.589W;20.51
503;47-42-03.694N;070-00-15.276W;23.26
504;47-42-03.531N;070-00-14.918W;26.63
505;47-42-03.496N;070-00-14.510W;30.35
506;47-42-03.657N;070-00-14.197W;32.96
507;47-42-03.769N;070-00-13.788W;36.15
508;47-42-03.524N;070-00-13.479W;39.36
509;47-42-03.684N;070-00-13.070W;41.78
510;47-42-03.602N;070-00-12.687W;44.29
511;47-42-03.778N;070-00-12.301W;45.61
512;47-42-03.744N;070-00-11.966W;48.24
513;47-42-03.759N;070-00-11.678W;49.83
514;47-42-03.693N;070-00-11.247W;52.57
515;47-42-03.724N;070-00-10.935W;54.09
516;47-42-03.722N;070-00-10.527W;56.13
517;47-42-03.624N;070-00-10.240W;58.17
518;47-42-03.719N;070-00-09.807W;59.89
519;47-42-03.750N;070-00-09.495W;60.75
520;47-42-03.748N;070-00-09.063W;61.78
521;47-42-03.714N;070-00-08.776W;62.29
522;47-42-03.664N;070-00-08.441W;63.24
523;47-42-03.760N;070-00-08.008W;64.21
524;47-42-03.742N;070-00-07.720W;65.09
525;47-42-03.600N;070-00-07.200W;66.94
526;47-42-03.600N;070-00-06.840W;67.59
527;47-42-03.600N;070-00-06.480W;68.59
528;47-42-03.600N;070-00-06.120W;69.11
529;47-42-03.600N;070-00-05.760W;70.3
530;47-42-03.600N;070-00-05.400W;70.78
531;47-42-03.600N;070-00-05.040W;71.31
532;47-42-03.600N;070-00-04.680W;71.72
533;47-42-03.600N;070-00-04.320W;72.33
534;47-42-03.600N;070-00-03.960W;72.61
535;47-42-03.600N;070-00-03.600W;73.45
536;47-42-03.600N;070-00-03.240W;73.87
537;47-42-03.600N;070-00-02.880W;74.48
538;47-42-03.600N;070-00-02.520W;74.99
539;47-42-03.600N;070-00-02.160W;75.65
540;47-42-03.600N;070-00-01.800W;75.98
541;47-42-03.600N;070-00-01.440W;76.68
542;47-42-03.600N;070-00-01.080W;76.84
543;47-42-03.600N;070-00-00.720W;77.46
544;47-42-03.600N;070-00-00.360W;77.76
545;47-42-03.600N;070-00-00.000W;78.41
546;47-42-03.792N;070-00-19.113W;1.31
547;47-42-03.855N;070-00-18.824W;2.0
548;47-42-03.870N;070-00-18.512W;3.95
549;47-42-04.095N;070-00-18.150W;7.63
550;47-42-03.818N;070-00-17.745W;8.76
551;47-42-03.817N;070-00-17.457W;10.56
552;47-42-03.831N;070-00-17.026W;13.52
553;47-42-03.781N;070-00-16.642W;16.13
554;47-42-03.925N;070-00-16.377W;18.36
555;47-42-03.859N;070-00-15.970W;19.94
556;47-42-03.792N;070-00-15.539W;21.54
557;47-42-03.791N;070-00-15.251W;23.76
558;47-42-03.822N;070-00-14.891W;26.81
559;47-42-03.885N;070-00-14.579W;29.57
560;47-42-03.851N;070-00-14.195W;32.53
561;47-42-04.060N;070-00-13.833W;34.93
562;47-42-04.091N;070-00-13.425W;37.88
563;47-42-04.041N;070-00-13.114W;40.27
564;47-42-04.056N;070-00-12.754W;42.28
565;47-42-04.135N;070-00-12.322W;44.92
566;47-42-04.069N;070-00-12.035W;46.69
567;47-42-04.050N;070-00-11.579W;49.45
568;47-42-03.920N;070-00-11.292W;51.3
569;47-42-04.129N;070-00-10.979W;53.26
570;47-42-04.014N;070-00-10.620W;55.28
571;47-42-04.093N;070-00-10.259W;57.28
572;47-42-04.140N;070-00-09.803W;58.13
573;47-42-04.139N;070-00-09.515W;58.76
574;47-42-04.104N;070-00-09.012W;60.29
575;47-42-04.119N;070-00-08.700W;60.99
576;47-42-04.004N;070-00-08.413W;62.18
577;47-42-04.035N;070-00-07.981W;63.3
578;47-42-04.065N;070-00-07.621W;64.04
579;47-42-04.080N;070-00-07.309W;64.88
580;47-42-03.960N;070-00-06.840W;66.32
