;Lat (DMS);Long (DMS);Depth (m)
66;47-37-27.280N;069-47-10.861W;-1.5
67;47-37-27.426N;069-47-31.762W;-1.2
68;47-37-27.450N;069-47-01.244W;-1.8
69;47-37-27.813N;069-47-52.809W;-1.2
70;47-37-28.360N;069-47-43.656W;-1.2
71;47-37-28.328N;069-46-52.469W;-2.1
72;47-37-29.049N;069-46-42.484W;-2.4
73;47-37-29.700N;069-47-24.782W;-1.5
74;47-37-30.485N;069-47-37.248W;-1.2
75;47-37-30.540N;069-47-15.204W;-1.8
76;47-37-30.413N;069-47-05.397W;-1.8
77;47-37-30.542N;069-46-55.405W;-2.1
78;47-37-31.170N;069-47-57.012W;-0.9
79;47-37-31.525N;069-47-47.713W;-0.9
80;47-37-31.639N;069-46-46.472W;-2.1
81;47-37-32.144N;069-47-28.111W;-1.2
82;47-37-32.809N;069-46-58.663W;-1.8
83;47-37-33.240N;069-47-09.448W;-1.5
84;47-37-33.703N;069-47-19.618W;-1.5
85;47-37-34.495N;069-47-52.053W;-0.9
86;47-37-34.377N;069-47-41.029W;-0.9
87;47-37-34.828N;069-47-31.946W;-1.2
88;47-37-34.622N;069-46-50.145W;-1.8
89;47-37-35.094N;069-47-01.439W;-1.8
90;47-37-36.264N;069-47-13.000W;-1.5
91;47-37-35.993N;069-46-40.974W;-1.8
92;47-37-36.912N;069-47-45.433W;-0.6
93;47-37-36.818N;069-47-23.960W;-1.5
94;47-37-37.195N;069-47-04.353W;-1.5
95;47-37-37.267N;069-46-54.055W;-1.8
96;47-37-38.046N;069-47-56.186W;-0.6
97;47-37-37.752N;069-47-35.926W;-0.9
98;47-37-38.423N;069-46-44.317W;-1.5
99;47-37-39.090N;069-47-17.194W;-1.2
100;47-37-39.482N;069-46-57.231W;-1.8
101;47-37-40.030N;069-47-28.303W;-1.5
102;47-37-39.974N;069-47-08.332W;-1.8
103;47-37-40.479N;069-47-40.263W;-0.9
104;47-37-41.122N;069-46-48.065W;-1.5
105;47-37-41.421N;069-47-51.013W;-0.6
106;47-37-41.583N;069-47-20.524W;-1.2
107;47-37-41.645N;069-46-59.924W;-1.8
108;47-37-42.221N;069-47-12.231W;-1.5
109;47-37-42.758N;069-47-32.567W;-1.2
110;47-37-43.800N;069-47-03.504W;-1.5
111;47-37-43.569N;069-46-40.926W;-1.5
112;47-37-43.983N;069-47-44.467W;-0.6
113;47-37-44.144N;069-46-52.464W;-1.5
114;47-37-44.360N;069-47-24.861W;-1.2
115;47-37-44.771N;069-47-14.417W;-1.5
116;47-37-45.510N;069-46-44.018W;-1.5
117;47-37-45.638N;069-46-33.136W;-2.1
118;47-37-45.776N;069-47-36.978W;-0.9
119;47-37-46.263N;069-47-57.386W;-0.3
120;47-37-46.034N;069-47-06.562W;-1.5
121;47-37-46.617N;069-47-48.372W;-0.6
122;47-37-46.894N;069-46-56.940W;-1.2
123;47-37-47.236N;069-47-28.841W;-1.2
124;47-37-47.500N;069-47-18.537W;-1.5
125;47-37-47.674N;069-46-46.470W;-1.5
126;47-37-48.338N;069-46-36.884W;-1.8
127;47-37-48.986N;069-47-41.537W;-0.9
128;47-37-49.101N;069-47-10.974W;-1.2
129;47-37-49.703N;069-47-01.012W;-1.2
130;47-37-50.071N;069-47-52.576W;-0.3
131;47-37-50.252N;069-47-33.396W;-0.9
132;47-37-50.203N;069-46-51.184W;-1.2
133;47-37-50.374N;069-47-22.804W;-1.2
134;47-37-51.413N;069-46-41.526W;-1.8
135;47-37-52.068N;069-47-15.671W;-1.2
136;47-37-52.201N;069-47-45.451W;-0.6
137;47-37-52.528N;069-47-05.085W;-1.2
138;47-37-52.943N;069-47-58.542W;-0.0
139;47-37-52.995N;069-47-36.873W;-0.6
140;47-37-53.016N;069-47-26.924W;-1.2
141;47-37-53.172N;069-46-55.421W;-1.2
142;47-37-52.992N;069-46-33.809W;-2.1
143;47-37-54.056N;069-46-45.597W;-1.8
144;47-37-54.315N;069-46-23.508W;-2.1
145;47-37-54.926N;069-47-09.558W;-1.2
146;47-37-55.367N;069-46-37.150W;-1.8
147;47-37-55.568N;069-47-49.654W;-0.3
148;47-37-55.485N;069-47-19.731W;-0.9
149;47-37-56.019N;069-47-40.498W;-0.3
150;47-37-56.034N;069-47-31.264W;-0.9
151;47-37-55.765N;069-46-59.249W;-1.2
152;47-37-56.643N;069-46-49.828W;-1.2
153;47-37-56.470N;069-46-27.168W;-1.8
154;47-37-57.584N;069-46-39.682W;-1.8
155;47-37-57.980N;069-47-54.316W;-0.0
156;47-37-57.952N;069-47-12.682W;-0.9
157;47-37-58.464N;069-47-44.524W;-0.0
158;47-37-58.407N;069-47-23.927W;-0.6
159;47-37-58.359N;069-46-29.937W;-1.8
160;47-37-58.842N;069-47-03.567W;-0.9
161;47-37-59.104N;069-47-35.176W;-0.6
162;47-37-59.664N;069-46-54.469W;-0.9
163;47-38-00.384N;069-46-44.723W;-1.5
164;47-38-00.099N;069-46-22.465W;-2.1
165;47-38-00.680N;069-47-17.089W;-0.6
166;47-38-01.343N;069-47-58.416W;0.3
167;47-38-01.423N;069-47-28.697W;-0.6
168;47-38-01.277N;069-47-07.649W;-0.9
169;47-38-01.434N;069-46-34.579W;-1.5
170;47-38-01.979N;069-47-39.156W;-0.6
171;47-38-02.247N;069-47-50.104W;-0.0
172;47-38-02.255N;069-46-58.619W;-0.6
173;47-38-02.689N;069-46-26.373W;-1.8
174;47-38-03.242N;069-46-49.281W;-1.5
175;47-38-03.459N;069-47-20.997W;-0.6
176;47-38-04.349N;069-47-11.275W;-0.3
177;47-38-04.074N;069-46-39.133W;-1.5
178;47-38-04.274N;069-46-17.527W;-2.1
179;47-38-04.394N;069-47-32.894W;-0.3
180;47-38-04.948N;069-47-53.354W;-0.0
181;47-38-04.897N;069-47-02.771W;-0.6
182;47-38-05.240N;069-47-43.429W;-0.3
183;47-38-05.275N;069-46-30.846W;-1.5
184;47-38-06.157N;069-46-53.356W;-1.2
185;47-38-06.291N;069-47-24.404W;-0.6
186;47-38-06.648N;069-47-14.602W;-0.3
187;47-38-06.717N;069-46-43.124W;-1.5
188;47-38-06.973N;069-46-21.437W;-1.8
189;47-38-07.807N;069-47-56.998W;0.6
190;47-38-07.901N;069-47-47.865W;-0.0
191;47-38-07.801N;069-47-36.882W;-0.3
192;47-38-07.975N;069-46-34.515W;-1.5
193;47-38-08.297N;069-47-06.967W;-0.3
194;47-38-08.418N;069-47-17.635W;-0.9
195;47-38-08.854N;069-46-57.992W;-0.9
196;47-38-08.806N;069-46-24.367W;-1.5
197;47-38-09.518N;069-46-48.084W;-0.9
198;47-38-09.930N;069-47-29.827W;-0.6
199;47-38-10.094N;069-47-20.094W;-0.3
200;47-38-10.172N;069-46-15.839W;-2.4
201;47-38-10.748N;069-47-51.531W;0.3
202;47-38-10.555N;069-47-10.838W;-0.0
203;47-38-10.722N;069-46-39.313W;-1.5
204;47-38-10.931N;069-47-42.905W;-0.0
205;47-38-11.333N;069-47-02.142W;-0.9
206;47-38-11.878N;069-46-29.573W;-1.5
207;47-38-12.492N;069-47-23.280W;-0.3
208;47-38-12.335N;069-46-52.239W;-0.6
209;47-38-12.744N;069-46-07.813W;-2.4
210;47-38-13.140N;069-47-34.458W;-0.3
211;47-38-13.150N;069-46-20.399W;-1.8
212;47-38-13.574N;069-47-55.654W;0.3
213;47-38-13.613N;069-47-15.417W;-0.0
214;47-38-13.429N;069-46-43.627W;-1.2
215;47-38-14.113N;069-47-05.694W;-0.3
216;47-38-14.805N;069-47-28.552W;-0.0
217;47-38-14.472N;069-46-34.450W;-1.5
218;47-38-14.974N;069-46-56.794W;-0.6
219;47-38-15.519N;069-46-24.788W;-1.8
220;47-38-15.633N;069-46-48.095W;-0.6
221;47-38-16.015N;069-47-38.582W;-0.3
222;47-38-16.080N;069-47-18.880W;-0.0
223;47-38-15.981N;069-46-12.699W;-1.8
224;47-38-16.660N;069-47-50.189W;0.3
225;47-38-17.277N;069-47-09.822W;-0.3
226;47-38-17.006N;069-46-38.519W;-1.2
227;47-38-17.457N;069-47-31.385W;-0.0
228;47-38-18.109N;069-47-01.033W;-0.3
229;47-38-18.109N;069-46-28.536W;-1.5
230;47-38-18.728N;069-46-17.658W;-1.8
231;47-38-18.646N;069-46-05.400W;-2.4
232;47-38-19.074N;069-47-23.022W;0.3
233;47-38-18.820N;069-46-52.335W;-0.6
234;47-38-19.682N;069-47-54.030W;0.6
235;47-38-19.656N;069-47-43.792W;0.3
236;47-38-20.151N;069-47-14.089W;-0.3
237;47-38-20.081N;069-46-43.242W;-0.6
238;47-38-20.101N;069-46-07.921W;-2.1
239;47-38-20.584N;069-47-35.573W;0.3
240;47-38-21.081N;069-47-05.584W;-0.3
241;47-38-21.124N;069-46-34.064W;-1.2
242;47-38-21.563N;069-47-26.854W;0.3
243;47-38-21.965N;069-47-18.184W;-0.0
244;47-38-21.897N;069-46-56.736W;-0.3
245;47-38-21.801N;069-46-22.623W;-1.5
246;47-38-22.575N;069-47-48.489W;0.3
247;47-38-22.889N;069-47-58.523W;0.6
248;47-38-22.907N;069-46-12.156W;-1.8
249;47-38-23.458N;069-47-39.769W;0.3
250;47-38-23.230N;069-47-10.440W;-0.0
251;47-38-23.377N;069-46-47.485W;-0.3
252;47-38-23.305N;069-46-01.516W;-2.4
253;47-38-24.037N;069-46-38.462W;-1.2
254;47-38-24.594N;069-47-01.211W;-0.3
255;47-38-24.763N;069-46-27.828W;-1.2
256;47-38-25.212N;069-47-51.966W;0.3
257;47-38-25.151N;069-47-31.058W;0.6
258;47-38-25.466N;069-47-22.259W;0.3
259;47-38-25.528N;069-46-51.710W;-0.3
260;47-38-25.541N;069-46-17.598W;-1.5
261;47-38-25.841N;069-46-05.425W;-1.8
262;47-38-26.042N;069-47-43.817W;0.3
263;47-38-26.044N;069-47-14.188W;-0.0
264;47-38-26.461N;069-46-42.773W;-0.6
265;47-38-26.811N;069-47-05.388W;-0.0
266;47-38-27.274N;069-47-55.122W;0.3
267;47-38-27.356N;069-47-35.366W;0.6
268;47-38-27.459N;069-46-32.223W;-0.9
269;47-38-27.832N;069-46-09.083W;-1.8
270;47-38-28.289N;069-47-26.590W;0.3
271;47-38-28.345N;069-46-22.074W;-1.2
272;47-38-28.393N;069-45-58.688W;-2.4
273;47-38-28.765N;069-46-56.516W;-0.3
274;47-38-29.015N;069-47-47.649W;0.6
275;47-38-29.058N;069-47-17.811W;0.3
276;47-38-29.425N;069-46-47.736W;-0.6
277;47-38-29.838N;069-47-39.032W;0.6
278;47-38-29.824N;069-47-09.436W;0.3
279;47-38-29.666N;069-46-12.013W;-1.5
280;47-38-30.184N;069-47-59.110W;0.3
281;47-38-30.094N;069-46-37.424W;-0.6
282;47-38-30.591N;069-47-00.097W;-0.0
283;47-38-30.878N;069-47-30.500W;0.3
284;47-38-30.710N;069-46-02.674W;-1.8
285;47-38-31.591N;069-47-21.962W;0.3
286;47-38-31.470N;069-46-27.363W;-1.2
287;47-38-31.876N;069-45-51.319W;-2.4
288;47-38-32.624N;069-47-53.752W;0.3
289;47-38-32.576N;069-47-13.347W;0.3
290;47-38-32.560N;069-46-51.573W;-0.3
291;47-38-32.789N;069-46-17.624W;-1.2
292;47-38-32.970N;069-47-43.193W;0.6
293;47-38-32.900N;069-46-41.659W;-0.6
294;47-38-33.409N;069-47-34.812W;0.3
295;47-38-33.512N;069-47-04.087W;0.3
296;47-38-33.617N;069-46-07.959W;-1.5
297;47-38-34.109N;069-46-32.080W;-0.9
298;47-38-34.883N;069-47-26.608W;0.3
299;47-38-34.741N;069-46-55.951W;-0.0
300;47-38-34.787N;069-45-56.201W;-1.8
301;47-38-35.016N;069-47-46.853W;0.6
302;47-38-35.651N;069-47-17.991W;0.3
303;47-38-35.592N;069-46-22.344W;-1.2
304;47-38-35.756N;069-47-57.994W;0.3
305;47-38-35.818N;069-46-45.331W;-0.3
306;47-38-36.162N;069-47-38.645W;0.3
307;47-38-36.202N;069-46-12.594W;-1.5
308;47-38-36.641N;069-47-08.892W;0.3
309;47-38-36.797N;069-47-49.300W;0.3
310;47-38-36.862N;069-46-36.072W;-0.6
311;47-38-36.824N;069-45-47.603W;-2.4
312;47-38-37.634N;069-47-30.844W;0.3
313;47-38-37.734N;069-47-00.440W;0.3
314;47-38-37.694N;069-46-01.405W;-1.8
315;47-38-37.906N;069-46-26.732W;-0.9
316;47-38-38.239N;069-47-22.143W;0.6
317;47-38-38.309N;069-46-50.752W;-0.0
318;47-38-38.859N;069-47-42.798W;0.3
319;47-38-38.897N;069-46-17.150W;-1.2
320;47-38-39.122N;069-45-51.748W;-1.8
321;47-38-39.497N;069-47-13.532W;0.3
322;47-38-39.885N;069-47-54.462W;-0.0
323;47-38-39.896N;069-47-34.749W;0.6
324;47-38-40.151N;069-46-41.202W;-0.3
325;47-38-40.248N;069-45-40.798W;-2.7
326;47-38-40.538N;069-47-04.838W;0.3
327;47-38-40.389N;069-46-06.042W;-1.5
328;47-38-40.768N;069-47-26.858W;0.6
329;47-38-41.030N;069-46-32.182W;-0.6
330;47-38-41.392N;069-47-46.950W;0.3
331;47-38-41.268N;069-46-55.111W;-0.0
332;47-38-41.328N;069-45-56.055W;-1.8
333;47-38-41.709N;069-46-45.559W;-0.0
334;47-38-41.639N;069-46-22.674W;-0.9
335;47-38-41.923N;069-47-17.440W;0.6
336;47-38-42.676N;069-47-58.708W;0.3
337;47-38-42.775N;069-45-45.915W;-1.8
338;47-38-43.015N;069-47-09.149W;0.3
339;47-38-43.408N;069-47-39.077W;0.6
340;47-38-43.616N;069-46-12.380W;-1.2
341;47-38-44.087N;069-47-51.266W;0.3
342;47-38-44.281N;069-47-31.025W;0.9
343;47-38-44.111N;069-47-00.076W;-0.0
344;47-38-44.051N;069-46-36.743W;-0.3
345;47-38-44.491N;069-47-47.965W;0.9
346;47-38-44.606N;069-46-27.315W;-0.6
347;47-38-44.448N;069-46-02.149W;-1.5
348;47-38-44.996N;069-47-22.245W;0.9
349;47-38-44.846N;069-46-50.849W;-0.0
350;47-38-44.797N;069-45-36.912W;-2.7
351;47-38-45.392N;069-45-51.356W;-1.8
352;47-38-45.938N;069-47-43.632W;0.9
353;47-38-45.871N;069-46-17.413W;-0.6
354;47-38-46.143N;069-47-13.954W;0.3
355;47-38-46.395N;069-46-41.908W;-0.0
356;47-38-46.653N;069-47-34.932W;0.9
357;47-38-47.112N;069-47-55.102W;0.3
358;47-38-47.137N;069-47-04.210W;0.3
359;47-38-47.085N;069-46-07.189W;-1.5
360;47-38-47.162N;069-45-42.027W;-2.1
361;47-38-47.802N;069-47-26.320W;0.9
362;47-38-47.682N;069-46-31.716W;-0.3
363;47-38-48.040N;069-47-47.131W;0.9
364;47-38-47.952N;069-46-55.542W;-0.0
365;47-38-48.461N;069-45-57.046W;-1.8
366;47-38-48.678N;069-47-17.864W;0.6
367;47-38-48.729N;069-46-21.972W;-0.6
368;47-38-49.025N;069-47-38.678W;0.9
369;47-38-49.045N;069-46-46.109W;-0.0
370;47-38-49.769N;069-47-59.239W;0.6
371;47-38-49.949N;069-47-54.742W;0.9
372;47-38-49.862N;069-47-43.691W;0.9
373;47-38-49.832N;069-47-08.526W;0.3
374;47-38-49.853N;069-46-36.955W;-0.0
375;47-38-49.898N;069-46-11.989W;-0.9
376;47-38-49.747N;069-45-46.662W;-1.8
377;47-38-50.173N;069-47-30.226W;0.9
378;47-38-50.769N;069-46-59.103W;0.3
379;47-38-51.021N;069-45-35.309W;-2.1
380;47-38-51.227N;069-47-51.293W;0.9
381;47-38-51.214N;069-47-21.612W;0.6
382;47-38-51.326N;069-46-26.527W;-0.6
383;47-38-51.384N;069-46-01.687W;-1.5
384;47-38-51.886N;069-47-13.221W;-0.0
385;47-38-52.047N;069-47-42.998W;0.9
386;47-38-52.148N;069-46-49.929W;0.3
387;47-38-52.557N;069-47-48.087W;0.9
388;47-38-52.547N;069-46-41.974W;-0.0
389;47-38-52.383N;069-45-50.893W;-1.8
390;47-38-52.968N;069-46-17.357W;-0.6
391;47-38-53.207N;069-47-34.305W;0.6
392;47-38-53.204N;069-47-03.172W;0.6
393;47-38-53.768N;069-47-55.688W;0.9
394;47-38-53.769N;069-45-40.107W;-1.8
395;47-38-54.246N;069-47-26.013W;0.6
396;47-38-54.344N;069-46-07.295W;-1.2
397;47-38-54.702N;069-47-46.749W;0.9
398;47-38-54.786N;069-46-54.809W;0.3
399;47-38-54.887N;069-46-31.903W;-0.3
400;47-38-55.125N;069-45-56.499W;-1.8
401;47-38-55.468N;069-47-38.372W;0.9
402;47-38-55.396N;069-47-17.320W;0.6
403;47-38-55.592N;069-47-51.925W;1.2
404;47-38-55.507N;069-46-46.223W;-0.0
405;47-38-55.659N;069-46-22.397W;-0.6
406;47-38-56.061N;069-47-07.732W;0.6
407;47-38-56.255N;069-47-58.468W;0.9
408;47-38-56.840N;069-46-36.892W;-0.0
409;47-38-56.779N;069-45-46.522W;-1.5
410;47-38-57.106N;069-47-30.089W;0.6
411;47-38-56.979N;069-46-12.496W;-0.6
412;47-38-57.806N;069-46-59.692W;0.3
413;47-38-58.223N;069-47-42.044W;0.9
414;47-38-58.200N;069-47-21.637W;0.6
415;47-38-58.354N;069-46-26.873W;-0.6
416;47-38-58.084N;069-46-02.269W;-1.5
417;47-38-58.436N;069-47-11.074W;0.6
418;47-38-58.631N;069-46-50.429W;0.3
419;47-38-58.940N;069-47-56.412W;0.9
420;47-38-59.357N;069-45-51.237W;-1.5
421;47-38-59.722N;069-47-14.501W;-0.0
422;47-38-59.510N;069-46-17.131W;-0.6
423;47-38-59.757N;069-45-24.707W;-2.4
424;47-38-59.833N;069-46-41.805W;-0.0
425;47-39-00.499N;069-47-04.411W;0.3
426;47-39-00.676N;069-47-34.096W;0.9
427;47-39-00.732N;069-47-25.869W;0.6
428;47-39-00.830N;069-46-07.229W;-0.9
429;47-39-01.135N;069-47-57.769W;-0.0
430;47-39-01.555N;069-47-17.251W;0.6
431;47-39-01.431N;069-46-55.391W;0.6
432;47-39-01.589N;069-46-32.164W;-0.3
433;47-39-01.835N;069-47-47.745W;0.6
434;47-39-02.306N;069-46-22.818W;-0.6
435;47-39-02.175N;069-45-29.905W;-2.4
436;47-39-02.585N;069-45-17.408W;-2.7
437;47-39-02.869N;069-47-08.399W;0.6
438;47-39-03.020N;069-46-46.139W;0.3
439;47-39-02.753N;069-45-56.852W;-1.5
440;47-39-03.410N;069-46-12.590W;-0.6
441;47-39-03.426N;069-47-38.331W;0.6
442;47-39-03.588N;069-47-30.671W;0.6
443;47-39-03.720N;069-46-36.623W;-0.0
444;47-39-03.593N;069-45-46.219W;-2.1
445;47-39-03.987N;069-47-51.811W;0.6
446;47-39-04.292N;069-46-59.627W;0.6
447;47-39-04.488N;069-45-34.616W;-2.4
448;47-39-04.844N;069-47-22.382W;0.6
449;47-39-05.220N;069-46-02.857W;-0.9
450;47-39-05.442N;069-46-50.612W;0.6
451;47-39-05.431N;069-46-28.026W;-0.3
452;47-39-05.276N;069-45-22.609W;-2.4
453;47-39-05.618N;069-47-44.496W;0.6
454;47-39-06.020N;069-47-41.517W;1.2
455;47-39-06.049N;069-47-29.418W;0.6
456;47-39-06.104N;069-47-13.609W;0.3
457;47-39-06.394N;069-47-34.666W;0.6
458;47-39-06.372N;069-46-17.958W;-0.6
459;47-39-06.327N;069-45-52.145W;-1.8
460;47-39-06.900N;069-47-56.130W;0.6
461;47-39-06.757N;069-46-41.516W;0.3
462;47-39-06.701N;069-45-39.488W;-2.4
463;47-39-07.041N;069-47-04.106W;0.6
464;47-39-07.435N;069-47-26.052W;0.6
465;47-39-07.653N;069-45-27.322W;-2.4
466;47-39-08.075N;069-46-07.819W;-0.6
467;47-39-08.348N;069-46-32.022W;-0.3
468;47-39-08.763N;069-47-38.897W;0.6
469;47-39-08.481N;069-47-32.439W;0.9
470;47-39-08.678N;069-46-55.661W;0.3
471;47-39-09.128N;069-47-49.147W;0.6
472;47-39-09.151N;069-47-45.840W;1.2
473;47-39-08.851N;069-47-18.330W;0.6
474;47-39-09.172N;069-46-23.000W;-0.6
475;47-39-09.284N;069-45-58.238W;-1.5
476;47-39-09.446N;069-45-44.690W;-2.1
477;47-39-09.307N;069-45-16.295W;-2.4
478;47-39-09.807N;069-47-29.879W;0.6
479;47-39-09.845N;069-47-08.503W;0.6
480;47-39-09.610N;069-46-46.802W;0.3
481;47-39-10.374N;069-47-58.119W;0.9
482;47-39-10.405N;069-46-37.082W;-0.0
483;47-39-10.395N;069-45-33.008W;-2.4
484;47-39-10.928N;069-46-13.104W;-0.3
485;47-39-11.069N;069-47-36.432W;0.9
486;47-39-11.064N;069-47-21.509W;0.6
487;47-39-11.316N;069-47-00.540W;0.3
488;47-39-11.687N;069-45-49.239W;-2.1
489;47-39-11.402N;069-45-20.842W;-2.4
490;47-39-11.394N;069-45-05.516W;-3.0
491;47-39-12.256N;069-47-53.873W;0.6
492;47-39-12.122N;069-47-49.757W;0.9
493;47-39-12.164N;069-47-43.627W;0.6
494;47-39-12.325N;069-47-12.493W;0.6
495;47-39-12.305N;069-46-51.198W;0.6
496;47-39-12.356N;069-46-27.645W;-0.3
497;47-39-12.193N;069-46-03.362W;-1.2
498;47-39-12.988N;069-47-34.767W;0.6
499;47-39-12.816N;069-45-37.883W;-2.1
500;47-39-13.457N;069-46-42.180W;0.3
501;47-39-13.446N;069-45-24.986W;-2.4
502;47-39-13.757N;069-47-26.147W;0.9
503;47-39-13.525N;069-47-04.284W;0.6
504;47-39-13.562N;069-46-18.548W;-0.3
505;47-39-13.758N;069-45-10.713W;-2.4
506;47-39-14.146N;069-47-40.753W;0.9
507;47-39-14.126N;069-46-33.110W;-0.0
508;47-39-14.216N;069-45-54.196W;-1.8
509;47-39-14.642N;069-47-47.859W;0.9
510;47-39-14.748N;069-47-16.724W;0.6
511;47-39-14.779N;069-46-56.075W;0.6
512;47-39-14.771N;069-46-08.966W;-0.9
513;47-39-15.168N;069-47-58.354W;0.9
514;47-39-15.252N;069-47-54.161W;0.9
515;47-39-15.231N;069-45-43.484W;-2.1
516;47-39-15.900N;069-47-39.328W;0.6
517;47-39-15.702N;069-45-29.939W;-2.4
518;47-39-16.179N;069-47-30.459W;0.6
519;47-39-16.321N;069-46-45.773W;0.6
520;47-39-16.133N;069-46-23.623W;-0.0
521;47-39-16.120N;069-45-16.232W;-2.4
522;47-39-16.651N;069-47-09.493W;0.6
523;47-39-16.637N;069-45-58.911W;-1.8
524;47-39-16.906N;069-47-51.443W;0.6
525;47-39-16.870N;069-46-37.170W;-0.0
526;47-39-17.280N;069-47-44.753W;1.2
527;47-39-17.192N;069-46-13.680W;-0.9
528;47-39-17.493N;069-47-21.767W;0.6
529;47-39-17.741N;069-47-01.523W;0.6
530;47-39-17.950N;069-47-58.073W;1.2
531;47-39-17.924N;069-45-48.363W;-1.8
532;47-39-17.853N;069-45-34.487W;-2.1
533;47-39-18.416N;069-45-06.908W;-2.7
534;47-39-18.853N;069-46-52.214W;-0.0
535;47-39-18.864N;069-45-21.676W;-2.4
536;47-39-18.930N;069-47-34.615W;0.6
537;47-39-18.949N;069-46-27.985W;0.3
538;47-39-19.396N;069-47-14.535W;0.9
539;47-39-19.272N;069-46-04.192W;-1.5
540;47-39-20.246N;069-47-57.141W;0.9
541;47-39-20.110N;069-47-05.753W;0.6
542;47-39-19.994N;069-46-18.401W;-0.6
543;47-39-20.320N;069-45-54.124W;-1.8
544;47-39-20.002N;069-45-39.117W;-1.8
545;47-39-20.376N;069-46-42.606W;0.9
546;47-39-20.402N;069-45-11.534W;-2.7
547;47-39-20.837N;069-47-26.899W;0.9
548;47-39-20.789N;069-45-27.270W;-2.4
549;47-39-21.407N;069-47-39.089W;1.2
550;47-39-21.498N;069-47-49.416W;1.2
551;47-39-21.528N;069-46-33.428W;0.3
552;47-39-21.635N;069-46-09.471W;-1.2
553;47-39-21.927N;069-47-18.929W;0.9
554;47-39-21.914N;069-46-56.827W;1.2
555;47-39-22.423N;069-45-43.830W;-1.8
556;47-39-22.388N;069-45-16.161W;-2.7
557;47-39-22.697N;069-47-10.068W;0.6
558;47-39-22.795N;069-46-47.563W;0.9
559;47-39-22.794N;069-45-59.162W;-1.2
560;47-39-22.699N;069-45-02.048W;-2.7
561;47-39-23.084N;069-47-40.808W;1.2
562;47-39-23.421N;069-47-31.455W;1.2
563;47-39-23.390N;069-46-23.936W;-0.3
