;Lat (DMS);Long (DMS);Depth (m)
564;47-39-23.812N;069-47-53.807W;2.1
565;47-39-23.644N;069-45-32.313W;-2.1
566;47-39-24.159N;069-47-42.922W;0.3
567;47-39-24.111N;069-46-14.105W;-0.9
568;47-39-24.245N;069-45-48.456W;-1.8
569;47-39-24.552N;069-47-01.786W;1.2
570;47-39-24.492N;069-46-38.311W;0.9
571;47-39-24.590N;069-45-21.194W;-2.7
572;47-39-24.890N;069-47-23.895W;1.2
573;47-39-25.226N;069-45-07.409W;-2.7
574;47-39-25.703N;069-46-52.688W;0.9
575;47-39-25.485N;069-46-04.284W;-0.9
576;47-39-26.061N;069-47-35.933W;0.9
577;47-39-26.007N;069-45-37.591W;-1.8
578;47-39-26.459N;069-47-57.155W;2.4
579;47-39-26.143N;069-47-16.089W;1.2
580;47-39-26.421N;069-46-18.979W;-0.6
581;47-39-26.535N;069-47-46.104W;1.5
582;47-39-26.701N;069-45-53.492W;-1.2
583;47-39-27.156N;069-47-27.398W;1.2
584;47-39-27.074N;069-46-43.432W;0.6
585;47-39-26.901N;069-45-26.068W;-2.4
586;47-39-27.191N;069-47-06.344W;0.9
587;47-39-27.808N;069-46-08.997W;-0.6
588;47-39-27.696N;069-45-12.930W;-2.7
589;47-39-28.191N;069-46-57.082W;0.9
590;47-39-28.018N;069-46-46.296W;-0.0
591;47-39-28.160N;069-45-41.817W;-1.5
592;47-39-28.617N;069-47-36.697W;1.2
593;47-39-28.618N;069-46-34.259W;0.3
594;47-39-28.825N;069-47-30.328W;1.2
595;47-39-28.781N;069-47-20.888W;1.5
596;47-39-28.918N;069-45-57.961W;-1.2
597;47-39-29.024N;069-47-40.898W;0.6
598;47-39-29.178N;069-46-24.022W;-0.3
599;47-39-29.504N;069-47-50.344W;1.8
600;47-39-29.509N;069-46-47.583W;0.6
601;47-39-29.378N;069-45-30.702W;-2.1
602;47-39-29.830N;069-47-10.981W;1.2
603;47-39-29.791N;069-45-17.559W;-2.4
604;47-39-30.399N;069-47-32.691W;1.2
605;47-39-30.412N;069-45-47.255W;-1.2
606;47-39-30.558N;069-47-01.635W;0.9
607;47-39-30.442N;069-46-14.359W;-0.6
608;47-39-30.877N;069-46-38.810W;0.3
609;47-39-30.923N;069-46-28.725W;-0.0
610;47-39-31.121N;069-46-02.592W;-0.6
611;47-39-31.434N;069-47-40.693W;1.2
612;47-39-31.377N;069-47-25.284W;1.2
613;47-39-31.309N;069-45-35.248W;-2.1
614;47-39-31.835N;069-47-53.606W;2.1
615;47-39-32.000N;069-47-45.542W;1.2
616;47-39-32.009N;069-47-36.346W;0.9
617;47-39-31.979N;069-46-53.025W;0.9
618;47-39-32.161N;069-45-21.869W;-2.1
619;47-39-32.534N;069-47-15.540W;1.5
620;47-39-32.384N;069-46-19.263W;-0.0
621;47-39-32.466N;069-45-08.723W;-2.7
622;47-39-32.709N;069-47-05.942W;0.9
623;47-39-32.655N;069-46-41.821W;0.9
624;47-39-32.880N;069-45-52.210W;-0.9
625;47-39-33.620N;069-45-40.202W;-1.8
626;47-39-33.703N;069-46-07.712W;-0.6
627;47-39-34.071N;069-47-29.762W;1.5
628;47-39-34.243N;069-46-35.019W;-0.0
629;47-39-34.533N;069-47-57.520W;2.1
630;47-39-34.511N;069-47-44.935W;1.8
631;47-39-34.726N;069-46-57.825W;1.5
632;47-39-34.417N;069-45-26.903W;-2.1
633;47-39-34.559N;069-45-13.513W;-2.4
634;47-39-35.082N;069-47-41.232W;1.2
635;47-39-34.777N;069-46-24.468W;-0.0
636;47-39-34.971N;069-45-57.324W;-0.6
637;47-39-35.239N;069-47-49.947W;1.8
638;47-39-35.172N;069-47-20.339W;1.2
639;47-39-35.294N;069-47-10.499W;1.2
640;47-39-35.129N;069-46-46.779W;0.9
641;47-39-35.803N;069-46-11.534W;-0.3
642;47-39-35.771N;069-45-44.671W;-1.5
643;47-39-36.454N;069-45-32.015W;-2.1
644;47-39-36.325N;069-45-02.002W;-2.7
645;47-39-36.719N;069-47-48.760W;2.1
646;47-39-36.654N;069-47-34.560W;1.2
647;47-39-36.654N;069-45-18.303W;-2.1
648;47-39-37.225N;069-47-54.415W;2.1
649;47-39-37.123N;069-46-01.550W;-0.6
650;47-39-37.542N;069-46-28.340W;0.3
651;47-39-37.919N;069-47-25.060W;1.2
652;47-39-37.633N;069-47-03.193W;0.9
653;47-39-37.658N;069-46-51.496W;1.2
654;47-39-37.641N;069-46-40.345W;-0.0
655;47-39-38.262N;069-47-46.363W;1.8
656;47-39-37.988N;069-47-14.976W;1.2
657;47-39-38.164N;069-46-16.974W;0.3
658;47-39-38.343N;069-45-50.273W;-1.2
659;47-39-38.638N;069-45-06.715W;-2.4
660;47-39-39.038N;069-45-36.893W;-1.8
661;47-39-38.745N;069-45-23.497W;-2.1
662;47-39-39.402N;069-47-39.119W;1.8
663;47-39-39.634N;069-47-52.838W;2.1
664;47-39-39.511N;069-46-43.387W;-0.0
665;47-39-39.750N;069-46-33.072W;-0.0
666;47-39-39.610N;069-46-08.358W;-0.0
667;47-39-40.036N;069-47-58.821W;2.4
668;47-39-40.093N;069-47-02.019W;1.5
669;47-39-40.029N;069-46-55.484W;1.5
670;47-39-40.450N;069-46-22.081W;-0.0
671;47-39-40.848N;069-47-50.759W;1.8
672;47-39-40.681N;069-47-19.696W;1.2
673;47-39-40.593N;069-47-08.723W;1.8
674;47-39-40.759N;069-45-55.795W;-0.9
675;47-39-40.511N;069-45-11.824W;-2.4
676;47-39-41.101N;069-47-29.868W;1.8
677;47-39-40.965N;069-45-42.246W;-1.5
678;47-39-40.952N;069-45-27.723W;-2.1
679;47-39-41.880N;069-47-43.272W;2.1
680;47-39-41.662N;069-46-47.764W;0.3
681;47-39-42.235N;069-46-59.712W;1.5
682;47-39-42.093N;069-46-56.483W;0.9
683;47-39-42.149N;069-46-12.623W;-0.0
684;47-39-42.547N;069-47-57.158W;2.4
685;47-39-42.597N;069-46-38.419W;0.3
686;47-39-42.570N;069-46-26.317W;0.3
687;47-39-42.880N;069-45-16.295W;-2.1
688;47-39-43.162N;069-47-54.990W;2.1
689;47-39-43.319N;069-47-24.335W;1.5
690;47-39-43.341N;069-46-00.915W;-0.6
691;47-39-43.098N;069-45-32.837W;-1.8
692;47-39-43.628N;069-47-34.908W;1.5
693;47-39-43.612N;069-47-13.528W;1.5
694;47-39-43.603N;069-47-06.913W;1.8
695;47-39-43.448N;069-45-47.284W;-1.2
696;47-39-44.246N;069-46-52.481W;0.6
697;47-39-44.379N;069-46-16.743W;0.3
698;47-39-44.629N;069-47-47.751W;2.4
699;47-39-44.981N;069-47-04.674W;1.5
700;47-39-44.832N;069-46-30.465W;0.6
701;47-39-44.928N;069-45-21.408W;-1.8
702;47-39-45.474N;069-47-58.734W;2.1
703;47-39-45.277N;069-47-09.116W;1.5
704;47-39-45.451N;069-46-43.625W;0.3
705;47-39-45.416N;069-45-38.196W;-1.5
706;47-39-45.298N;069-45-06.649W;-2.7
707;47-39-45.816N;069-46-05.712W;-0.3
708;47-39-46.103N;069-47-39.463W;2.4
709;47-39-46.175N;069-47-29.138W;1.5
710;47-39-46.247N;069-47-18.650W;1.5
711;47-39-46.016N;069-45-52.080W;-0.6
712;47-39-46.353N;069-47-11.149W;1.8
713;47-39-46.583N;069-46-21.213W;0.6
714;47-39-46.623N;069-47-27.289W;2.1
715;47-39-46.953N;069-47-03.171W;1.5
716;47-39-46.665N;069-46-57.439W;0.6
717;47-39-47.291N;069-45-26.685W;-1.5
718;47-39-47.538N;069-47-52.636W;2.4
719;47-39-47.460N;069-47-08.745W;1.5
720;47-39-47.358N;069-46-35.586W;0.6
721;47-39-47.567N;069-45-42.664W;-1.2
722;47-39-47.711N;069-46-47.934W;0.6
723;47-39-47.928N;069-45-12.738W;-2.1
724;47-39-48.214N;069-46-10.809W;-0.0
725;47-39-48.743N;069-47-43.860W;2.4
726;47-39-48.756N;069-47-34.179W;1.8
727;47-39-48.751N;069-47-19.172W;1.8
728;47-39-48.995N;069-47-23.210W;1.5
729;47-39-48.947N;069-46-26.331W;0.6
730;47-39-48.923N;069-45-57.447W;-0.3
731;47-39-49.318N;069-47-31.686W;2.1
732;47-39-49.267N;069-47-15.388W;1.8
733;47-39-49.411N;069-47-02.401W;0.9
734;47-39-49.281N;069-45-30.748W;-1.5
735;47-39-49.266N;069-44-59.848W;-2.4
736;47-39-49.704N;069-47-54.606W;2.4
737;47-39-49.827N;069-47-13.299W;1.5
738;47-39-49.670N;069-46-40.218W;0.3
739;47-39-50.016N;069-47-56.870W;2.7
740;47-39-50.041N;069-45-47.703W;-0.6
741;47-39-50.400N;069-46-53.218W;0.9
742;47-39-50.489N;069-46-15.946W;0.3
743;47-39-50.236N;069-45-18.176W;-1.8
744;47-39-50.904N;069-46-02.720W;-0.3
745;47-39-51.212N;069-47-09.931W;1.5
746;47-39-51.494N;069-47-48.097W;2.4
747;47-39-51.447N;069-47-39.061W;2.1
748;47-39-51.632N;069-47-28.090W;1.5
749;47-39-51.504N;069-47-23.006W;1.8
750;47-39-51.312N;069-46-31.126W;0.9
751;47-39-51.374N;069-45-35.700W;-0.9
752;47-39-51.360N;069-45-04.638W;-2.1
753;47-39-52.017N;069-47-35.600W;2.1
754;47-39-51.938N;069-47-07.441W;1.2
755;47-39-52.129N;069-47-19.304W;2.1
756;47-39-52.200N;069-46-45.016W;0.6
757;47-39-52.684N;069-47-59.015W;2.7
758;47-39-52.458N;069-45-53.063W;-0.3
759;47-39-52.874N;069-47-13.990W;1.8
760;47-39-53.069N;069-46-21.228W;0.3
761;47-39-52.759N;069-45-23.941W;-1.5
762;47-39-53.363N;069-46-58.265W;1.2
763;47-39-53.161N;069-46-07.513W;0.6
764;47-39-53.416N;069-45-40.006W;-0.6
765;47-39-53.398N;069-45-09.831W;-1.8
766;47-39-53.979N;069-47-43.375W;2.4
767;47-39-54.038N;069-47-26.998W;2.1
768;47-39-53.950N;069-46-36.006W;0.6
769;47-39-54.238N;069-47-53.142W;3.0
770;47-39-54.267N;069-47-33.295W;2.1
771;47-39-54.303N;069-47-12.318W;1.2
772;47-39-54.607N;069-47-39.351W;2.1
773;47-39-54.807N;069-45-57.856W;-0.3
774;47-39-54.847N;069-44-56.540W;-2.7
775;47-39-55.205N;069-47-23.708W;1.8
776;47-39-54.998N;069-46-50.221W;0.9
777;47-39-55.177N;069-45-29.301W;-1.2
778;47-39-55.598N;069-46-26.106W;0.9
779;47-39-55.580N;069-46-12.632W;0.6
780;47-39-55.382N;069-45-14.781W;-1.5
781;47-39-55.626N;069-47-17.985W;1.8
782;47-39-55.836N;069-47-03.223W;1.2
783;47-39-55.675N;069-45-44.638W;-0.3
784;47-39-56.510N;069-47-47.851W;2.7
785;47-39-56.683N;069-47-30.668W;2.1
786;47-39-56.367N;069-46-41.286W;0.3
787;47-39-56.995N;069-47-56.492W;3.0
788;47-39-56.958N;069-47-38.176W;2.1
789;47-39-57.037N;069-47-26.882W;1.8
790;47-39-57.054N;069-47-16.394W;1.2
791;47-39-56.803N;069-47-13.323W;1.2
792;47-39-56.884N;069-45-01.732W;-2.1
793;47-39-57.142N;069-47-43.181W;2.4
794;47-39-57.309N;069-46-54.935W;1.2
795;47-39-57.404N;069-46-02.809W;-0.0
796;47-39-57.419N;069-45-19.813W;-1.2
797;47-39-57.635N;069-46-31.751W;-0.3
798;47-39-57.715N;069-45-49.186W;-0.3
799;47-39-57.591N;069-45-34.983W;-0.6
800;47-39-58.051N;069-46-17.913W;0.6
801;47-39-58.171N;069-47-28.271W;2.1
802;47-39-58.215N;069-47-21.977W;1.8
803;47-39-58.245N;069-47-09.634W;2.4
804;47-39-58.157N;069-47-06.647W;1.5
805;47-39-58.844N;069-46-45.760W;0.9
806;47-39-59.044N;069-47-51.682W;3.0
807;47-39-59.055N;069-47-34.416W;2.1
808;47-39-59.024N;069-47-31.027W;2.1
809;47-39-59.086N;069-45-06.766W;-1.5
810;47-39-59.448N;069-47-17.075W;1.5
811;47-39-59.517N;069-46-59.003W;1.5
812;47-39-59.425N;069-46-08.170W;0.6
813;47-39-59.784N;069-47-47.255W;2.7
814;47-39-59.815N;069-47-42.818W;2.4
815;47-39-59.904N;069-47-22.003W;1.5
816;47-39-59.781N;069-45-25.253W;-0.9
817;47-40-00.118N;069-45-54.141W;-0.3
818;47-39-59.957N;069-45-39.940W;-0.3
819;47-40-00.390N;069-46-35.817W;0.6
820;47-40-00.387N;069-46-23.028W;0.9
821;47-40-00.664N;069-47-25.465W;2.1
822;47-40-00.983N;069-47-23.433W;1.8
823;47-40-00.954N;069-47-13.019W;2.4
824;47-40-00.830N;069-46-50.070W;1.2
825;47-40-00.852N;069-45-11.713W;-1.5
826;47-40-01.211N;069-47-34.755W;2.1
827;47-40-01.227N;069-47-32.416W;2.1
828;47-40-01.929N;069-47-56.121W;3.0
829;47-40-01.948N;069-47-38.614W;2.4
830;47-40-01.968N;069-47-20.958W;1.5
831;47-40-01.768N;069-47-03.535W;1.5
832;47-40-01.795N;069-46-13.442W;0.9
833;47-40-02.034N;069-45-44.224W;-0.3
834;47-40-02.272N;069-47-50.693W;3.0
835;47-40-02.197N;069-47-46.843W;2.7
836;47-40-02.128N;069-47-09.769W;1.8
837;47-40-02.421N;069-47-06.262W;1.8
838;47-40-02.217N;069-45-30.179W;-0.3
839;47-40-02.240N;069-44-58.648W;-2.4
840;47-40-02.642N;069-47-26.627W;1.5
841;47-40-02.466N;069-47-15.306W;2.1
842;47-40-02.729N;069-46-40.623W;0.6
843;47-40-02.770N;069-46-28.034W;0.9
844;47-40-02.472N;069-45-59.139W;-0.3
845;47-40-02.709N;069-45-16.603W;-1.2
846;47-40-03.036N;069-46-54.808W;1.2
847;47-40-03.386N;069-47-29.506W;2.4
848;47-40-04.079N;069-47-39.779W;2.7
849;47-40-04.049N;069-47-36.684W;2.4
850;47-40-04.222N;069-46-18.513W;0.9
851;47-40-04.587N;069-47-25.223W;1.8
852;47-40-04.291N;069-47-07.615W;1.2
853;47-40-04.498N;069-46-04.139W;0.9
854;47-40-04.315N;069-45-49.550W;-0.0
855;47-40-04.286N;069-45-35.444W;-0.3
856;47-40-04.621N;069-47-42.428W;2.7
857;47-40-04.975N;069-47-13.306W;1.8
858;47-40-04.828N;069-45-21.073W;-0.6
859;47-40-04.840N;069-45-04.847W;-1.5
860;47-40-05.144N;069-47-55.113W;3.0
861;47-40-05.061N;069-47-52.320W;3.0
862;47-40-05.053N;069-47-31.493W;1.8
863;47-40-04.981N;069-46-45.163W;0.9
864;47-40-05.421N;069-46-33.175W;0.6
865;47-40-05.906N;069-47-33.317W;2.4
866;47-40-05.991N;069-47-21.094W;2.4
867;47-40-05.735N;069-46-59.487W;1.5
868;47-40-06.309N;069-45-54.292W;-0.3
869;47-40-06.270N;069-45-40.045W;-0.3
870;47-40-06.594N;069-47-44.344W;2.7
871;47-40-06.737N;069-46-23.852W;0.9
872;47-40-06.926N;069-47-40.426W;2.7
873;47-40-06.955N;069-47-28.881W;2.1
874;47-40-06.791N;069-46-09.209W;0.9
875;47-40-06.946N;069-45-25.675W;-0.3
876;47-40-07.085N;069-45-10.578W;-1.2
877;47-40-07.461N;069-47-58.771W;3.4
878;47-40-07.189N;069-47-17.188W;2.1
879;47-40-07.368N;069-47-13.417W;2.1
880;47-40-07.455N;069-46-49.970W;0.9
881;47-40-07.579N;069-47-56.433W;3.4
882;47-40-07.848N;069-46-38.314W;0.6
883;47-40-08.204N;069-47-04.824W;1.5
884;47-40-08.527N;069-47-37.205W;2.7
885;47-40-08.276N;069-47-00.983W;1.8
886;47-40-08.467N;069-45-59.493W;0.9
887;47-40-08.221N;069-45-45.522W;-0.0
888;47-40-08.612N;069-47-24.982W;2.4
889;47-40-08.860N;069-46-14.341W;1.2
890;47-40-08.839N;069-45-30.474W;-0.3
891;47-40-09.288N;069-45-15.911W;-0.6
892;47-40-09.361N;069-47-49.216W;3.0
893;47-40-09.628N;069-47-32.769W;2.4
894;47-40-09.386N;069-46-29.258W;0.9
895;47-40-09.951N;069-47-44.773W;3.0
896;47-40-09.810N;069-47-35.866W;2.4
897;47-40-09.913N;069-47-20.926W;2.4
898;47-40-09.926N;069-46-55.176W;1.2
899;47-40-10.304N;069-47-30.667W;1.8
900;47-40-10.141N;069-47-17.308W;2.1
901;47-40-10.321N;069-46-43.188W;0.9
902;47-40-10.273N;069-45-50.507W;0.9
903;47-40-10.191N;069-45-01.213W;-1.2
904;47-40-10.627N;069-46-04.561W;0.9
905;47-40-10.812N;069-47-09.635W;1.8
906;47-40-11.025N;069-47-04.734W;1.8
907;47-40-11.042N;069-45-35.871W;-0.0
908;47-40-11.150N;069-47-40.867W;3.0
909;47-40-11.333N;069-46-19.413W;0.9
910;47-40-11.489N;069-47-28.723W;3.0
911;47-40-11.686N;069-47-22.311W;1.8
912;47-40-11.541N;069-45-21.170W;-0.3
913;47-40-11.902N;069-46-34.531W;0.9
914;47-40-12.230N;069-47-54.014W;4.0
915;47-40-12.403N;069-47-36.434W;2.4
916;47-40-12.213N;069-47-12.358W;1.8
917;47-40-12.399N;069-47-00.248W;1.2
918;47-40-12.350N;069-46-47.658W;1.2
919;47-40-12.524N;069-45-07.210W;-0.9
920;47-40-12.775N;069-47-48.966W;2.4
921;47-40-12.585N;069-47-24.740W;2.4
922;47-40-12.657N;069-45-55.512W;0.9
923;47-40-12.713N;069-45-40.338W;0.3
924;47-40-13.170N;069-47-21.277W;2.4
925;47-40-13.114N;069-47-14.560W;1.8
926;47-40-13.020N;069-47-08.109W;2.4
927;47-40-13.185N;069-46-10.231W;0.9
928;47-40-13.625N;069-46-24.549W;0.9
929;47-40-13.699N;069-45-26.635W;-0.3
930;47-40-14.025N;069-47-44.910W;3.0
931;47-40-14.194N;069-47-42.573W;2.4
932;47-40-14.060N;069-47-32.459W;3.0
933;47-40-14.354N;069-47-26.728W;2.1
934;47-40-14.684N;069-47-15.942W;1.8
935;47-40-14.694N;069-47-04.922W;1.5
936;47-40-14.375N;069-46-39.471W;0.9
937;47-40-14.608N;069-44-56.373W;-1.2
938;47-40-14.866N;069-47-58.679W;4.3
939;47-40-14.735N;069-46-52.398W;1.2
940;47-40-14.783N;069-45-45.405W;0.3
941;47-40-14.700N;069-45-12.869W;-0.0
942;47-40-15.127N;069-47-40.173W;2.4
943;47-40-15.208N;069-47-28.402W;2.7
944;47-40-15.323N;069-47-19.197W;1.8
945;47-40-15.172N;069-46-00.916W;0.9
946;47-40-15.594N;069-47-53.688W;3.7
947;47-40-15.639N;069-47-25.012W;2.7
948;47-40-15.743N;069-46-29.087W;0.9
949;47-40-15.433N;069-46-15.365W;0.9
950;47-40-15.855N;069-45-32.233W;-0.3
951;47-40-16.374N;069-47-51.285W;3.4
952;47-40-16.289N;069-47-11.967W;2.4
953;47-40-16.491N;069-46-44.207W;0.9
954;47-40-16.798N;069-47-48.876W;3.0
955;47-40-16.681N;069-47-36.423W;3.0
956;47-40-16.721N;069-45-50.071W;1.2
957;47-40-16.856N;069-45-19.062W;-0.0
958;47-40-16.813N;069-45-01.441W;-0.9
959;47-40-17.001N;069-47-19.524W;2.4
960;47-40-17.208N;069-46-57.206W;1.5
961;47-40-17.201N;069-46-05.386W;0.9
962;47-40-17.544N;069-47-44.209W;2.7
963;47-40-17.525N;069-47-32.135W;2.7
964;47-40-17.433N;069-47-10.198W;1.5
965;47-40-17.288N;069-46-25.730W;1.8
966;47-40-17.835N;069-47-24.215W;2.1
967;47-40-17.772N;069-46-20.304W;0.9
968;47-40-18.109N;069-47-28.747W;3.0
969;47-40-18.145N;069-46-51.123W;1.5
970;47-40-18.218N;069-46-33.829W;0.9
971;47-40-17.968N;069-45-37.499W;0.3
972;47-40-18.269N;069-45-24.414W;-0.0
973;47-40-18.319N;069-47-57.893W;4.0
974;47-40-18.708N;069-47-15.776W;2.7
975;47-40-18.923N;069-46-48.617W;1.5
976;47-40-18.973N;069-45-06.575W;-0.6
977;47-40-19.047N;069-47-40.383W;3.0
978;47-40-19.717N;069-47-53.902W;4.0
979;47-40-19.623N;069-47-23.337W;2.4
980;47-40-19.504N;069-47-01.879W;1.5
981;47-40-19.582N;069-46-10.722W;0.9
982;47-40-19.747N;069-47-56.845W;3.7
983;47-40-19.940N;069-47-14.286W;1.5
984;47-40-19.816N;069-46-29.081W;1.5
985;47-40-19.843N;069-46-25.106W;1.2
986;47-40-19.947N;069-45-42.829W;0.9
987;47-40-20.262N;069-47-48.778W;3.7
988;47-40-20.250N;069-47-35.798W;3.0
989;47-40-20.629N;069-47-32.483W;3.0
990;47-40-20.602N;069-47-29.087W;2.4
991;47-40-20.641N;069-46-39.431W;0.9
992;47-40-20.818N;069-45-59.939W;0.9
993;47-40-20.936N;069-46-55.340W;1.5
994;47-40-20.855N;069-45-29.090W;-0.0
995;47-40-21.769N;069-47-44.424W;3.7
996;47-40-21.585N;069-47-19.518W;2.7
997;47-40-21.752N;069-45-47.362W;0.9
998;47-40-21.692N;069-45-08.271W;0.3
999;47-40-22.094N;069-47-26.921W;2.4
1000;47-40-22.173N;069-47-15.376W;2.1
1001;47-40-21.978N;069-47-06.621W;1.5
1002;47-40-22.227N;069-46-30.045W;1.5
1003;47-40-21.964N;069-46-15.926W;0.9
1004;47-40-22.569N;069-47-58.028W;4.3
1005;47-40-22.516N;069-47-39.530W;2.7
1006;47-40-22.654N;069-46-33.099W;1.8
1007;47-40-22.644N;069-46-21.369W;1.8
1008;47-40-22.692N;069-45-33.856W;0.9
1009;47-40-22.658N;069-44-58.405W;-0.0
1010;47-40-23.138N;069-47-52.671W;4.0
1011;47-40-23.198N;069-47-36.597W;3.0
1012;47-40-23.117N;069-47-33.577W;2.4
1013;47-40-23.183N;069-45-12.931W;0.6
1014;47-40-23.372N;069-47-11.318W;2.1
1015;47-40-23.641N;069-46-06.077W;1.2
1016;47-40-24.001N;069-47-23.629W;3.0
1017;47-40-23.861N;069-46-59.691W;1.8
1018;47-40-23.731N;069-46-45.839W;1.5
1019;47-40-23.883N;069-46-23.442W;1.5
1020;47-40-24.036N;069-46-20.595W;0.9
1021;47-40-24.242N;069-45-01.680W;-0.3
1022;47-40-24.490N;069-47-48.541W;4.0
1023;47-40-24.664N;069-47-30.884W;2.7
1024;47-40-24.442N;069-45-53.431W;0.9
1025;47-40-24.898N;069-47-19.039W;2.4
1026;47-40-25.005N;069-46-49.304W;1.5
1027;47-40-25.047N;069-46-36.647W;1.5
1028;47-40-24.810N;069-45-38.526W;1.5
1029;47-40-24.813N;069-45-17.717W;0.3
1030;47-40-25.417N;069-47-39.725W;3.0
1031;47-40-25.211N;069-47-25.383W;2.1
1032;47-40-25.345N;069-46-25.651W;1.8
1033;47-40-25.643N;069-47-43.879W;3.7
1034;47-40-25.689N;069-47-15.127W;2.4
1035;47-40-25.619N;069-46-11.474W;1.2
1036;47-40-25.926N;069-47-57.449W;4.3
1037;47-40-26.045N;069-46-21.354W;1.2
1038;47-40-26.419N;069-47-27.363W;3.4
1039;47-40-26.383N;069-47-03.904W;1.8
1040;47-40-26.565N;069-45-43.721W;1.2
1041;47-40-26.298N;069-45-23.305W;0.3
1042;47-40-26.744N;069-46-50.390W;1.8
1043;47-40-26.681N;069-46-26.665W;1.2
1044;47-40-26.598N;069-45-59.096W;0.9
1045;47-40-26.938N;069-45-28.020W;0.6
1046;47-40-26.680N;069-45-05.228W;0.6
1047;47-40-26.762N;069-44-59.596W;-0.6
1048;47-40-27.160N;069-47-52.808W;4.3
1049;47-40-27.031N;069-47-34.618W;3.0
1050;47-40-27.263N;069-46-54.374W;2.1
1051;47-40-26.954N;069-45-11.262W;0.9
1052;47-40-27.418N;069-47-22.851W;3.0
1053;47-40-27.521N;069-46-16.206W;1.5
1054;47-40-27.804N;069-46-40.531W;1.5
1055;47-40-27.813N;069-44-56.297W;-0.3
1056;47-40-28.160N;069-47-48.144W;4.0
1057;47-40-28.160N;069-47-18.711W;2.4
1058;47-40-28.058N;069-46-29.534W;1.8
1059;47-40-28.693N;069-47-44.756W;3.7
1060;47-40-28.686N;069-47-30.945W;3.4
1061;47-40-28.434N;069-47-06.387W;2.1
1062;47-40-28.625N;069-46-31.663W;0.9
1063;47-40-28.713N;069-46-25.369W;1.8
1064;47-40-28.712N;069-46-04.163W;0.9
1065;47-40-28.457N;069-45-48.718W;1.2
1066;47-40-29.022N;069-46-45.785W;1.5
1067;47-40-28.831N;069-45-32.819W;0.6
1068;47-40-28.994N;069-45-15.599W;0.6
1069;47-40-29.276N;069-46-54.536W;2.1
1070;47-40-29.345N;069-45-02.880W;0.6
1071;47-40-29.380N;069-44-57.578W;-0.6
1072;47-40-29.727N;069-47-38.659W;3.4
1073;47-40-29.677N;069-46-54.741W;1.8
1074;47-40-29.616N;069-45-09.511W;0.3
1075;47-40-29.909N;069-47-56.548W;4.6
1076;47-40-30.166N;069-47-26.741W;3.0
1077;47-40-29.870N;069-46-59.250W;1.5
1078;47-40-30.450N;069-47-22.444W;2.7
1079;47-40-30.522N;069-46-22.546W;1.5
1080;47-40-30.402N;069-46-20.423W;1.8
1081;47-40-30.356N;069-45-20.051W;0.3
1082;47-40-30.551N;069-46-44.814W;1.8
1083;47-40-30.584N;069-46-33.349W;1.8
1084;47-40-30.670N;069-45-53.722W;1.2
1085;47-40-30.731N;069-45-37.817W;1.2
1086;47-40-30.906N;069-47-52.185W;4.3
1087;47-40-31.183N;069-47-10.205W;2.4
1088;47-40-30.960N;069-46-37.132W;0.9
1089;47-40-31.438N;069-47-48.948W;4.3
1090;47-40-31.481N;069-47-35.440W;3.7
1091;47-40-31.558N;069-46-34.888W;1.5
1092;47-40-31.285N;069-46-28.852W;1.2
1093;47-40-31.276N;069-46-16.990W;1.8
1094;47-40-31.628N;069-46-50.794W;1.8
1095;47-40-31.942N;069-45-23.917W;0.9
1096;47-40-32.229N;069-45-06.897W;0.3
1097;47-40-32.547N;069-47-43.230W;3.7
1098;47-40-32.467N;069-46-59.091W;1.8
1099;47-40-32.611N;069-46-11.312W;1.5
1100;47-40-32.497N;069-45-13.794W;0.3
1101;47-40-32.834N;069-47-31.159W;3.0
1102;47-40-32.900N;069-46-48.162W;2.1
1103;47-40-32.904N;069-46-27.883W;1.2
1104;47-40-32.752N;069-46-23.838W;1.8
1105;47-40-32.841N;069-45-43.547W;1.2
1106;47-40-32.845N;069-45-01.671W;0.9
1107;47-40-33.169N;069-47-56.810W;4.6
1108;47-40-33.070N;069-47-26.558W;2.7
1109;47-40-33.343N;069-46-42.271W;1.5
1110;47-40-33.718N;069-47-13.813W;2.4
1111;47-40-33.435N;069-45-28.247W;1.2
1112;47-40-33.956N;069-47-52.986W;4.6
1113;47-40-33.865N;069-46-37.838W;1.8
1114;47-40-34.034N;069-46-32.671W;1.5
1115;47-40-34.119N;069-46-20.213W;1.5
1116;47-40-34.204N;069-47-39.406W;3.7
1117;47-40-34.169N;069-46-26.046W;1.5
1118;47-40-34.644N;069-45-48.412W;1.2
1119;47-40-34.834N;069-45-33.304W;2.1
1120;47-40-35.117N;069-47-47.118W;4.3
1121;47-40-34.901N;069-47-03.236W;2.1
1122;47-40-35.159N;069-45-10.518W;0.3
1123;47-40-35.252N;069-47-35.044W;3.4
1124;47-40-35.578N;069-47-17.314W;2.7
1125;47-40-35.365N;069-46-27.853W;1.8
1126;47-40-35.525N;069-45-16.812W;0.3
1127;47-40-35.413N;069-44-59.123W;0.6
1128;47-40-35.640N;069-47-30.522W;3.0
1129;47-40-35.692N;069-46-52.313W;2.1
1130;47-40-36.029N;069-46-15.734W;1.8
1131;47-40-36.129N;069-45-06.025W;0.3
1132;47-40-36.574N;069-47-57.404W;4.9
1133;47-40-36.609N;069-46-42.451W;2.1
1134;47-40-36.508N;069-46-24.357W;1.5
