;Lat (DMS);Long (DMS);Depth (m)
1484;47-45-50.120N;069-41-02.260W;2.74
1485;47-45-49.924N;069-39-49.274W;2.13
1486;47-45-50.433N;069-40-06.306W;2.13
1487;47-45-50.658N;069-41-48.510W;4.88
1488;47-45-50.626N;069-41-42.881W;3.96
1489;47-45-50.858N;069-41-26.063W;3.66
1490;47-45-50.591N;069-41-09.607W;2.44
1491;47-45-50.598N;069-39-52.214W;2.44
1492;47-45-50.784N;069-39-13.141W;1.83
1493;47-45-51.072N;069-41-20.501W;3.35
1494;47-45-51.155N;069-40-13.400W;2.13
1495;47-45-51.293N;069-39-06.815W;1.83
1496;47-45-51.368N;069-40-46.451W;2.13
1497;47-45-51.507N;069-40-01.138W;2.13
1498;47-45-51.554N;069-39-41.985W;1.83
1499;47-45-51.482N;069-39-31.681W;1.52
1500;47-45-51.715N;069-40-58.866W;2.74
1501;47-45-51.757N;069-39-37.782W;1.83
1502;47-45-51.835N;069-39-01.463W;1.83
1503;47-45-52.137N;069-41-16.485W;2.74
1504;47-45-52.332N;069-40-54.171W;2.44
1505;47-45-52.060N;069-39-45.227W;2.44
1506;47-45-52.294N;069-38-56.111W;1.83
1507;47-45-52.401N;069-41-56.253W;4.88
1508;47-45-52.716N;069-41-39.373W;3.96
1509;47-45-52.637N;069-40-37.736W;2.44
1510;47-45-52.447N;069-40-31.012W;2.44
1511;47-45-52.656N;069-40-25.823W;2.13
1512;47-45-52.468N;069-40-18.859W;2.13
1513;47-45-52.718N;069-39-27.071W;1.83
1514;47-45-52.530N;069-39-20.485W;1.52
1515;47-45-52.939N;069-39-52.867W;2.13
1516;47-45-53.360N;069-41-13.329W;3.05
1517;47-45-53.420N;069-41-06.358W;2.44
1518;47-45-53.448N;069-39-55.865W;2.44
1519;47-45-53.472N;069-41-47.035W;4.27
1520;47-45-53.494N;069-41-35.351W;3.05
1521;47-45-53.626N;069-41-29.786W;3.96
1522;47-45-53.651N;069-40-10.515W;2.13
1523;47-45-53.523N;069-39-15.385W;1.52
1524;47-45-53.872N;069-41-52.855W;4.88
1525;47-45-54.048N;069-41-23.984W;3.35
1526;47-45-54.131N;069-40-50.782W;2.13
1527;47-45-54.023N;069-40-44.178W;2.74
1528;47-45-53.923N;069-40-17.237W;2.13
1529;47-45-54.112N;069-40-04.725W;2.13
1530;47-45-53.941N;069-39-10.030W;1.83
1531;47-45-54.407N;069-40-33.064W;2.44
1532;47-45-54.802N;069-41-59.483W;5.49
1533;47-45-54.749N;069-41-19.288W;3.35
1534;47-45-54.726N;069-41-03.081W;2.44
1535;47-45-54.773N;069-39-41.312W;1.83
1536;47-45-55.182N;069-40-57.893W;2.74
1537;47-45-55.157N;069-40-22.328W;2.13
1538;47-45-55.060N;069-39-36.806W;1.52
1539;47-45-55.173N;069-39-05.850W;1.83
1540;47-45-55.566N;069-41-43.161W;4.27
1541;47-45-55.407N;069-40-41.332W;2.44
1542;47-45-55.427N;069-40-29.296W;2.13
1543;47-45-55.280N;069-39-49.067W;2.44
1544;47-45-55.321N;069-39-44.493W;1.52
1545;47-45-55.311N;069-38-59.456W;1.52
1546;47-45-55.826N;069-40-35.657W;2.44
1547;47-45-55.788N;069-39-56.823W;2.13
1548;47-45-55.725N;069-39-31.636W;1.83
1549;47-45-55.941N;069-39-25.849W;1.83
1550;47-45-56.210N;069-41-17.053W;3.05
1551;47-45-56.298N;069-39-59.700W;2.44
1552;47-45-56.323N;069-39-20.006W;1.52
1553;47-45-56.610N;069-41-50.768W;4.88
1554;47-45-56.470N;069-41-38.835W;3.66
1555;47-45-56.555N;069-41-10.576W;3.05
1556;47-45-56.668N;069-40-14.112W;2.13
1557;47-45-56.552N;069-40-08.432W;2.13
1558;47-45-56.540N;069-39-14.160W;1.83
1559;47-45-57.006N;069-41-34.134W;4.27
1560;47-45-56.781N;069-40-54.011W;2.44
1561;47-45-56.776N;069-40-20.831W;2.13
1562;47-45-57.293N;069-41-57.390W;5.49
1563;47-45-57.222N;069-41-28.327W;3.66
1564;47-45-57.157N;069-40-48.577W;2.44
1565;47-45-57.374N;069-39-40.567W;2.13
1566;47-45-57.576N;069-41-06.927W;2.74
1567;47-45-57.720N;069-39-48.013W;2.13
1568;47-45-58.006N;069-40-26.412W;2.74
1569;47-45-58.284N;069-41-24.677W;3.96
1570;47-45-58.481N;069-41-02.296W;3.05
1571;47-45-58.379N;069-40-45.422W;2.74
1572;47-45-58.320N;069-40-33.015W;2.44
1573;47-45-58.211N;069-39-52.963W;2.13
1574;47-45-58.424N;069-39-10.599W;1.83
1575;47-45-58.352N;069-39-04.871W;1.52
1576;47-45-58.812N;069-41-30.254W;3.35
1577;47-45-58.841N;069-40-39.624W;3.35
1578;47-45-58.680N;069-40-00.537W;2.13
1579;47-45-58.670N;069-39-29.251W;1.52
1580;47-45-58.689N;069-39-17.916W;1.83
1581;47-45-58.519N;069-38-59.879W;1.83
1582;47-45-58.862N;069-41-47.753W;4.88
1583;47-45-58.916N;069-41-41.697W;4.27
1584;47-45-59.105N;069-41-20.412W;3.35
1585;47-45-58.944N;069-39-35.474W;1.83
1586;47-45-59.381N;069-41-54.249W;5.18
1587;47-45-59.566N;069-41-14.854W;3.35
1588;47-45-59.324N;069-40-11.902W;2.13
1589;47-45-59.391N;069-40-04.090W;2.44
1590;47-45-59.250N;069-39-24.264W;1.83
1591;47-45-59.798N;069-40-57.735W;2.74
1592;47-45-59.763N;069-40-52.172W;2.13
1593;47-45-59.590N;069-40-24.181W;2.44
1594;47-45-59.804N;069-40-18.383W;2.13
1595;47-45-59.942N;069-41-37.618W;4.88
1596;47-46-00.182N;069-39-44.460W;2.44
1597;47-46-00.059N;069-39-39.762W;2.13
1598;47-46-00.385N;069-41-10.772W;3.66
1599;47-46-00.649N;069-40-49.743W;2.13
1600;47-46-00.367N;069-39-51.477W;2.13
1601;47-46-00.516N;069-38-57.661W;1.83
1602;47-46-00.912N;069-41-44.245W;4.27
1603;47-46-00.948N;069-40-43.697W;2.44
1604;47-46-01.009N;069-40-36.609W;2.44
1605;47-46-00.980N;069-40-30.316W;2.74
1606;47-46-01.106N;069-39-56.493W;2.44
1607;47-46-01.620N;069-41-06.148W;3.35
1608;47-46-01.448N;069-40-04.493W;2.13
1609;47-46-01.471N;069-39-15.407W;1.83
1610;47-46-01.525N;069-39-09.254W;1.52
1611;47-46-01.784N;069-41-34.228W;3.66
1612;47-46-01.748N;069-41-29.088W;3.96
1613;47-46-01.792N;069-41-24.133W;3.96
1614;47-46-01.816N;069-39-22.909W;1.83
1615;47-46-01.979N;069-39-04.571W;1.83
1616;47-46-02.121N;069-41-51.979W;5.18
1617;47-46-02.401N;069-41-01.576W;2.44
1618;47-46-02.196N;069-40-27.772W;2.44
1619;47-46-02.286N;069-40-07.683W;2.44
1620;47-46-02.312N;069-39-36.572W;2.44
1621;47-46-02.424N;069-39-33.281W;1.83
1622;47-46-02.382N;069-39-28.770W;1.83
1623;47-46-02.519N;069-41-58.106W;4.88
1624;47-46-02.781N;069-41-47.219W;3.96
1625;47-46-02.763N;069-40-48.316W;1.83
1626;47-46-02.788N;069-40-16.423W;2.13
1627;47-46-03.126N;069-41-36.335W;3.96
1628;47-46-02.949N;069-41-19.078W;3.96
1629;47-46-03.148N;069-40-56.271W;2.74
1630;47-46-02.990N;069-40-21.740W;2.44
1631;47-46-02.828N;069-39-48.106W;2.13
1632;47-46-03.115N;069-39-43.598W;2.13
1633;47-46-03.485N;069-41-42.277W;4.88
1634;47-46-03.316N;069-41-14.804W;3.66
1635;47-46-03.387N;069-39-54.765W;2.13
1636;47-46-03.208N;069-38-55.883W;1.83
1637;47-46-03.614N;069-40-40.324W;2.44
1638;47-46-03.745N;069-40-34.644W;2.74
1639;47-46-03.789N;069-40-00.630W;2.44
1640;47-46-04.087N;069-40-52.498W;2.74
1641;47-46-04.090N;069-39-03.330W;1.83
1642;47-46-04.536N;069-41-49.151W;4.57
1643;47-46-04.438N;069-41-32.383W;4.27
1644;47-46-04.564N;069-41-27.491W;3.96
1645;47-46-04.465N;069-40-08.211W;2.13
1646;47-46-04.556N;069-39-20.520W;1.83
1647;47-46-04.612N;069-39-14.184W;1.52
1648;47-46-04.881N;069-41-10.247W;3.96
1649;47-46-04.885N;069-40-31.488W;2.44
1650;47-46-04.808N;069-40-11.514W;2.44
1651;47-46-04.858N;069-39-32.899W;1.83
1652;47-46-04.822N;069-39-27.595W;1.83
1653;47-46-04.903N;069-39-09.315W;1.83
1654;47-46-05.005N;069-41-05.418W;3.05
1655;47-46-05.251N;069-39-39.673W;2.44
1656;47-46-05.679N;069-39-47.243W;2.13
1657;47-46-05.536N;069-39-35.471W;1.83
1658;47-46-05.749N;069-41-56.396W;5.18
1659;47-46-05.897N;069-41-39.816W;4.57
1660;47-46-06.045N;069-41-23.176W;3.96
1661;47-46-05.847N;069-40-49.107W;2.44
1662;47-46-05.926N;069-40-20.511W;2.13
1663;47-46-06.031N;069-39-58.779W;2.13
1664;47-46-05.882N;069-39-52.248W;2.44
1665;47-46-06.173N;069-41-17.979W;4.27
1666;47-46-06.081N;069-41-00.117W;3.05
1667;47-46-06.370N;069-40-26.444W;2.74
1668;47-46-06.183N;069-38-59.531W;1.52
1669;47-46-06.610N;069-40-56.214W;2.44
1670;47-46-06.632N;069-40-44.048W;2.13
1671;47-46-06.722N;069-40-04.590W;2.13
1672;47-46-06.869N;069-41-46.383W;5.18
1673;47-46-07.050N;069-40-38.494W;3.05
1674;47-46-07.306N;069-41-52.878W;4.57
1675;47-46-07.168N;069-41-31.335W;4.27
1676;47-46-07.357N;069-40-12.293W;2.13
1677;47-46-07.299N;069-39-31.723W;2.44
1678;47-46-07.418N;069-39-18.317W;1.52
1679;47-46-07.732N;069-41-14.094W;3.96
1680;47-46-07.767N;069-40-50.916W;2.74
1681;47-46-07.820N;069-40-35.208W;3.05
1682;47-46-07.742N;069-40-15.354W;2.74
1683;47-46-07.507N;069-39-08.204W;1.83
1684;47-46-07.982N;069-41-37.042W;4.57
1685;47-46-08.058N;069-39-43.809W;2.44
1686;47-46-08.020N;069-39-38.748W;2.13
1687;47-46-07.975N;069-39-25.214W;1.83
1688;47-46-07.870N;069-39-13.816W;1.83
1689;47-46-08.188N;069-38-56.399W;1.52
1690;47-46-08.391N;069-41-09.397W;3.35
1691;47-46-08.472N;069-40-02.363W;2.13
1692;47-46-08.874N;069-41-43.424W;4.88
1693;47-46-08.859N;069-39-55.781W;2.44
1694;47-46-08.861N;069-39-50.900W;2.13
1695;47-46-09.019N;069-41-27.028W;4.57
1696;47-46-09.228N;069-41-22.015W;4.57
1697;47-46-09.155N;069-40-47.763W;2.44
1698;47-46-08.943N;069-40-24.353W;2.13
1699;47-46-09.464N;069-41-04.524W;3.66
1700;47-46-09.430N;069-40-30.044W;2.74
1701;47-46-09.618N;069-40-08.183W;2.44
1702;47-46-09.951N;069-41-56.604W;4.88
1703;47-46-09.747N;069-41-00.310W;3.05
1704;47-46-10.334N;069-41-50.675W;5.49
1705;47-46-10.227N;069-41-34.945W;4.27
1706;47-46-10.069N;069-40-42.095W;3.05
1707;47-46-10.195N;069-39-35.068W;2.44
1708;47-46-10.316N;069-39-30.741W;2.13
1709;47-46-10.343N;069-39-27.694W;2.13
1710;47-46-10.050N;069-39-04.839W;1.83
1711;47-46-10.663N;069-40-54.517W;3.05
1712;47-46-10.513N;069-40-38.436W;2.44
1713;47-46-10.452N;069-40-16.563W;2.13
1714;47-46-10.382N;069-39-41.961W;2.13
1715;47-46-10.631N;069-39-23.067W;1.83
1716;47-46-10.952N;069-41-18.194W;4.57
1717;47-46-10.962N;069-40-19.565W;2.74
1718;47-46-11.034N;069-39-47.462W;2.44
1719;47-46-11.086N;069-39-13.509W;1.83
1720;47-46-11.163N;069-41-40.899W;4.88
1721;47-46-11.127N;069-39-18.140W;1.83
1722;47-46-11.807N;069-41-47.277W;5.18
1723;47-46-11.612N;069-41-13.435W;3.66
1724;47-46-11.570N;069-40-06.326W;2.13
1725;47-46-11.465N;069-39-59.489W;2.44
1726;47-46-11.508N;069-39-54.485W;2.44
1727;47-46-12.033N;069-41-31.187W;4.57
1728;47-46-12.133N;069-40-51.244W;3.05
1729;47-46-12.001N;069-40-28.198W;2.44
1730;47-46-11.887N;069-39-02.069W;1.83
1731;47-46-12.243N;069-41-25.990W;4.88
1732;47-46-12.319N;069-41-07.882W;4.27
1733;47-46-12.765N;069-41-04.037W;3.66
1734;47-46-12.550N;069-40-12.266W;2.44
1735;47-46-12.779N;069-39-27.068W;2.44
1736;47-46-12.974N;069-41-59.602W;5.18
1737;47-46-13.000N;069-41-38.305W;4.57
1738;47-46-13.005N;069-40-45.696W;3.05
1739;47-46-12.937N;069-40-34.448W;3.05
1740;47-46-13.152N;069-39-45.609W;2.13
1741;47-46-12.922N;069-39-38.958W;2.44
1742;47-46-13.128N;069-39-34.206W;2.13
1743;47-46-13.488N;069-40-42.281W;3.05
1744;47-46-13.559N;069-40-24.317W;2.74
1745;47-46-13.348N;069-40-20.158W;2.44
1746;47-46-13.342N;069-39-09.893W;1.83
1747;47-46-13.445N;069-38-58.138W;1.52
1748;47-46-13.719N;069-41-54.659W;5.49
1749;47-46-13.726N;069-41-21.430W;4.88
1750;47-46-13.758N;069-40-58.857W;3.96
1751;47-46-13.968N;069-39-51.358W;2.44
1752;47-46-14.182N;069-39-22.156W;1.83
1753;47-46-14.217N;069-39-18.195W;1.83
1754;47-46-14.659N;069-41-51.006W;5.49
1755;47-46-14.550N;069-41-44.762W;4.88
1756;47-46-14.469N;069-41-16.610W;4.57
1757;47-46-14.629N;069-40-10.167W;2.13
1758;47-46-14.562N;069-40-03.573W;2.44
1759;47-46-14.441N;069-39-58.505W;2.44
1760;47-46-14.740N;069-40-54.839W;3.05
1761;47-46-14.768N;069-40-32.343W;2.44
1762;47-46-15.301N;069-41-29.844W;4.88
1763;47-46-15.322N;069-40-15.858W;2.74
1764;47-46-15.300N;069-39-26.199W;2.13
1765;47-46-15.323N;069-39-23.578W;1.83
1766;47-46-15.308N;069-39-06.578W;1.83
1767;47-46-15.772N;069-41-41.787W;4.57
1768;47-46-15.582N;069-41-35.296W;4.88
1769;47-46-15.538N;069-41-12.227W;4.57
1770;47-46-15.501N;069-41-07.026W;4.27
1771;47-46-15.751N;069-40-37.922W;2.74
1772;47-46-15.594N;069-39-49.191W;2.13
1773;47-46-15.777N;069-39-37.607W;2.13
1774;47-46-15.675N;069-39-30.472W;2.44
1775;47-46-16.034N;069-40-24.117W;2.44
1776;47-46-15.940N;069-39-42.549W;2.44
1777;47-46-16.389N;069-40-50.039W;3.66
1778;47-46-16.178N;069-40-45.755W;3.05
1779;47-46-16.736N;069-41-02.339W;4.57
1780;47-46-16.696N;069-39-55.067W;2.44
1781;47-46-16.680N;069-39-14.523W;1.83
1782;47-46-17.024N;069-41-26.084W;4.88
1783;47-46-17.108N;069-40-28.658W;3.05
1784;47-46-17.086N;069-40-07.158W;2.44
1785;47-46-16.867N;069-39-02.524W;1.52
1786;47-46-17.309N;069-41-58.894W;5.49
1787;47-46-17.348N;069-41-54.488W;5.49
1788;47-46-17.486N;069-41-20.402W;4.88
1789;47-46-17.415N;069-40-02.526W;2.44
1790;47-46-17.838N;069-40-58.812W;3.66
1791;47-46-17.843N;069-40-19.813W;2.74
1792;47-46-17.728N;069-40-14.009W;2.74
1793;47-46-17.722N;069-39-22.586W;2.44
1794;47-46-18.094N;069-41-49.423W;5.49
1795;47-46-17.989N;069-41-33.569W;5.18
1796;47-46-18.155N;069-40-36.439W;2.13
1797;47-46-18.037N;069-39-28.929W;2.13
1798;47-46-18.623N;069-41-45.639W;4.88
1799;47-46-18.475N;069-41-15.710W;5.18
1800;47-46-18.599N;069-41-11.001W;4.88
1801;47-46-18.323N;069-39-52.839W;2.13
1802;47-46-18.505N;069-39-46.193W;2.44
1803;47-46-18.628N;069-39-41.499W;2.13
1804;47-46-18.321N;069-39-34.177W;2.44
1805;47-46-18.434N;069-39-11.751W;1.83
1806;47-46-18.539N;069-38-59.752W;1.52
1807;47-46-18.763N;069-41-39.154W;5.18
1808;47-46-18.787N;069-40-49.228W;3.35
1809;47-46-19.011N;069-40-42.262W;3.35
1810;47-46-18.973N;069-40-27.470W;2.74
1811;47-46-19.164N;069-40-53.272W;3.96
1812;47-46-19.387N;069-39-58.472W;2.44
1813;47-46-19.494N;069-39-17.864W;1.83
1814;47-46-20.041N;069-41-29.816W;5.18
1815;47-46-20.093N;069-41-24.002W;4.88
1816;47-46-19.978N;069-40-11.180W;2.74
1817;47-46-19.858N;069-40-05.987W;2.74
1818;47-46-20.408N;069-41-57.978W;5.49
1819;47-46-20.242N;069-41-06.872W;4.88
1820;47-46-20.207N;069-40-32.565W;3.05
1821;47-46-20.416N;069-40-17.844W;2.74
1822;47-46-20.439N;069-39-32.325W;2.13
1823;47-46-20.165N;069-39-21.227W;2.13
1824;47-46-20.122N;069-39-07.213W;1.52
1825;47-46-20.654N;069-41-02.047W;4.57
1826;47-46-21.006N;069-41-37.301W;5.18
1827;47-46-21.088N;069-40-40.405W;3.05
1828;47-46-21.152N;069-40-23.294W;2.74
1829;47-46-21.177N;069-39-37.460W;2.44
1830;47-46-20.901N;069-39-26.603W;2.74
1831;47-46-21.195N;069-41-53.036W;5.49
1832;47-46-21.284N;069-41-14.969W;5.18
1833;47-46-21.221N;069-39-56.125W;2.13
1834;47-46-21.232N;069-39-50.085W;2.44
1835;47-46-21.357N;069-39-45.207W;2.13
1836;47-46-21.686N;069-41-48.822W;5.18
1837;47-46-21.694N;069-41-19.933W;5.18
1838;47-46-21.846N;069-40-52.955W;3.96
1839;47-46-21.618N;069-39-15.221W;1.83
1840;47-46-21.607N;069-38-57.492W;1.83
1841;47-46-22.147N;069-41-43.384W;5.49
1842;47-46-22.056N;069-40-57.241W;4.57
1843;47-46-21.911N;069-40-30.947W;2.74
1844;47-46-21.956N;069-39-04.809W;1.52
1845;47-46-22.503N;069-40-14.767W;3.35
1846;47-46-22.360N;069-40-02.614W;2.44
1847;47-46-22.904N;069-41-27.730W;5.18
1848;47-46-22.725N;069-40-46.612W;4.27
1849;47-46-22.961N;069-40-09.462W;3.05
1850;47-46-22.872N;069-39-17.924W;2.74
1851;47-46-23.216N;069-41-10.845W;5.49
1852;47-46-23.253N;069-39-35.728W;2.13
1853;47-46-23.507N;069-41-34.169W;5.49
1854;47-46-23.670N;069-41-06.020W;4.57
1855;47-46-23.637N;069-40-21.873W;2.74
1856;47-46-23.509N;069-39-25.126W;2.13
1857;47-46-23.881N;069-41-43.051W;5.49
1858;47-46-24.022N;069-40-44.373W;3.66
1859;47-46-23.755N;069-40-37.032W;3.66
1860;47-46-24.006N;069-40-27.013W;2.44
1861;47-46-23.822N;069-39-41.287W;2.44
1862;47-46-23.998N;069-39-30.498W;2.74
1863;47-46-23.701N;069-39-12.577W;1.83
1864;47-46-23.878N;069-39-01.614W;2.13
1865;47-46-24.067N;069-41-40.668W;5.49
1866;47-46-24.076N;069-39-59.593W;2.44
1867;47-46-24.212N;069-39-53.493W;2.44
1868;47-46-24.087N;069-39-48.794W;2.13
1869;47-46-24.495N;069-41-57.327W;5.49
1870;47-46-24.459N;069-41-52.184W;5.18
1871;47-46-24.710N;069-41-23.849W;5.18
1872;47-46-24.428N;069-41-18.457W;5.18
1873;47-46-24.456N;069-40-56.185W;4.27
1874;47-46-24.996N;069-41-00.478W;4.88
1875;47-46-24.967N;069-40-35.037W;3.05
1876;47-46-25.051N;069-40-06.081W;2.74
1877;47-46-25.091N;069-39-09.068W;2.13
1878;47-46-24.951N;069-38-56.578W;1.83
1879;47-46-25.483N;069-40-13.294W;2.74
1880;47-46-25.274N;069-39-16.505W;2.13
1881;47-46-25.698N;069-41-47.251W;5.79
1882;47-46-25.604N;069-40-18.427W;2.74
1883;47-46-25.654N;069-39-39.186W;2.13
1884;47-46-25.764N;069-39-21.753W;2.74
1885;47-46-26.086N;069-41-31.466W;4.88
1886;47-46-25.947N;069-40-50.525W;4.57
1887;47-46-26.524N;069-41-14.398W;5.49
1888;47-46-26.404N;069-41-09.255W;4.88
1889;47-46-26.411N;069-40-25.284W;2.44
1890;47-46-26.320N;069-39-28.894W;2.13
1891;47-46-26.626N;069-41-49.535W;5.79
1892;47-46-26.876N;069-41-44.581W;5.79
1893;47-46-26.727N;069-41-38.273W;5.79
1894;47-46-26.812N;069-40-41.001W;4.27
1895;47-46-26.737N;069-40-30.485W;3.35
1896;47-46-26.736N;069-39-57.077W;2.44
1897;47-46-26.818N;069-39-52.319W;2.13
1898;47-46-26.593N;069-39-44.934W;2.44
1899;47-46-27.157N;069-41-22.122W;4.88
1900;47-46-27.267N;069-40-59.910W;4.57
1901;47-46-27.165N;069-40-47.979W;3.96
1902;47-46-27.215N;069-40-03.617W;2.74
1903;47-46-26.973N;069-39-34.392W;2.74
1904;47-46-27.179N;069-39-05.755W;2.13
1905;47-46-27.353N;069-41-55.733W;5.18
1906;47-46-27.489N;069-39-12.827W;2.44
1907;47-46-27.975N;069-41-27.647W;5.18
1908;47-46-27.722N;069-41-04.507W;5.18
1909;47-46-27.944N;069-40-38.760W;3.35
1910;47-46-27.695N;069-40-10.036W;3.05
1911;47-46-27.764N;069-39-19.169W;2.13
1912;47-46-27.916N;069-39-01.504W;1.83
1913;47-46-28.379N;069-40-16.828W;3.05
1914;47-46-28.260N;069-39-42.769W;2.13
1915;47-46-28.654N;069-41-34.700W;5.18
1916;47-46-28.540N;069-40-22.085W;2.74
1917;47-46-28.957N;069-41-51.542W;5.79
1918;47-46-28.864N;069-39-25.282W;2.74
1919;47-46-29.220N;069-41-12.370W;4.88
1920;47-46-29.287N;069-40-55.053W;4.88
1921;47-46-29.324N;069-39-48.399W;2.44
1922;47-46-29.459N;069-39-32.729W;2.13
1923;47-46-29.809N;069-41-25.235W;5.18
1924;47-46-29.579N;069-41-18.558W;5.49
1925;47-46-29.630N;069-40-34.389W;3.96
1926;47-46-29.673N;069-40-29.316W;2.74
1927;47-46-29.754N;069-40-00.732W;3.05
1928;47-46-29.796N;069-39-55.851W;2.44
1929;47-46-30.082N;069-41-59.278W;4.88
1930;47-46-29.827N;069-41-41.948W;6.1
1931;47-46-30.089N;069-41-30.872W;5.49
1932;47-46-29.898N;069-40-51.211W;4.27
1933;47-46-29.944N;069-40-07.390W;3.35
1934;47-46-30.029N;069-39-38.348W;2.74
1935;47-46-30.166N;069-39-22.502W;2.13
1936;47-46-30.017N;069-39-11.045W;2.13
1937;47-46-30.183N;069-41-48.200W;5.79
1938;47-46-30.328N;069-41-03.517W;5.18
1939;47-46-30.239N;069-40-45.101W;4.57
1940;47-46-30.424N;069-39-16.352W;2.44
1941;47-46-30.438N;069-39-05.265W;2.13
1942;47-46-30.798N;069-40-42.360W;3.66
1943;47-46-30.840N;069-40-13.451W;3.05
1944;47-46-30.657N;069-38-58.995W;2.13
1945;47-46-31.149N;069-41-08.551W;5.49
1946;47-46-31.075N;069-39-46.111W;2.13
1947;47-46-31.602N;069-41-55.330W;5.79
1948;47-46-31.316N;069-41-31.937W;5.49
1949;47-46-31.356N;069-40-25.313W;3.05
1950;47-46-31.400N;069-40-20.242W;2.74
1951;47-46-31.947N;069-41-16.401W;45.72
1952;47-46-31.888N;069-39-52.227W;2.44
1953;47-46-31.918N;069-39-29.482W;2.74
1954;47-46-32.039N;069-41-38.748W;5.49
1955;47-46-32.317N;069-40-04.623W;3.05
1956;47-46-32.308N;069-39-08.162W;2.44
1957;47-46-32.680N;069-41-22.108W;5.49
1958;47-46-32.636N;069-40-58.605W;5.18
1959;47-46-32.509N;069-40-54.197W;4.88
1960;47-46-32.526N;069-40-37.927W;4.27
1961;47-46-32.685N;069-40-33.711W;3.66
1962;47-46-32.443N;069-39-59.498W;3.05
1963;47-46-32.555N;069-39-36.869W;2.13
1964;47-46-32.410N;069-38-56.286W;2.13
1965;47-46-33.003N;069-41-46.236W;5.79
1966;47-46-32.865N;069-41-29.275W;5.49
1967;47-46-32.731N;069-41-25.660W;5.49
1968;47-46-32.815N;069-39-25.840W;2.13
1969;47-46-33.362N;069-41-52.121W;5.49
1970;47-46-33.181N;069-41-07.061W;5.18
1971;47-46-33.127N;069-40-11.049W;3.35
1972;47-46-33.247N;069-39-42.613W;2.74
1973;47-46-33.358N;069-39-20.121W;2.44
1974;47-46-33.697N;069-40-45.533W;4.27
1975;47-46-33.486N;069-40-17.286W;3.05
1976;47-46-33.481N;069-39-15.371W;2.13
1977;47-46-33.825N;069-40-49.756W;5.49
1978;47-46-33.888N;069-39-49.638W;2.13
1979;47-46-34.077N;069-39-03.564W;2.13
1980;47-46-34.294N;069-41-35.487W;5.49
1981;47-46-34.167N;069-41-12.221W;5.49
1982;47-46-34.167N;069-40-29.093W;3.96
1983;47-46-34.294N;069-40-23.961W;3.66
1984;47-46-34.657N;069-39-56.059W;3.05
1985;47-46-35.179N;069-41-42.546W;5.49
1986;47-46-35.048N;069-41-19.951W;5.49
1987;47-46-35.130N;069-40-08.093W;3.35
1988;47-46-34.928N;069-40-02.838W;3.05
1989;47-46-35.058N;069-39-33.255W;3.05
1990;47-46-35.207N;069-39-06.264W;2.13
1991;47-46-35.574N;069-41-25.716W;6.1
1992;47-46-35.566N;069-40-58.110W;5.49
1993;47-46-35.378N;069-40-41.711W;4.57
1994;47-46-35.262N;069-39-28.687W;2.13
1995;47-46-35.243N;069-39-11.686W;2.44
1996;47-46-35.665N;069-40-37.068W;3.96
1997;47-46-35.856N;069-40-14.763W;3.35
1998;47-46-35.777N;069-39-40.768W;2.13
1999;47-46-35.670N;069-39-00.242W;2.44
2000;47-46-36.177N;069-41-55.301W;5.18
2001;47-46-36.226N;069-41-49.853W;5.49
2002;47-46-36.047N;069-41-32.950W;5.49
2003;47-46-36.075N;069-41-10.727W;5.18
2004;47-46-35.975N;069-41-03.258W;5.49
2005;47-46-36.603N;069-41-58.248W;5.18
2006;47-46-36.575N;069-41-14.962W;5.49
2007;47-46-36.341N;069-40-20.698W;3.35
2008;47-46-36.307N;069-39-46.205W;3.05
2009;47-46-36.453N;069-39-24.259W;2.74
2010;47-46-36.964N;069-41-17.540W;5.49
2011;47-46-36.756N;069-40-49.138W;5.18
2012;47-46-36.938N;069-40-32.750W;4.27
2013;47-46-36.866N;069-39-53.108W;3.05
2014;47-46-36.742N;069-39-19.390W;2.44
2015;47-46-37.170N;069-40-53.674W;5.49
2016;47-46-37.314N;069-40-27.377W;3.66
2017;47-46-37.284N;069-39-08.981W;2.13
2018;47-46-37.718N;069-41-39.658W;5.49
2019;47-46-37.613N;069-41-23.492W;5.49
2020;47-46-37.472N;069-39-59.344W;3.35
2021;47-46-37.578N;069-39-03.505W;2.44
2022;47-46-37.827N;069-41-55.028W;5.18
2023;47-46-37.817N;069-40-16.753W;3.05
2024;47-46-38.068N;069-40-11.505W;3.35
2025;47-46-38.034N;069-39-36.844W;3.05
2026;47-46-37.826N;069-39-32.268W;2.13
2027;47-46-38.009N;069-38-56.569W;2.44
2028;47-46-38.112N;069-41-46.340W;5.18
2029;47-46-38.297N;069-41-01.528W;5.49
2030;47-46-38.439N;069-40-45.071W;5.49
2031;47-46-38.357N;069-40-06.624W;3.35
2032;47-46-38.421N;069-39-15.703W;2.44
2033;47-46-38.510N;069-41-29.265W;6.1
2034;47-46-38.798N;069-41-05.639W;5.18
2035;47-46-39.167N;069-41-52.668W;5.18
2036;47-46-38.982N;069-41-36.561W;5.18
2037;47-46-38.890N;069-41-13.966W;5.18
2038;47-46-39.094N;069-40-40.740W;4.57
2039;47-46-39.155N;069-40-24.049W;4.27
2040;47-46-38.916N;069-39-44.604W;2.44
2041;47-46-38.994N;069-39-11.327W;2.13
2042;47-46-39.526N;069-40-52.800W;5.49
