;x;y;d;w;weight_density
10835;16.0;21.0;18.0;1.0;0.01159947391214042
10836;16.0;21.0;19.0;1.0;0.01159947391214042
10837;16.0;21.0;20.0;1.0;0.01159947391214042
10838;16.0;21.0;21.0;1.0;0.01159947391214042
10839;16.0;21.0;22.0;1.0;0.01159947391214042
10840;16.0;21.0;23.0;1.0;0.01159947391214042
10841;16.0;21.0;24.0;1.0;0.01159947391214042
10842;16.0;21.0;25.0;1.0;0.01159947391214042
10843;16.0;21.0;26.0;1.0;0.01159947391214042
10844;16.0;21.0;27.0;1.0;0.01159947391214042
10845;16.0;21.0;28.0;1.0;0.01159947391214042
10846;16.0;21.0;29.0;1.0;0.01159947391214042
10847;16.0;21.0;30.0;1.0;0.01159947391214042
10848;16.0;21.0;31.0;1.0;0.01159947391214042
10849;16.0;21.0;32.0;1.0;0.01159947391214042
10850;16.0;21.0;33.0;1.0;0.01159947391214042
10851;16.0;21.0;34.0;1.0;0.01159947391214042
10852;16.0;21.0;35.0;1.0;0.01159947391214042
10853;16.0;21.0;36.0;1.0;0.01159947391214042
10854;16.0;21.0;37.0;1.0;0.01159947391214042
10855;16.0;21.0;38.0;1.0;0.01159947391214042
10856;16.0;21.0;39.0;1.0;0.01159947391214042
10857;16.0;21.0;40.0;1.0;0.01159947391214042
10858;16.0;21.0;41.0;1.0;0.01159947391214042
10859;16.0;21.0;42.0;1.0;0.01159947391214042
10860;16.0;21.0;43.0;1.0;0.01159947391214042
10861;16.0;21.0;44.0;1.0;0.01159947391214042
10862;16.0;21.0;45.0;1.0;0.01159947391214042
10863;16.0;21.0;46.0;1.0;0.01159947391214042
10864;16.0;21.0;47.0;1.0;0.01159947391214042
10865;16.0;21.0;48.0;1.0;0.01159947391214042
10866;16.0;21.0;49.0;1.0;0.01159947391214042
10867;16.0;21.0;50.0;1.0;0.01159947391214042
10868;16.0;21.0;51.0;1.0;0.01159947391214042
10869;16.0;21.0;52.0;1.0;0.01159947391214042
10870;16.0;21.0;53.0;1.0;0.01159947391214042
10871;16.0;21.0;54.0;1.0;0.01159947391214042
10872;16.0;21.0;55.0;1.0;0.01159947391214042
10873;16.0;21.0;56.0;1.0;0.01159947391214042
10874;16.0;21.0;57.0;1.0;0.01159947391214042
10875;16.0;22.0;0.0;1.0;0.012709258976629225
10876;16.0;22.0;1.0;1.0;0.012709258976629225
10877;16.0;22.0;2.0;1.0;0.012709258976629225
10878;16.0;22.0;3.0;1.0;0.012709258976629225
10879;16.0;22.0;4.0;1.0;0.012709258976629225
10880;16.0;22.0;5.0;1.0;0.012709258976629225
10881;16.0;22.0;6.0;1.0;0.012709258976629225
10882;16.0;22.0;7.0;1.0;0.012709258976629225
10883;16.0;22.0;8.0;1.0;0.012709258976629225
10884;16.0;22.0;9.0;1.0;0.012709258976629225
10885;16.0;22.0;10.0;1.0;0.012709258976629225
10886;16.0;22.0;11.0;1.0;0.012709258976629225
10887;16.0;22.0;12.0;1.0;0.012709258976629225
10888;16.0;22.0;13.0;1.0;0.012709258976629225
10889;16.0;22.0;14.0;1.0;0.012709258976629225
10890;16.0;22.0;15.0;1.0;0.012709258976629225
10891;16.0;22.0;16.0;1.0;0.012709258976629225
10892;16.0;22.0;17.0;1.0;0.012709258976629225
10893;16.0;22.0;18.0;1.0;0.012709258976629225
10894;16.0;22.0;19.0;1.0;0.012709258976629225
10895;16.0;22.0;20.0;1.0;0.012709258976629225
10896;16.0;22.0;21.0;1.0;0.012709258976629225
10897;16.0;22.0;22.0;1.0;0.012709258976629225
10898;16.0;22.0;23.0;1.0;0.012709258976629225
10899;16.0;22.0;24.0;1.0;0.012709258976629225
10900;16.0;22.0;25.0;1.0;0.012709258976629225
10901;16.0;22.0;26.0;1.0;0.012709258976629225
10902;16.0;22.0;27.0;1.0;0.012709258976629225
10903;16.0;22.0;28.0;1.0;0.012709258976629225
10904;16.0;22.0;29.0;1.0;0.012709258976629225
10905;16.0;22.0;30.0;1.0;0.012709258976629225
10906;16.0;22.0;31.0;1.0;0.012709258976629225
10907;16.0;22.0;32.0;1.0;0.012709258976629225
10908;16.0;22.0;33.0;1.0;0.012709258976629225
10909;16.0;22.0;34.0;1.0;0.012709258976629225
10910;16.0;22.0;35.0;1.0;0.012709258976629225
10911;16.0;22.0;36.0;1.0;0.012709258976629225
10912;16.0;22.0;37.0;1.0;0.012709258976629225
10913;16.0;22.0;38.0;1.0;0.012709258976629225
10914;16.0;22.0;39.0;1.0;0.012709258976629225
10915;16.0;22.0;40.0;1.0;0.012709258976629225
10916;16.0;22.0;41.0;1.0;0.012709258976629225
10917;16.0;22.0;42.0;1.0;0.012709258976629225
10918;16.0;22.0;43.0;1.0;0.012709258976629225
10919;16.0;22.0;44.0;1.0;0.012709258976629225
10920;16.0;22.0;45.0;1.0;0.012709258976629225
10921;16.0;22.0;46.0;1.0;0.012709258976629225
10922;16.0;22.0;47.0;1.0;0.012709258976629225
10923;16.0;22.0;48.0;1.0;0.012709258976629225
10924;16.0;22.0;49.0;1.0;0.012709258976629225
10925;16.0;22.0;50.0;1.0;0.012709258976629225
10926;16.0;22.0;51.0;1.0;0.012709258976629225
10927;16.0;22.0;52.0;1.0;0.012709258976629225
10928;16.0;22.0;53.0;1.0;0.012709258976629225
10929;16.0;22.0;54.0;1.0;0.012709258976629225
10930;16.0;22.0;55.0;1.0;0.012709258976629225
10931;16.0;22.0;56.0;1.0;0.012709258976629225
10932;16.0;22.0;57.0;1.0;0.012709258976629225
10933;16.0;22.0;58.0;1.0;0.012709258976629225
10934;16.0;23.0;0.0;1.0;0.012673316155972123
10935;16.0;23.0;1.0;1.0;0.012673316155972123
10936;16.0;23.0;2.0;1.0;0.012673316155972123
10937;16.0;23.0;3.0;1.0;0.012673316155972123
10938;16.0;23.0;4.0;1.0;0.012673316155972123
10939;16.0;23.0;5.0;1.0;0.012673316155972123
10940;16.0;23.0;6.0;1.0;0.012673316155972123
10941;16.0;23.0;7.0;1.0;0.012673316155972123
10942;16.0;23.0;8.0;1.0;0.012673316155972123
10943;16.0;23.0;9.0;1.0;0.012673316155972123
10944;16.0;23.0;10.0;1.0;0.012673316155972123
10945;16.0;23.0;11.0;1.0;0.012673316155972123
10946;16.0;23.0;12.0;1.0;0.012673316155972123
10947;16.0;23.0;13.0;1.0;0.012673316155972123
10948;16.0;23.0;14.0;1.0;0.012673316155972123
10949;16.0;23.0;15.0;1.0;0.012673316155972123
10950;16.0;23.0;16.0;1.0;0.012673316155972123
10951;16.0;23.0;17.0;1.0;0.012673316155972123
10952;16.0;23.0;18.0;1.0;0.012673316155972123
10953;16.0;23.0;19.0;1.0;0.012673316155972123
10954;16.0;23.0;20.0;1.0;0.012673316155972123
10955;16.0;23.0;21.0;1.0;0.012673316155972123
10956;16.0;23.0;22.0;1.0;0.012673316155972123
10957;16.0;23.0;23.0;1.0;0.012673316155972123
10958;16.0;23.0;24.0;1.0;0.012673316155972123
10959;16.0;23.0;25.0;1.0;0.012673316155972123
10960;16.0;23.0;26.0;1.0;0.012673316155972123
10961;16.0;23.0;27.0;1.0;0.012673316155972123
10962;16.0;23.0;28.0;1.0;0.012673316155972123
10963;16.0;23.0;29.0;1.0;0.012673316155972123
10964;16.0;23.0;30.0;1.0;0.012673316155972123
10965;16.0;23.0;31.0;1.0;0.012673316155972123
10966;16.0;23.0;32.0;1.0;0.012673316155972123
10967;16.0;23.0;33.0;1.0;0.012673316155972123
10968;16.0;23.0;34.0;1.0;0.012673316155972123
10969;16.0;23.0;35.0;1.0;0.012673316155972123
10970;16.0;23.0;36.0;1.0;0.012673316155972123
10971;16.0;23.0;37.0;1.0;0.012673316155972123
10972;16.0;23.0;38.0;1.0;0.012673316155972123
10973;16.0;23.0;39.0;1.0;0.012673316155972123
10974;16.0;23.0;40.0;1.0;0.012673316155972123
10975;16.0;23.0;41.0;1.0;0.012673316155972123
10976;16.0;23.0;42.0;1.0;0.012673316155972123
10977;16.0;23.0;43.0;1.0;0.012673316155972123
10978;16.0;23.0;44.0;1.0;0.012673316155972123
10979;16.0;23.0;45.0;1.0;0.012673316155972123
10980;16.0;23.0;46.0;1.0;0.012673316155972123
10981;16.0;23.0;47.0;1.0;0.012673316155972123
10982;16.0;23.0;48.0;1.0;0.012673316155972123
10983;17.0;0.0;0.0;1.0;0.4458932876586914
10984;17.0;0.0;1.0;1.0;0.4458932876586914
10985;17.0;0.0;2.0;1.0;0.4458932876586914
10986;17.0;0.0;3.0;1.0;0.4458932876586914
10987;17.0;0.0;4.0;1.0;0.4458932876586914
10988;17.0;0.0;5.0;1.0;0.4458932876586914
10989;17.0;0.0;6.0;1.0;0.4458932876586914
10990;17.0;0.0;7.0;1.0;0.4458932876586914
10991;17.0;0.0;8.0;1.0;0.4458932876586914
10992;17.0;0.0;9.0;1.0;0.4458932876586914
10993;17.0;0.0;10.0;1.0;0.4458932876586914
10994;17.0;0.0;11.0;1.0;0.4458932876586914
10995;17.0;0.0;12.0;1.0;0.4458932876586914
10996;17.0;0.0;13.0;1.0;0.4458932876586914
10997;17.0;0.0;14.0;1.0;0.4458932876586914
10998;17.0;0.0;15.0;1.0;0.4458932876586914
10999;17.0;0.0;16.0;1.0;0.4458932876586914
11000;17.0;0.0;17.0;1.0;0.4458932876586914
11001;17.0;0.0;18.0;1.0;0.4458932876586914
11002;17.0;0.0;19.0;1.0;0.4458932876586914
11003;17.0;0.0;20.0;1.0;0.4458932876586914
11004;17.0;0.0;21.0;1.0;0.4458932876586914
11005;17.0;0.0;22.0;1.0;0.4458932876586914
11006;17.0;0.0;23.0;1.0;0.4458932876586914
11007;17.0;1.0;0.0;1.0;0.40261993408203123
11008;17.0;1.0;1.0;1.0;0.40261993408203123
11009;17.0;1.0;2.0;1.0;0.40261993408203123
11010;17.0;1.0;3.0;1.0;0.40261993408203123
11011;17.0;1.0;4.0;1.0;0.40261993408203123
11012;17.0;1.0;5.0;1.0;0.40261993408203123
11013;17.0;1.0;6.0;1.0;0.40261993408203123
11014;17.0;1.0;7.0;1.0;0.40261993408203123
11015;17.0;1.0;8.0;1.0;0.40261993408203123
11016;17.0;1.0;9.0;1.0;0.40261993408203123
11017;17.0;1.0;10.0;1.0;0.40261993408203123
11018;17.0;1.0;11.0;1.0;0.40261993408203123
11019;17.0;1.0;12.0;1.0;0.40261993408203123
11020;17.0;1.0;13.0;1.0;0.40261993408203123
11021;17.0;1.0;14.0;1.0;0.40261993408203123
11022;17.0;1.0;15.0;1.0;0.40261993408203123
11023;17.0;1.0;16.0;1.0;0.40261993408203123
11024;17.0;1.0;17.0;1.0;0.40261993408203123
11025;17.0;1.0;18.0;1.0;0.40261993408203123
11026;17.0;1.0;19.0;1.0;0.40261993408203123
11027;17.0;1.0;20.0;1.0;0.40261993408203123
11028;17.0;1.0;21.0;1.0;0.40261993408203123
11029;17.0;1.0;22.0;1.0;0.40261993408203123
11030;17.0;1.0;23.0;1.0;0.40261993408203123
11031;17.0;1.0;24.0;1.0;0.40261993408203123
11032;17.0;2.0;0.0;1.0;0.2838057279586792
11033;17.0;2.0;1.0;1.0;0.2838057279586792
11034;17.0;2.0;2.0;1.0;0.2838057279586792
11035;17.0;2.0;3.0;1.0;0.2838057279586792
11036;17.0;2.0;4.0;1.0;0.2838057279586792
11037;17.0;2.0;5.0;1.0;0.2838057279586792
11038;17.0;2.0;6.0;1.0;0.2838057279586792
11039;17.0;2.0;7.0;1.0;0.2838057279586792
11040;17.0;2.0;8.0;1.0;0.2838057279586792
11041;17.0;2.0;9.0;1.0;0.2838057279586792
11042;17.0;2.0;10.0;1.0;0.2838057279586792
11043;17.0;2.0;11.0;1.0;0.2838057279586792
11044;17.0;2.0;12.0;1.0;0.2838057279586792
11045;17.0;2.0;13.0;1.0;0.2838057279586792
11046;17.0;2.0;14.0;1.0;0.2838057279586792
11047;17.0;2.0;15.0;1.0;0.2838057279586792
11048;17.0;2.0;16.0;1.0;0.2838057279586792
11049;17.0;2.0;17.0;1.0;0.2838057279586792
11050;17.0;2.0;18.0;1.0;0.2838057279586792
11051;17.0;2.0;19.0;1.0;0.2838057279586792
11052;17.0;2.0;20.0;1.0;0.2838057279586792
11053;17.0;2.0;21.0;1.0;0.2838057279586792
11054;17.0;2.0;22.0;1.0;0.2838057279586792
11055;17.0;2.0;23.0;1.0;0.2838057279586792
11056;17.0;2.0;24.0;1.0;0.2838057279586792
11057;17.0;2.0;25.0;1.0;0.2838057279586792
11058;17.0;2.0;26.0;1.0;0.2838057279586792
11059;17.0;2.0;27.0;1.0;0.2838057279586792
11060;17.0;3.0;0.0;1.0;0.16652454029430042
11061;17.0;3.0;1.0;1.0;0.16652454029430042
11062;17.0;3.0;2.0;1.0;0.16652454029430042
11063;17.0;3.0;3.0;1.0;0.16652454029430042
11064;17.0;3.0;4.0;1.0;0.16652454029430042
11065;17.0;3.0;5.0;1.0;0.16652454029430042
11066;17.0;3.0;6.0;1.0;0.16652454029430042
11067;17.0;3.0;7.0;1.0;0.16652454029430042
11068;17.0;3.0;8.0;1.0;0.16652454029430042
11069;17.0;3.0;9.0;1.0;0.16652454029430042
11070;17.0;3.0;10.0;1.0;0.16652454029430042
11071;17.0;3.0;11.0;1.0;0.16652454029430042
11072;17.0;3.0;12.0;1.0;0.16652454029430042
11073;17.0;3.0;13.0;1.0;0.16652454029430042
11074;17.0;3.0;14.0;1.0;0.16652454029430042
11075;17.0;3.0;15.0;1.0;0.16652454029430042
11076;17.0;3.0;16.0;1.0;0.16652454029430042
11077;17.0;3.0;17.0;1.0;0.16652454029430042
11078;17.0;3.0;18.0;1.0;0.16652454029430042
11079;17.0;3.0;19.0;1.0;0.16652454029430042
11080;17.0;3.0;20.0;1.0;0.16652454029430042
11081;17.0;3.0;21.0;1.0;0.16652454029430042
11082;17.0;3.0;22.0;1.0;0.16652454029430042
11083;17.0;3.0;23.0;1.0;0.16652454029430042
11084;17.0;3.0;24.0;1.0;0.16652454029430042
11085;17.0;3.0;25.0;1.0;0.16652454029430042
11086;17.0;3.0;26.0;1.0;0.16652454029430042
11087;17.0;3.0;27.0;1.0;0.16652454029430042
11088;17.0;3.0;28.0;1.0;0.16652454029430042
11089;17.0;3.0;29.0;1.0;0.16652454029430042
11090;17.0;3.0;30.0;1.0;0.16652454029430042
11091;17.0;3.0;31.0;1.0;0.16652454029430042
11092;17.0;3.0;32.0;1.0;0.16652454029430042
11093;17.0;4.0;0.0;1.0;0.10494645866187843
11094;17.0;4.0;1.0;1.0;0.10494645866187843
11095;17.0;4.0;2.0;1.0;0.10494645866187843
11096;17.0;4.0;3.0;1.0;0.10494645866187843
11097;17.0;4.0;4.0;1.0;0.10494645866187843
11098;17.0;4.0;5.0;1.0;0.10494645866187843
11099;17.0;4.0;6.0;1.0;0.10494645866187843
11100;17.0;4.0;7.0;1.0;0.10494645866187843
11101;17.0;4.0;8.0;1.0;0.10494645866187843
11102;17.0;4.0;9.0;1.0;0.10494645866187843
11103;17.0;4.0;10.0;1.0;0.10494645866187843
11104;17.0;4.0;11.0;1.0;0.10494645866187843
11105;17.0;4.0;12.0;1.0;0.10494645866187843
11106;17.0;4.0;13.0;1.0;0.10494645866187843
11107;17.0;4.0;14.0;1.0;0.10494645866187843
11108;17.0;4.0;15.0;1.0;0.10494645866187843
11109;17.0;4.0;16.0;1.0;0.10494645866187843
11110;17.0;4.0;17.0;1.0;0.10494645866187843
11111;17.0;4.0;18.0;1.0;0.10494645866187843
11112;17.0;4.0;19.0;1.0;0.10494645866187843
11113;17.0;4.0;20.0;1.0;0.10494645866187843
11114;17.0;4.0;21.0;1.0;0.10494645866187843
11115;17.0;4.0;22.0;1.0;0.10494645866187843
11116;17.0;4.0;23.0;1.0;0.10494645866187843
11117;17.0;4.0;24.0;1.0;0.10494645866187843
11118;17.0;4.0;25.0;1.0;0.10494645866187843
11119;17.0;4.0;26.0;1.0;0.10494645866187843
11120;17.0;4.0;27.0;1.0;0.10494645866187843
11121;17.0;4.0;28.0;1.0;0.10494645866187843
11122;17.0;4.0;29.0;1.0;0.10494645866187843
11123;17.0;4.0;30.0;1.0;0.10494645866187843
11124;17.0;4.0;31.0;1.0;0.10494645866187843
11125;17.0;4.0;32.0;1.0;0.10494645866187843
11126;17.0;4.0;33.0;1.0;0.10494645866187843
11127;17.0;4.0;34.0;1.0;0.10494645866187843
11128;17.0;4.0;35.0;1.0;0.10494645866187843
11129;17.0;4.0;36.0;1.0;0.10494645866187843
11130;17.0;5.0;0.0;1.0;0.09614198916667216
11131;17.0;5.0;1.0;1.0;0.09614198916667216
11132;17.0;5.0;2.0;1.0;0.09614198916667216
11133;17.0;5.0;3.0;1.0;0.09614198916667216
11134;17.0;5.0;4.0;1.0;0.09614198916667216
11135;17.0;5.0;5.0;1.0;0.09614198916667216
11136;17.0;5.0;6.0;1.0;0.09614198916667216
11137;17.0;5.0;7.0;1.0;0.09614198916667216
11138;17.0;5.0;8.0;1.0;0.09614198916667216
11139;17.0;5.0;9.0;1.0;0.09614198916667216
11140;17.0;5.0;10.0;1.0;0.09614198916667216
11141;17.0;5.0;11.0;1.0;0.09614198916667216
11142;17.0;5.0;12.0;1.0;0.09614198916667216
11143;17.0;5.0;13.0;1.0;0.09614198916667216
11144;17.0;5.0;14.0;1.0;0.09614198916667216
11145;17.0;5.0;15.0;1.0;0.09614198916667216
11146;17.0;5.0;16.0;1.0;0.09614198916667216
11147;17.0;5.0;17.0;1.0;0.09614198916667216
11148;17.0;5.0;18.0;1.0;0.09614198916667216
11149;17.0;5.0;19.0;1.0;0.09614198916667216
11150;17.0;5.0;20.0;1.0;0.09614198916667216
11151;17.0;5.0;21.0;1.0;0.09614198916667216
11152;17.0;5.0;22.0;1.0;0.09614198916667216
11153;17.0;5.0;23.0;1.0;0.09614198916667216
11154;17.0;5.0;24.0;1.0;0.09614198916667216
11155;17.0;5.0;25.0;1.0;0.09614198916667216
11156;17.0;5.0;26.0;1.0;0.09614198916667216
11157;17.0;5.0;27.0;1.0;0.09614198916667216
11158;17.0;5.0;28.0;1.0;0.09614198916667216
11159;17.0;5.0;29.0;1.0;0.09614198916667216
11160;17.0;5.0;30.0;1.0;0.09614198916667216
11161;17.0;5.0;31.0;1.0;0.09614198916667216
11162;17.0;5.0;32.0;1.0;0.09614198916667216
11163;17.0;5.0;33.0;1.0;0.09614198916667216
11164;17.0;5.0;34.0;1.0;0.09614198916667216
11165;17.0;5.0;35.0;1.0;0.09614198916667216
11166;17.0;5.0;36.0;1.0;0.09614198916667216
11167;17.0;6.0;0.0;1.0;0.11098009500748073
11168;17.0;6.0;1.0;1.0;0.11098009500748073
11169;17.0;6.0;2.0;1.0;0.11098009500748073
11170;17.0;6.0;3.0;1.0;0.11098009500748073
11171;17.0;6.0;4.0;1.0;0.11098009500748073
11172;17.0;6.0;5.0;1.0;0.11098009500748073
11173;17.0;6.0;6.0;1.0;0.11098009500748073
11174;17.0;6.0;7.0;1.0;0.11098009500748073
11175;17.0;6.0;8.0;1.0;0.11098009500748073
11176;17.0;6.0;9.0;1.0;0.11098009500748073
11177;17.0;6.0;10.0;1.0;0.11098009500748073
11178;17.0;6.0;11.0;1.0;0.11098009500748073
11179;17.0;6.0;12.0;1.0;0.11098009500748073
11180;17.0;6.0;13.0;1.0;0.11098009500748073
11181;17.0;6.0;14.0;1.0;0.11098009500748073
11182;17.0;6.0;15.0;1.0;0.11098009500748073
11183;17.0;6.0;16.0;1.0;0.11098009500748073
11184;17.0;6.0;17.0;1.0;0.11098009500748073
11185;17.0;6.0;18.0;1.0;0.11098009500748073
11186;17.0;6.0;19.0;1.0;0.11098009500748073
11187;17.0;6.0;20.0;1.0;0.11098009500748073
11188;17.0;6.0;21.0;1.0;0.11098009500748073
11189;17.0;6.0;22.0;1.0;0.11098009500748073
11190;17.0;6.0;23.0;1.0;0.11098009500748073
11191;17.0;6.0;24.0;1.0;0.11098009500748073
11192;17.0;6.0;25.0;1.0;0.11098009500748073
11193;17.0;6.0;26.0;1.0;0.11098009500748073
11194;17.0;6.0;27.0;1.0;0.11098009500748073
11195;17.0;6.0;28.0;1.0;0.11098009500748073
11196;17.0;6.0;29.0;1.0;0.11098009500748073
11197;17.0;6.0;30.0;1.0;0.11098009500748073
11198;17.0;6.0;31.0;1.0;0.11098009500748073
11199;17.0;6.0;32.0;1.0;0.11098009500748073
11200;17.0;6.0;33.0;1.0;0.11098009500748073
11201;17.0;6.0;34.0;1.0;0.11098009500748073
11202;17.0;6.0;35.0;1.0;0.11098009500748073
11203;17.0;6.0;36.0;1.0;0.11098009500748073
11204;17.0;6.0;37.0;1.0;0.11098009500748073
11205;17.0;6.0;38.0;1.0;0.11098009500748073
11206;17.0;7.0;0.0;1.0;0.13806938543552305
11207;17.0;7.0;1.0;1.0;0.13806938543552305
11208;17.0;7.0;2.0;1.0;0.13806938543552305
11209;17.0;7.0;3.0;1.0;0.13806938543552305
11210;17.0;7.0;4.0;1.0;0.13806938543552305
11211;17.0;7.0;5.0;1.0;0.13806938543552305
11212;17.0;7.0;6.0;1.0;0.13806938543552305
11213;17.0;7.0;7.0;1.0;0.13806938543552305
11214;17.0;7.0;8.0;1.0;0.13806938543552305
11215;17.0;7.0;9.0;1.0;0.13806938543552305
11216;17.0;7.0;10.0;1.0;0.13806938543552305
11217;17.0;7.0;11.0;1.0;0.13806938543552305
11218;17.0;7.0;12.0;1.0;0.13806938543552305
11219;17.0;7.0;13.0;1.0;0.13806938543552305
11220;17.0;7.0;14.0;1.0;0.13806938543552305
11221;17.0;7.0;15.0;1.0;0.13806938543552305
11222;17.0;7.0;16.0;1.0;0.13806938543552305
11223;17.0;7.0;17.0;1.0;0.13806938543552305
11224;17.0;7.0;18.0;1.0;0.13806938543552305
11225;17.0;7.0;19.0;1.0;0.13806938543552305
11226;17.0;7.0;20.0;1.0;0.13806938543552305
11227;17.0;7.0;21.0;1.0;0.13806938543552305
11228;17.0;7.0;22.0;1.0;0.13806938543552305
11229;17.0;7.0;23.0;1.0;0.13806938543552305
11230;17.0;7.0;24.0;1.0;0.13806938543552305
11231;17.0;7.0;25.0;1.0;0.13806938543552305
11232;17.0;7.0;26.0;1.0;0.13806938543552305
11233;17.0;7.0;27.0;1.0;0.13806938543552305
11234;17.0;7.0;28.0;1.0;0.13806938543552305
11235;17.0;7.0;29.0;1.0;0.13806938543552305
11236;17.0;7.0;30.0;1.0;0.13806938543552305
11237;17.0;7.0;31.0;1.0;0.13806938543552305
11238;17.0;7.0;32.0;1.0;0.13806938543552305
11239;17.0;7.0;33.0;1.0;0.13806938543552305
11240;17.0;7.0;34.0;1.0;0.13806938543552305
11241;17.0;7.0;35.0;1.0;0.13806938543552305
11242;17.0;7.0;36.0;1.0;0.13806938543552305
11243;17.0;7.0;37.0;1.0;0.13806938543552305
11244;17.0;7.0;38.0;1.0;0.13806938543552305
11245;17.0;7.0;39.0;1.0;0.13806938543552305
11246;17.0;7.0;40.0;1.0;0.13806938543552305
11247;17.0;8.0;0.0;1.0;0.16633947884164205
11248;17.0;8.0;1.0;1.0;0.16633947884164205
11249;17.0;8.0;2.0;1.0;0.16633947884164205
11250;17.0;8.0;3.0;1.0;0.16633947884164205
11251;17.0;8.0;4.0;1.0;0.16633947884164205
11252;17.0;8.0;5.0;1.0;0.16633947884164205
11253;17.0;8.0;6.0;1.0;0.16633947884164205
11254;17.0;8.0;7.0;1.0;0.16633947884164205
11255;17.0;8.0;8.0;1.0;0.16633947884164205
11256;17.0;8.0;9.0;1.0;0.16633947884164205
11257;17.0;8.0;10.0;1.0;0.16633947884164205
11258;17.0;8.0;11.0;1.0;0.16633947884164205
11259;17.0;8.0;12.0;1.0;0.16633947884164205
11260;17.0;8.0;13.0;1.0;0.16633947884164205
11261;17.0;8.0;14.0;1.0;0.16633947884164205
11262;17.0;8.0;15.0;1.0;0.16633947884164205
11263;17.0;8.0;16.0;1.0;0.16633947884164205
11264;17.0;8.0;17.0;1.0;0.16633947884164205
11265;17.0;8.0;18.0;1.0;0.16633947884164205
11266;17.0;8.0;19.0;1.0;0.16633947884164205
11267;17.0;8.0;20.0;1.0;0.16633947884164205
11268;17.0;8.0;21.0;1.0;0.16633947884164205
11269;17.0;8.0;22.0;1.0;0.16633947884164205
11270;17.0;8.0;23.0;1.0;0.16633947884164205
11271;17.0;8.0;24.0;1.0;0.16633947884164205
11272;17.0;8.0;25.0;1.0;0.16633947884164205
11273;17.0;8.0;26.0;1.0;0.16633947884164205
11274;17.0;8.0;27.0;1.0;0.16633947884164205
11275;17.0;8.0;28.0;1.0;0.16633947884164205
11276;17.0;8.0;29.0;1.0;0.16633947884164205
11277;17.0;8.0;30.0;1.0;0.16633947884164205
11278;17.0;8.0;31.0;1.0;0.16633947884164205
11279;17.0;8.0;32.0;1.0;0.16633947884164205
11280;17.0;8.0;33.0;1.0;0.16633947884164205
11281;17.0;8.0;34.0;1.0;0.16633947884164205
11282;17.0;8.0;35.0;1.0;0.16633947884164205
11283;17.0;8.0;36.0;1.0;0.16633947884164205
11284;17.0;8.0;37.0;1.0;0.16633947884164205
11285;17.0;8.0;38.0;1.0;0.16633947884164205
11286;17.0;8.0;39.0;1.0;0.16633947884164205
11287;17.0;8.0;40.0;1.0;0.16633947884164205
11288;17.0;9.0;0.0;1.0;0.1662823987561603
11289;17.0;9.0;1.0;1.0;0.1662823987561603
11290;17.0;9.0;2.0;1.0;0.1662823987561603
11291;17.0;9.0;3.0;1.0;0.1662823987561603
11292;17.0;9.0;4.0;1.0;0.1662823987561603
11293;17.0;9.0;5.0;1.0;0.1662823987561603
11294;17.0;9.0;6.0;1.0;0.1662823987561603
11295;17.0;9.0;7.0;1.0;0.1662823987561603
11296;17.0;9.0;8.0;1.0;0.1662823987561603
11297;17.0;9.0;9.0;1.0;0.1662823987561603
11298;17.0;9.0;10.0;1.0;0.1662823987561603
11299;17.0;9.0;11.0;1.0;0.1662823987561603
11300;17.0;9.0;12.0;1.0;0.1662823987561603
11301;17.0;9.0;13.0;1.0;0.1662823987561603
11302;17.0;9.0;14.0;1.0;0.1662823987561603
11303;17.0;9.0;15.0;1.0;0.1662823987561603
11304;17.0;9.0;16.0;1.0;0.1662823987561603
11305;17.0;9.0;17.0;1.0;0.1662823987561603
11306;17.0;9.0;18.0;1.0;0.1662823987561603
11307;17.0;9.0;19.0;1.0;0.1662823987561603
11308;17.0;9.0;20.0;1.0;0.1662823987561603
11309;17.0;9.0;21.0;1.0;0.1662823987561603
11310;17.0;9.0;22.0;1.0;0.1662823987561603
11311;17.0;9.0;23.0;1.0;0.1662823987561603
11312;17.0;9.0;24.0;1.0;0.1662823987561603
11313;17.0;9.0;25.0;1.0;0.1662823987561603
11314;17.0;9.0;26.0;1.0;0.1662823987561603
11315;17.0;9.0;27.0;1.0;0.1662823987561603
11316;17.0;9.0;28.0;1.0;0.1662823987561603
11317;17.0;9.0;29.0;1.0;0.1662823987561603
11318;17.0;9.0;30.0;1.0;0.1662823987561603
11319;17.0;9.0;31.0;1.0;0.1662823987561603
11320;17.0;9.0;32.0;1.0;0.1662823987561603
11321;17.0;9.0;33.0;1.0;0.1662823987561603
11322;17.0;9.0;34.0;1.0;0.1662823987561603
11323;17.0;9.0;35.0;1.0;0.1662823987561603
11324;17.0;9.0;36.0;1.0;0.1662823987561603
11325;17.0;9.0;37.0;1.0;0.1662823987561603
11326;17.0;9.0;38.0;1.0;0.1662823987561603
11327;17.0;9.0;39.0;1.0;0.1662823987561603
11328;17.0;9.0;40.0;1.0;0.1662823987561603
11329;17.0;9.0;41.0;1.0;0.1662823987561603
11330;17.0;9.0;42.0;1.0;0.1662823987561603
11331;17.0;10.0;0.0;1.0;0.14530289967854818
11332;17.0;10.0;1.0;1.0;0.14530289967854818
11333;17.0;10.0;2.0;1.0;0.14530289967854818
